seed,p_milk,cash,cows,sheep,shed_wheat,hands,quads,day,unwatered,mature,score_a0,score_a1,score_a2,score_a3,score_a4,score_a5,best_a,gain_vs_a0
81200,154.00,1560.00,5,2,10,10,2,8,6,21,89287.0,73977.0,66084.0,89287.0,89287.0,89287.0,0,0.0
81201,206.00,1603.00,5,2,10,10,2,8,6,21,79067.0,99080.0,42238.0,79067.0,78569.0,79067.0,1,20013.0
81202,216.00,1655.00,5,2,10,10,2,8,6,21,86671.0,85997.0,70951.0,86671.0,86170.0,86671.0,0,0.0
81203,187.00,1509.00,5,2,10,10,2,8,6,21,89520.0,112282.0,96953.0,89520.0,87862.0,89520.0,1,22762.0
81204,206.00,1603.00,5,2,10,10,2,8,6,21,122138.0,88774.0,94463.0,122138.0,121637.0,122138.0,0,0.0
81205,216.00,1665.00,5,2,10,10,2,8,6,21,119108.0,72614.0,105430.0,119108.0,118607.0,119108.0,0,0.0
81206,206.00,1603.00,5,2,10,10,2,8,6,21,67675.0,111430.0,52862.0,67675.0,67174.0,67675.0,1,43755.0
81207,216.00,1655.00,5,2,10,10,2,8,6,21,115059.0,114555.0,91947.0,115059.0,114560.0,115059.0,0,0.0
81208,154.00,1384.00,5,2,10,10,2,8,6,20,39295.0,60601.0,38254.0,39295.0,39295.0,39295.0,1,21306.0
81209,187.00,1509.00,5,2,10,10,2,8,6,21,67365.0,90299.0,62376.0,67365.0,54213.0,67365.0,1,22934.0
81210,206.00,1610.00,5,2,10,10,2,8,6,21,96701.0,60470.0,77482.0,96701.0,96203.0,96701.0,0,0.0
81211,187.00,1519.00,5,2,10,10,2,8,6,21,51739.0,39583.0,63752.0,51739.0,52554.0,51739.0,2,12013.0
81212,187.00,1509.00,5,2,10,10,2,8,6,21,52101.0,55792.0,40413.0,52101.0,53960.0,52101.0,1,3691.0
81213,154.00,1384.00,5,2,10,10,2,8,6,21,74664.0,94291.0,72436.0,74664.0,74664.0,74664.0,1,19627.0
81214,187.00,1667.00,5,2,10,10,2,8,6,21,82750.0,81537.0,81256.0,82750.0,76902.0,82750.0,0,0.0
81215,187.00,1528.00,5,2,10,10,2,8,6,21,87347.0,64450.0,82652.0,87347.0,81212.0,87347.0,0,0.0
81216,187.00,1509.00,5,2,10,10,2,8,6,21,63026.0,38921.0,85399.0,63026.0,77435.0,63026.0,2,22373.0
81217,154.00,1394.00,5,2,10,10,2,8,6,21,35626.0,58481.0,19668.0,35626.0,35626.0,35626.0,1,22855.0
81218,154.00,1403.00,5,2,10,10,2,8,6,21,46318.0,76344.0,39952.0,46318.0,46311.0,46318.0,1,30026.0
81219,154.00,1542.00,5,2,10,10,2,8,6,21,89955.0,70762.0,63478.0,89955.0,89955.0,89955.0,0,0.0
81220,154.00,1384.00,5,2,10,10,2,8,6,21,38249.0,112729.0,37159.0,38249.0,38249.0,38249.0,1,74480.0
81221,206.00,1613.00,5,2,10,10,2,8,6,21,121634.0,129061.0,123380.0,121634.0,121136.0,121634.0,1,7427.0
81222,206.00,1613.00,5,2,10,10,2,8,6,21,75854.0,75353.0,73436.0,75854.0,75353.0,75854.0,0,0.0
81223,154.00,1391.00,5,2,10,10,2,8,6,21,77690.0,73250.0,83638.0,77690.0,77690.0,77690.0,2,5948.0
81224,206.00,1610.00,5,2,10,10,2,8,6,21,52103.0,78364.0,63197.0,52103.0,51602.0,52103.0,1,26261.0
81225,216.00,1665.00,5,2,10,10,2,8,6,21,105328.0,91381.0,103289.0,105328.0,104830.0,105328.0,0,0.0
81226,154.00,1391.00,5,2,10,10,2,8,6,21,73251.0,103226.0,62917.0,73251.0,73251.0,73251.0,1,29975.0
81227,206.00,1603.00,5,2,10,10,2,8,6,21,116767.0,116221.0,104518.0,116767.0,116266.0,116767.0,0,0.0
81228,206.00,1506.00,4,2,11,10,2,8,6,21,53852.0,48451.0,78187.0,53852.0,53588.0,53852.0,2,24335.0
81229,206.00,1603.00,5,2,10,10,2,8,6,21,81056.0,80496.0,80975.0,81056.0,80620.0,81056.0,0,0.0
81230,154.00,1474.00,5,2,10,10,2,8,6,21,78871.0,106185.0,59556.0,78871.0,78871.0,78871.0,1,27314.0
81231,206.00,1603.00,5,2,10,10,2,8,6,21,92404.0,87911.0,91626.0,92404.0,91905.0,92404.0,0,0.0
81232,154.00,1551.00,5,2,10,10,2,8,6,21,64730.0,102063.0,74407.0,64730.0,64730.0,64730.0,1,37333.0
81233,206.00,1603.00,5,2,10,10,2,8,6,21,39920.0,47694.0,61090.0,39920.0,39419.0,39920.0,2,21170.0
81234,206.00,1603.00,5,2,10,10,2,8,6,21,56254.0,51744.0,55796.0,56254.0,55711.0,56254.0,0,0.0
81235,187.00,1522.00,5,2,10,10,2,8,6,21,46514.0,60325.0,67112.0,46514.0,34413.0,46514.0,2,20598.0
81236,187.00,1516.00,5,2,10,10,2,8,6,21,98507.0,82672.0,107452.0,98507.0,120354.0,98507.0,4,21847.0
81237,187.00,1509.00,5,2,10,10,2,8,6,21,74277.0,95849.0,83925.0,74277.0,81096.0,74277.0,1,21572.0
81238,154.00,1384.00,5,2,10,10,2,8,6,21,41486.0,68141.0,50186.0,41486.0,41486.0,41486.0,1,26655.0
81239,154.00,1287.00,4,2,11,10,2,8,6,21,52169.0,48214.0,33868.0,52169.0,52169.0,52169.0,0,0.0
81240,154.00,1384.00,5,2,10,10,2,8,6,21,77529.0,79072.0,50744.0,77529.0,77529.0,77529.0,1,1543.0
81241,154.00,1474.00,5,2,10,10,2,8,6,21,58623.0,57393.0,79545.0,58623.0,58623.0,58623.0,2,20922.0
81242,187.00,1509.00,5,2,10,10,2,8,6,21,55002.0,78980.0,41528.0,55002.0,50327.0,55002.0,1,23978.0
81243,154.00,1403.00,5,2,10,10,2,8,6,21,31364.0,55143.0,43134.0,31364.0,28361.0,31364.0,1,23779.0
81244,206.00,1681.00,5,2,10,10,2,8,6,21,129578.0,129155.0,127051.0,129578.0,129077.0,129578.0,0,0.0
81245,216.00,1674.00,5,2,10,10,2,8,6,21,122021.0,87430.0,140231.0,122021.0,121521.0,122021.0,2,18210.0
81246,187.00,1602.00,4,2,11,10,2,8,6,21,63533.0,74177.0,62683.0,63533.0,69608.0,63533.0,1,10644.0
81247,187.00,1509.00,5,2,10,10,2,8,6,21,79525.0,70643.0,78937.0,79525.0,78559.0,79525.0,0,0.0
81248,206.00,1603.00,5,2,10,10,2,8,6,21,109302.0,137889.0,73418.0,109302.0,108801.0,109302.0,1,28587.0
81249,154.00,1542.00,5,2,10,10,2,8,6,21,106781.0,82957.0,100006.0,106781.0,106781.0,106781.0,0,0.0
81250,206.00,1603.00,5,2,10,10,2,8,6,21,66163.0,80398.0,64334.0,66163.0,65664.0,66163.0,1,14235.0
81251,154.00,1384.00,5,2,10,10,2,8,6,21,41778.0,82374.0,48280.0,41778.0,41778.0,41778.0,1,40596.0
81252,206.00,1613.00,5,2,10,10,2,8,6,21,127760.0,61287.0,95486.0,127760.0,127262.0,127760.0,0,0.0
81253,154.00,1560.00,5,2,10,10,2,8,6,21,68691.0,51888.0,74187.0,68691.0,68691.0,68691.0,2,5496.0
81254,216.00,1665.00,5,2,10,10,2,8,6,21,81973.0,25721.0,105170.0,81973.0,81472.0,81973.0,2,23197.0
81255,154.00,1542.00,5,2,10,10,2,8,6,21,70817.0,72435.0,96317.0,70817.0,70817.0,70817.0,2,25500.0
81256,187.00,1516.00,5,2,10,10,2,8,6,21,74452.0,86792.0,69697.0,74452.0,79424.0,74452.0,1,12340.0
81257,206.00,1603.00,5,2,10,10,2,8,6,21,101525.0,100851.0,106071.0,101525.0,101024.0,101525.0,2,4546.0
81258,206.00,1613.00,5,2,10,10,2,8,6,21,114242.0,113645.0,113877.0,114242.0,113743.0,114242.0,0,0.0
81259,216.00,1658.00,5,2,10,10,2,8,6,21,113717.0,72469.0,98393.0,113681.0,113217.0,113717.0,0,0.0
81260,187.00,1667.00,5,2,10,10,2,8,6,21,112477.0,62640.0,107923.0,112477.0,113409.0,112477.0,4,932.0
81261,187.00,1667.00,5,2,10,10,2,8,6,21,75819.0,114041.0,112667.0,75819.0,67474.0,75819.0,1,38222.0
81262,206.00,1603.00,5,2,10,10,2,8,6,21,105546.0,81918.0,99554.0,105546.0,105045.0,105546.0,0,0.0
81263,154.00,1384.00,5,2,10,10,2,8,6,21,98996.0,65609.0,84904.0,98996.0,98996.0,98996.0,0,0.0
81264,187.00,1676.00,5,2,10,10,2,8,6,21,80063.0,55926.0,117709.0,80063.0,73686.0,80063.0,2,37646.0
81265,187.00,1667.00,5,2,10,10,2,8,6,21,96800.0,91630.0,92647.0,96800.0,96530.0,96800.0,0,0.0
81266,206.00,1613.00,5,2,10,10,2,8,6,21,67139.0,102348.0,96815.0,67139.0,66638.0,67139.0,1,35209.0
81267,187.00,1676.00,5,2,10,10,2,8,6,21,101739.0,60703.0,120787.0,101739.0,109243.0,101739.0,2,19048.0
81268,154.00,1388.00,5,2,10,10,2,8,6,21,65412.0,90843.0,65186.0,65412.0,65412.0,65412.0,1,25431.0
81269,187.00,1519.00,5,2,10,10,2,8,6,21,80087.0,117227.0,80438.0,80087.0,71234.0,80087.0,1,37140.0
81270,187.00,1519.00,5,2,10,10,2,8,6,21,45570.0,91627.0,67200.0,45570.0,83625.0,45570.0,1,46057.0
81271,216.00,1662.00,5,2,10,10,2,8,6,21,112738.0,56430.0,98835.0,112738.0,112239.0,112738.0,0,0.0
81272,187.00,1509.00,5,2,10,10,2,8,6,21,95408.0,57708.0,105653.0,95408.0,104685.0,95408.0,2,10245.0
81273,187.00,1516.00,5,2,10,10,2,8,6,21,99587.0,82994.0,109848.0,99587.0,73769.0,99587.0,2,10261.0
81274,154.00,1391.00,5,2,10,10,2,8,6,21,44150.0,85799.0,47167.0,44150.0,44150.0,44150.0,1,41649.0
81275,154.00,1462.00,5,2,10,10,2,8,6,21,91225.0,115053.0,97847.0,91225.0,91217.0,91225.0,1,23828.0
81276,216.00,1655.00,5,2,10,10,2,8,6,21,125089.0,82275.0,112220.0,125089.0,124594.0,125089.0,0,0.0
81277,216.00,1655.00,5,2,10,10,2,8,6,21,68007.0,71890.0,70162.0,68007.0,67466.0,68007.0,1,3883.0
81278,206.00,1613.00,5,2,10,10,2,8,6,21,104628.0,107196.0,111519.0,104628.0,104130.0,104628.0,2,6891.0
81279,206.00,1610.00,5,2,10,10,2,8,6,21,109717.0,109775.0,107676.0,109717.0,109184.0,109717.0,1,58.0
81280,206.00,1610.00,5,2,10,10,2,8,6,21,79328.0,121665.0,59311.0,79328.0,78829.0,79328.0,1,42337.0
81281,154.00,1397.00,5,2,10,10,2,8,6,21,36833.0,65286.0,78561.0,36833.0,36833.0,36833.0,2,41728.0
81282,216.00,1665.00,5,2,10,10,2,8,6,21,108989.0,46658.0,98540.0,108989.0,108491.0,108989.0,0,0.0
81283,216.00,1655.00,5,2,10,10,2,8,6,21,109846.0,88354.0,111070.0,109846.0,109345.0,109846.0,2,1224.0
81284,206.00,1603.00,5,2,10,10,2,8,6,21,78310.0,119806.0,78149.0,78310.0,77809.0,78310.0,1,41496.0
81285,154.00,1384.00,5,2,10,10,2,8,6,20,77916.0,75543.0,67148.0,77916.0,77916.0,77916.0,0,0.0
81286,187.00,1509.00,5,2,10,10,2,8,6,21,43719.0,90337.0,53301.0,43719.0,31367.0,43719.0,1,46618.0
81287,187.00,1509.00,5,2,10,10,2,8,6,21,80991.0,51325.0,71047.0,80991.0,87656.0,80991.0,4,6665.0
81288,206.00,1603.00,5,2,10,10,2,8,6,21,143494.0,79676.0,108707.0,143494.0,142996.0,143494.0,0,0.0
81289,154.00,1391.00,5,2,10,10,2,8,6,21,64138.0,49611.0,56957.0,64138.0,64138.0,64138.0,0,0.0
81290,154.00,1542.00,5,2,10,10,2,8,6,21,57825.0,71921.0,52757.0,57825.0,57825.0,57825.0,1,14096.0
81291,206.00,1613.00,5,2,10,10,2,8,6,21,68325.0,76535.0,49263.0,68325.0,67827.0,68325.0,1,8210.0
81292,206.00,1613.00,5,2,10,10,2,8,6,21,85283.0,117250.0,84155.0,85283.0,84785.0,85283.0,1,31967.0
81293,154.00,1384.00,5,2,10,10,2,8,6,21,61289.0,83105.0,79873.0,61289.0,61289.0,61289.0,1,21816.0
81294,154.00,1394.00,5,2,10,10,2,8,6,21,42262.0,30759.0,43032.0,42262.0,42262.0,42262.0,2,770.0
81295,206.00,1681.00,5,2,10,10,2,8,6,21,91429.0,35062.0,64835.0,91429.0,90931.0,91429.0,0,0.0
81296,154.00,1387.00,5,2,10,10,2,8,6,21,107561.0,88308.0,71041.0,107561.0,107561.0,107561.0,0,0.0
81297,154.00,1394.00,5,2,10,10,2,8,6,21,35511.0,38548.0,39685.0,35511.0,35511.0,35511.0,2,4174.0
81298,206.00,1693.00,5,2,10,10,2,8,6,21,149764.0,140900.0,110790.0,149764.0,149268.0,149764.0,0,0.0
81299,216.00,1674.00,5,2,10,10,2,8,6,21,110513.0,110006.0,120234.0,110513.0,110012.0,110513.0,2,9721.0
81300,154.00,1560.00,5,2,10,10,2,8,6,21,62981.0,80141.0,105951.0,62981.0,62981.0,62981.0,2,42970.0
81301,187.00,1509.00,5,2,10,10,2,8,6,21,88339.0,43905.0,94275.0,88339.0,92175.0,88339.0,2,5936.0
81302,206.00,1613.00,5,2,10,10,2,8,6,21,70004.0,76867.0,73678.0,70004.0,69506.0,70004.0,1,6863.0
81303,154.00,1542.00,5,2,10,10,2,8,6,21,107715.0,71682.0,93733.0,107715.0,107715.0,107715.0,0,0.0
81304,216.00,1655.00,5,2,10,10,2,8,6,21,110477.0,55362.0,119922.0,110477.0,109979.0,110477.0,2,9445.0
81305,206.00,1603.00,5,2,10,10,2,8,6,21,68918.0,75827.0,86573.0,68918.0,68420.0,68918.0,2,17655.0
81306,187.00,1509.00,5,2,10,10,2,8,6,21,73942.0,112097.0,82664.0,73942.0,92442.0,73942.0,1,38155.0
81307,187.00,1509.00,5,2,10,10,2,8,6,21,95628.0,152355.0,74218.0,95628.0,82895.0,95628.0,1,56727.0
81308,187.00,1528.00,5,2,10,10,2,8,6,21,73119.0,78703.0,81837.0,73119.0,78405.0,73119.0,2,8718.0
81309,154.00,1551.00,5,2,10,10,2,8,6,21,75270.0,32151.0,53409.0,75270.0,75270.0,75270.0,0,0.0
81310,154.00,1384.00,5,2,10,10,2,8,6,21,102165.0,47322.0,95946.0,102165.0,102165.0,102165.0,0,0.0
81311,154.00,1394.00,5,2,10,10,2,8,6,21,48353.0,77313.0,57085.0,48353.0,48353.0,48353.0,1,28960.0
81312,154.00,1384.00,5,2,10,10,2,8,6,21,67869.0,59785.0,68016.0,67869.0,67869.0,67869.0,2,147.0
81313,154.00,1391.00,5,2,10,10,2,8,6,21,19919.0,67670.0,47778.0,19919.0,19919.0,19919.0,1,47751.0
81314,154.00,1462.00,5,2,10,10,2,8,6,21,75265.0,41892.0,74614.0,75265.0,75526.0,75265.0,4,261.0
81315,206.00,1603.00,5,2,10,10,2,8,6,21,58637.0,67748.0,68998.0,58637.0,58136.0,58637.0,2,10361.0
81316,187.00,1528.00,5,2,10,10,2,8,6,21,76124.0,60554.0,71410.0,76124.0,63924.0,76124.0,0,0.0
81317,206.00,1603.00,5,2,10,10,2,8,6,21,80453.0,74238.0,82895.0,80453.0,79954.0,80453.0,2,2442.0
81318,154.00,1474.00,5,2,10,10,2,8,6,21,65589.0,72537.0,59987.0,65589.0,65589.0,65589.0,1,6948.0
81319,187.00,1516.00,5,2,10,10,2,8,6,21,91914.0,74002.0,64591.0,91914.0,85530.0,91914.0,0,0.0
81320,206.00,1603.00,5,2,10,10,2,8,6,21,70861.0,88438.0,90177.0,70861.0,70360.0,70861.0,2,19316.0
81321,187.00,1509.00,5,2,10,10,2,8,6,21,72144.0,107296.0,76925.0,72144.0,86722.0,72144.0,1,35152.0
81322,206.00,1603.00,5,2,10,10,2,8,6,21,76893.0,75318.0,95884.0,76893.0,76392.0,76893.0,2,18991.0
81323,154.00,1384.00,5,2,10,10,2,8,6,21,68343.0,102304.0,65898.0,68343.0,68343.0,68343.0,1,33961.0
81324,206.00,1613.00,5,2,10,10,2,8,6,21,85915.0,91156.0,104448.0,85915.0,85416.0,85915.0,2,18533.0
81325,206.00,1603.00,5,2,10,10,2,8,6,21,65631.0,26652.0,74183.0,65631.0,65130.0,65631.0,2,8552.0
81326,154.00,1560.00,5,2,10,10,2,8,6,21,62655.0,68030.0,56490.0,62655.0,62655.0,62655.0,1,5375.0
81327,187.00,1512.00,5,2,10,10,2,8,6,21,105239.0,78786.0,112560.0,105239.0,90634.0,105239.0,2,7321.0
81328,154.00,1394.00,5,2,10,10,2,8,6,21,54513.0,52027.0,60659.0,54513.0,54513.0,54513.0,2,6146.0
81329,154.00,1394.00,5,2,10,10,2,8,6,21,58265.0,56433.0,52274.0,58265.0,58265.0,58265.0,0,0.0
81330,154.00,1391.00,5,2,10,10,2,8,6,21,19731.0,68055.0,19052.0,19731.0,19731.0,19731.0,1,48324.0
81331,216.00,1665.00,5,2,10,10,2,8,6,21,122829.0,92111.0,115275.0,122829.0,122331.0,122829.0,0,0.0
81332,206.00,1610.00,5,2,10,10,2,8,6,21,52593.0,121133.0,36857.0,52593.0,52092.0,52593.0,1,68540.0
81333,187.00,1509.00,5,2,10,10,2,8,6,21,73360.0,134563.0,59760.0,73360.0,46934.0,73360.0,1,61203.0
81334,154.00,1384.00,5,2,10,10,2,8,6,21,93506.0,59819.0,80588.0,93506.0,93506.0,93506.0,0,0.0
81335,206.00,1681.00,5,2,10,10,2,8,6,21,107548.0,66191.0,101515.0,107548.0,107047.0,107548.0,0,0.0
81336,206.00,1693.00,5,2,10,10,2,8,6,21,86638.0,100861.0,87192.0,86638.0,86142.0,86638.0,1,14223.0
81337,154.00,1384.00,5,2,10,10,2,8,6,21,31934.0,28452.0,41132.0,31934.0,31934.0,31934.0,2,9198.0
81338,206.00,1626.00,5,2,10,10,2,8,6,21,103127.0,66180.0,67161.0,103127.0,102629.0,103127.0,0,0.0
81339,206.00,1613.00,5,2,10,10,2,8,6,21,62850.0,108816.0,87299.0,62850.0,62349.0,62850.0,1,45966.0
81340,187.00,1516.00,5,2,10,10,2,8,6,21,88512.0,75097.0,79295.0,88512.0,81649.0,88512.0,0,0.0
81341,154.00,1391.00,5,2,10,10,2,8,6,21,23371.0,38108.0,40406.0,23371.0,23371.0,23371.0,2,17035.0
81342,206.00,1610.00,5,2,10,10,2,8,6,21,62320.0,61560.0,63235.0,62320.0,61822.0,62320.0,2,915.0
81343,154.00,1391.00,5,2,10,10,2,8,6,21,41085.0,51907.0,39657.0,41085.0,41085.0,41085.0,1,10822.0
81344,154.00,1394.00,5,2,10,10,2,8,6,21,64126.0,115116.0,60294.0,64126.0,64126.0,64126.0,1,50990.0
81345,154.00,1384.00,5,2,10,10,2,8,6,21,94060.0,84588.0,94127.0,94060.0,94060.0,94060.0,2,67.0
81346,154.00,1384.00,5,2,10,10,2,8,6,21,54464.0,124350.0,68029.0,54464.0,54464.0,54464.0,1,69886.0
81347,206.00,1610.00,5,2,10,10,2,8,6,21,34304.0,49064.0,33499.0,34304.0,33803.0,34304.0,1,14760.0
81348,154.00,1462.00,5,2,10,10,2,8,6,21,84350.0,78082.0,67612.0,84350.0,84604.0,84350.0,4,254.0
81349,154.00,1384.00,5,2,10,10,2,8,6,21,60508.0,75807.0,41851.0,60508.0,60508.0,60508.0,1,15299.0
81350,154.00,1387.00,5,2,10,10,2,8,6,21,91415.0,68741.0,87402.0,91415.0,91415.0,91415.0,0,0.0
81351,154.00,1384.00,5,2,10,10,2,8,6,21,51517.0,113912.0,54176.0,51517.0,51517.0,51517.0,1,62395.0
81352,206.00,1613.00,5,2,10,10,2,8,6,21,64755.0,78805.0,62597.0,64755.0,64257.0,64755.0,1,14050.0
81353,187.00,1398.00,5,1,11,10,2,8,6,21,116877.0,69155.0,119823.0,116877.0,116877.0,116877.0,2,2946.0
81354,216.00,1655.00,5,2,10,10,2,8,6,21,76928.0,90590.0,74624.0,76928.0,76427.0,76928.0,1,13662.0
81355,206.00,1613.00,5,2,10,10,2,8,6,21,103464.0,77481.0,111019.0,103464.0,102963.0,103464.0,2,7555.0
81356,154.00,1384.00,5,2,10,10,2,8,6,21,102081.0,57280.0,104169.0,102081.0,102081.0,102081.0,2,2088.0
81357,187.00,1509.00,5,2,10,10,2,8,6,21,66402.0,63535.0,80187.0,66402.0,92086.0,66402.0,4,25684.0
81358,206.00,1693.00,5,2,10,10,2,8,6,21,78389.0,68173.0,91080.0,78389.0,77889.0,78389.0,2,12691.0
81359,154.00,1384.00,5,2,10,10,2,8,6,21,53267.0,62006.0,38840.0,53267.0,53267.0,53267.0,1,8739.0
81360,154.00,1551.00,5,2,10,10,2,8,6,21,76839.0,113967.0,61515.0,76839.0,76839.0,76839.0,1,37128.0
81361,187.00,1667.00,5,2,10,10,2,8,6,21,79291.0,100098.0,78268.0,79291.0,76475.0,79291.0,1,20807.0
81362,206.00,1610.00,5,2,10,10,2,8,6,21,85664.0,104406.0,67803.0,85664.0,85163.0,85664.0,1,18742.0
81363,187.00,1676.00,5,2,10,10,2,8,6,21,106206.0,67629.0,72059.0,106206.0,101800.0,106206.0,0,0.0
81364,154.00,1384.00,5,2,10,10,2,8,6,21,61136.0,84453.0,58422.0,61136.0,61136.0,61136.0,1,23317.0
81365,154.00,1542.00,5,2,10,10,2,8,6,21,85014.0,50369.0,63746.0,85014.0,85014.0,85014.0,0,0.0
81366,154.00,1391.00,5,2,10,10,2,8,6,21,69741.0,76575.0,73613.0,69741.0,69741.0,69741.0,1,6834.0
81367,187.00,1676.00,5,2,10,10,2,8,6,21,126569.0,69311.0,105979.0,126569.0,136956.0,126569.0,4,10387.0
81368,206.00,1603.00,5,2,10,10,2,8,6,21,124532.0,86586.0,121705.0,124532.0,124034.0,124532.0,0,0.0
81369,154.00,1384.00,5,2,10,10,2,8,6,21,76134.0,34577.0,80383.0,76134.0,76134.0,76134.0,2,4249.0
81370,154.00,1394.00,5,2,10,10,2,8,6,21,42664.0,85010.0,63453.0,42664.0,42664.0,42664.0,1,42346.0
81371,154.00,1384.00,5,2,10,10,2,8,6,21,99194.0,117322.0,78051.0,99194.0,99194.0,99194.0,1,18128.0
81372,216.00,1655.00,5,2,10,10,2,8,6,21,152579.0,108532.0,131436.0,152579.0,152080.0,152579.0,0,0.0
81373,216.00,1662.00,5,2,10,10,2,8,6,21,99014.0,98510.0,83777.0,99014.0,98515.0,99014.0,0,0.0
81374,216.00,1655.00,5,2,10,10,2,8,6,21,91701.0,72593.0,90677.0,91701.0,91200.0,91701.0,0,0.0
81375,187.00,1509.00,5,2,10,10,2,8,6,21,81149.0,81703.0,77828.0,81149.0,80560.0,81149.0,1,554.0
81376,187.00,1667.00,5,2,10,10,2,8,6,21,74616.0,32488.0,74072.0,74616.0,87639.0,74616.0,4,13023.0
81377,154.00,1384.00,5,2,10,10,2,8,6,21,73048.0,57869.0,70473.0,73048.0,73048.0,73048.0,0,0.0
81378,154.00,1384.00,5,2,10,10,2,8,6,21,48347.0,127275.0,52990.0,48347.0,48347.0,48347.0,1,78928.0
81379,187.00,1509.00,5,2,10,10,2,8,6,21,106684.0,102282.0,100581.0,106684.0,88818.0,106684.0,0,0.0
81380,154.00,1462.00,5,2,10,10,2,8,6,21,63130.0,91532.0,76221.0,63130.0,63376.0,63130.0,1,28402.0
81381,187.00,1509.00,5,2,10,10,2,8,6,21,41992.0,60731.0,49583.0,41992.0,28411.0,41992.0,1,18739.0
81382,154.00,1474.00,5,2,10,10,2,8,6,21,63336.0,34314.0,51872.0,63336.0,63336.0,63336.0,0,0.0
81383,216.00,1669.00,5,2,10,10,2,8,6,21,128413.0,123117.0,120587.0,128385.0,127887.0,128413.0,0,0.0
81384,154.00,1474.00,5,2,10,10,2,8,6,21,68287.0,49715.0,60960.0,68287.0,68287.0,68287.0,0,0.0
81385,154.00,1560.00,5,2,10,10,2,8,6,21,76769.0,73907.0,70161.0,76769.0,76769.0,76769.0,0,0.0
81386,187.00,1528.00,5,2,10,10,2,8,6,20,43083.0,68194.0,68654.0,43083.0,51628.0,43083.0,2,25571.0
81387,154.00,1394.00,5,2,10,10,2,8,6,21,49531.0,53009.0,47694.0,49531.0,49531.0,49531.0,1,3478.0
81388,187.00,1519.00,5,2,10,10,2,8,6,21,34750.0,64229.0,36001.0,34750.0,47158.0,34750.0,1,29479.0
81389,154.00,1382.00,5,2,10,10,2,8,6,21,77286.0,80024.0,61889.0,77286.0,77286.0,77286.0,1,2738.0
81390,187.00,1509.00,5,2,10,10,2,8,6,21,104289.0,91278.0,100155.0,104289.0,91805.0,104289.0,0,0.0
81391,154.00,1391.00,5,2,10,10,2,8,6,21,59662.0,125264.0,82532.0,59662.0,59662.0,59662.0,1,65602.0
81392,154.00,1384.00,5,2,10,10,2,8,6,21,96083.0,74458.0,99202.0,96083.0,96083.0,96083.0,2,3119.0
81393,216.00,1655.00,5,2,10,10,2,8,6,21,106535.0,106073.0,107495.0,106535.0,106034.0,106535.0,2,960.0
81394,187.00,1516.00,5,2,10,10,2,8,6,21,114334.0,60433.0,89143.0,114334.0,115054.0,114334.0,4,720.0
81395,154.00,1283.00,4,2,11,10,2,8,6,21,52627.0,92891.0,60415.0,52627.0,52627.0,52627.0,1,40264.0
81396,216.00,1665.00,5,2,10,10,2,8,6,21,131762.0,121842.0,128040.0,131762.0,131264.0,131762.0,0,0.0
81397,154.00,1391.00,5,2,10,10,2,8,6,21,89647.0,73773.0,63777.0,89647.0,89647.0,89647.0,0,0.0
81398,154.00,1394.00,5,2,10,10,2,8,6,21,25413.0,63816.0,31736.0,25413.0,25413.0,25413.0,1,38403.0
81399,154.00,1403.00,5,2,10,10,2,8,6,21,39538.0,127262.0,50395.0,39538.0,51532.0,39538.0,1,87724.0
81400,206.00,1681.00,5,2,10,10,2,8,6,21,99336.0,107833.0,99066.0,99336.0,98837.0,99336.0,1,8497.0
81401,154.00,1474.00,5,2,10,10,2,8,6,21,71822.0,60157.0,53698.0,71822.0,71822.0,71822.0,0,0.0
81402,154.00,1384.00,5,2,10,10,2,8,6,21,101359.0,109782.0,87071.0,101359.0,101359.0,101359.0,1,8423.0
81403,154.00,1384.00,5,2,10,10,2,8,6,21,23128.0,56819.0,22646.0,23128.0,23128.0,23128.0,1,33691.0
81404,206.00,1613.00,5,2,10,10,2,8,6,21,90662.0,74466.0,94593.0,90662.0,90161.0,90662.0,2,3931.0
81405,206.00,1681.00,5,2,10,10,2,8,6,21,112669.0,79114.0,111663.0,112636.0,112138.0,112669.0,0,0.0
81406,206.00,1613.00,5,2,10,10,2,8,6,21,91678.0,52348.0,69783.0,91678.0,91135.0,91678.0,0,0.0
81407,154.00,1384.00,5,2,10,10,2,8,6,21,65299.0,149200.0,68824.0,65299.0,65299.0,65299.0,1,83901.0
81408,216.00,1655.00,5,2,10,10,2,8,6,21,74752.0,85633.0,77712.0,74752.0,74253.0,74752.0,1,10881.0
81409,187.00,1509.00,5,2,10,10,2,8,6,21,90063.0,126775.0,79576.0,90063.0,88021.0,90063.0,1,36712.0
81410,206.00,1610.00,5,2,10,10,2,8,6,21,80437.0,85095.0,94451.0,80437.0,79936.0,80437.0,2,14014.0
81411,206.00,1603.00,5,2,10,10,2,8,6,21,88680.0,112487.0,82148.0,88680.0,88179.0,88680.0,1,23807.0
81412,187.00,1405.00,4,2,11,10,2,8,6,21,71560.0,71636.0,109818.0,71560.0,81809.0,71560.0,2,38258.0
81413,154.00,1541.00,5,2,10,10,2,8,6,21,124017.0,73585.0,61906.0,124017.0,124017.0,124017.0,0,0.0
81414,187.00,1519.00,5,2,10,10,2,8,6,21,37106.0,51787.0,87793.0,37106.0,37454.0,37106.0,2,50687.0
