seed,p_milk,cash,cow_count,shed_wheat,hands,quads,score_0,score_1,score_2,score_3,score_4,best_n,gain_vs_base4
41138,187.00,1509.00,5,10,10,2,86556.0,87666.0,98458.0,86553.0,86556.0,2,11902.0
41139,206.00,1681.00,5,10,10,2,77151.0,82195.0,81696.0,77151.0,77149.0,1,5046.0
41140,154.00,1384.00,5,10,10,2,68582.0,55922.0,55922.0,68582.0,68582.0,4,0.0
41141,187.00,1509.00,5,10,10,2,43111.0,41694.0,40605.0,43111.0,43111.0,4,0.0
41142,154.00,1474.00,5,10,10,2,62881.0,63477.0,63477.0,62877.0,62877.0,1,600.0
41143,187.00,1519.00,5,10,10,2,103227.0,108882.0,77813.0,103320.0,103308.0,1,5574.0
41144,154.00,1474.00,5,10,10,2,53839.0,67779.0,67779.0,53829.0,53839.0,1,13940.0
41145,154.00,1394.00,5,10,10,2,39865.0,27936.0,27936.0,39855.0,39865.0,4,0.0
41146,216.00,1665.00,5,10,10,2,115263.0,115407.0,114909.0,115273.0,115273.0,1,134.0
41147,216.00,1655.00,5,10,10,2,96109.0,95247.0,94749.0,96096.0,96109.0,4,0.0
41148,154.00,1351.00,4,11,10,2,57057.0,76819.0,76819.0,57057.0,57057.0,1,19762.0
41149,216.00,1674.00,5,10,10,2,143674.0,148881.0,148385.0,143655.0,143674.0,1,5207.0
41150,206.00,1603.00,5,10,10,2,48618.0,48035.0,47536.0,48618.0,48625.0,4,0.0
41151,154.00,1384.00,5,10,10,2,79685.0,79051.0,79051.0,79685.0,79685.0,4,0.0
41152,154.00,1391.00,5,10,10,2,69888.0,71557.0,71557.0,69877.0,69888.0,1,1669.0
41153,154.00,1391.00,5,10,10,2,72284.0,84106.0,84106.0,72287.0,72284.0,1,11822.0
41154,154.00,1384.00,5,10,10,2,74625.0,40405.0,40405.0,74625.0,74625.0,4,0.0
41155,154.00,1542.00,5,10,10,2,70319.0,67785.0,67785.0,70126.0,70311.0,0,8.0
41156,154.00,1462.00,5,10,10,2,65439.0,62026.0,62281.0,65436.0,65439.0,4,0.0
41157,154.00,1542.00,5,10,10,2,76260.0,81487.0,81487.0,76252.0,76260.0,1,5227.0
41158,154.00,1384.00,5,10,10,2,49742.0,83951.0,83951.0,49742.0,49742.0,1,34209.0
41159,206.00,1603.00,5,10,10,2,89928.0,87289.0,86751.0,89937.0,89793.0,3,144.0
41160,154.00,1542.00,5,10,10,2,70844.0,72097.0,72097.0,70839.0,70844.0,1,1253.0
41161,216.00,1662.00,5,10,10,2,128711.0,128749.0,128248.0,128711.0,128709.0,1,40.0
41162,187.00,1519.00,5,10,10,2,25544.0,24989.0,35776.0,25541.0,25544.0,2,10232.0
41163,206.00,1603.00,5,10,10,2,57032.0,56368.0,55867.0,57032.0,57032.0,4,0.0
41164,154.00,1287.00,4,11,10,2,53242.0,54942.0,54942.0,53237.0,53237.0,1,1705.0
41165,206.00,1603.00,5,10,10,2,78286.0,77781.0,77280.0,78288.0,78288.0,4,0.0
41166,154.00,1462.00,5,10,10,2,67348.0,72122.0,72381.0,67362.0,67348.0,2,5033.0
41167,216.00,1662.00,5,10,10,2,100305.0,99854.0,99353.0,100305.0,100307.0,4,0.0
41168,154.00,1474.00,5,10,10,2,65940.0,59956.0,59956.0,65940.0,65940.0,4,0.0
41169,206.00,1499.00,4,11,10,2,106137.0,106506.0,106068.0,106137.0,106137.0,1,369.0
41170,216.00,1655.00,5,10,10,2,102735.0,102170.0,101669.0,102735.0,102735.0,4,0.0
41171,206.00,1603.00,5,10,10,2,92938.0,93469.0,92968.0,92938.0,92938.0,1,531.0
41172,187.00,1516.00,5,10,10,2,81348.0,82262.0,87220.0,81348.0,81348.0,2,5872.0
41173,154.00,1403.00,5,10,10,2,61146.0,51977.0,51970.0,61146.0,61130.0,0,16.0
41174,154.00,1462.00,5,10,10,2,69532.0,66955.0,66947.0,69537.0,69537.0,4,0.0
41175,206.00,1603.00,5,10,10,2,119956.0,120490.0,119992.0,119956.0,119945.0,1,545.0
41176,154.00,1462.00,5,10,10,2,69015.0,67298.0,67536.0,69015.0,69015.0,4,0.0
41177,154.00,1391.00,5,10,10,2,83420.0,79649.0,79649.0,83436.0,83420.0,3,16.0
41178,187.00,1404.00,5,11,10,2,60360.0,75596.0,79656.0,60360.0,60360.0,2,19296.0
41179,216.00,1674.00,5,10,10,2,99083.0,100231.0,99730.0,99077.0,99083.0,1,1148.0
41180,154.00,1462.00,5,10,10,2,67645.0,83221.0,83475.0,67645.0,67638.0,2,15837.0
41181,187.00,1528.00,5,10,10,2,54950.0,52212.0,50049.0,54950.0,54937.0,0,13.0
41182,154.00,1542.00,5,10,10,2,68413.0,68000.0,68000.0,68413.0,68413.0,4,0.0
41183,216.00,1655.00,5,10,10,2,103704.0,103175.0,102674.0,103713.0,103713.0,4,0.0
41184,206.00,1613.00,5,10,10,2,112557.0,112838.0,112340.0,112557.0,112557.0,1,281.0
41185,206.00,1681.00,5,10,10,2,74032.0,79260.0,78761.0,74032.0,74032.0,1,5228.0
41186,216.00,1665.00,5,10,10,2,106357.0,105684.0,105186.0,106357.0,106340.0,0,17.0
41187,216.00,1662.00,5,10,10,2,131638.0,134169.0,133622.0,131638.0,131722.0,1,2447.0
41188,206.00,1603.00,5,10,10,2,39911.0,39269.0,38768.0,39922.0,39911.0,3,11.0
41189,187.00,1519.00,5,10,10,2,113394.0,113147.0,91464.0,113389.0,113389.0,0,5.0
41190,154.00,1384.00,5,10,10,2,60834.0,66657.0,66657.0,60823.0,60834.0,1,5823.0
41191,206.00,1613.00,5,10,10,2,95248.0,100189.0,99688.0,95243.0,95243.0,1,4946.0
41192,187.00,1398.00,5,11,10,2,75504.0,74855.0,74855.0,75513.0,75504.0,3,9.0
41193,206.00,1613.00,5,10,10,2,100056.0,99836.0,99338.0,100056.0,100056.0,4,0.0
41194,216.00,1662.00,5,10,10,2,93955.0,93352.0,92851.0,93959.0,93955.0,3,4.0
41195,154.00,1391.00,5,10,10,2,47292.0,72241.0,72241.0,47282.0,47292.0,1,24949.0
41196,154.00,1279.00,5,11,10,2,63925.0,61675.0,61675.0,63925.0,63925.0,4,0.0
41197,206.00,1603.00,5,10,10,2,91774.0,91476.0,90954.0,91744.0,91744.0,0,30.0
41198,154.00,1462.00,5,10,10,2,99636.0,107658.0,107885.0,99646.0,99636.0,2,8249.0
41199,206.00,1603.00,5,10,10,2,86465.0,85918.0,85417.0,86463.0,86463.0,0,2.0
41200,154.00,1384.00,5,10,10,2,63798.0,60248.0,60248.0,63798.0,63798.0,4,0.0
41201,206.00,1613.00,5,10,10,2,59135.0,58599.0,58100.0,59127.0,59127.0,0,8.0
41202,187.00,1516.00,5,10,10,2,85856.0,85979.0,78265.0,85856.0,85850.0,1,129.0
41203,154.00,1394.00,5,10,10,2,43443.0,46931.0,46931.0,43447.0,43443.0,1,3488.0
41204,154.00,1394.00,5,10,10,2,59456.0,37747.0,37747.0,59459.0,59459.0,4,0.0
41205,154.00,1384.00,5,10,10,2,99215.0,98862.0,98862.0,99215.0,99215.0,4,0.0
41206,154.00,1394.00,5,10,10,2,46788.0,67233.0,67233.0,46790.0,46788.0,1,20445.0
41207,187.00,1552.00,5,11,10,2,93606.0,93071.0,71670.0,93606.0,93606.0,4,0.0
41208,206.00,1603.00,5,10,10,2,48911.0,48233.0,47732.0,48911.0,48911.0,4,0.0
41209,216.00,1662.00,5,10,10,2,119322.0,119912.0,119414.0,119332.0,119322.0,1,590.0
41210,154.00,1551.00,5,10,10,2,53224.0,55884.0,55884.0,53224.0,53224.0,1,2660.0
41211,216.00,1665.00,5,10,10,2,75408.0,75140.0,74639.0,75408.0,75408.0,4,0.0
41212,216.00,1662.00,5,10,10,2,124326.0,125256.0,124757.0,124326.0,124315.0,1,941.0
41213,154.00,1391.00,5,10,10,2,68024.0,47012.0,47012.0,68022.0,68024.0,4,0.0
41214,154.00,1273.00,5,11,10,2,77956.0,67866.0,67866.0,77956.0,77956.0,4,0.0
41215,154.00,1401.00,5,10,10,2,47427.0,58557.0,58549.0,47416.0,47427.0,1,11130.0
41216,154.00,1542.00,5,10,10,2,62482.0,63189.0,63189.0,62489.0,62489.0,1,700.0
41217,206.00,1613.00,5,10,10,2,82785.0,82695.0,82194.0,82785.0,82785.0,4,0.0
41218,187.00,1528.00,5,10,10,2,77589.0,78054.0,83146.0,77589.0,77589.0,2,5557.0
41219,206.00,1610.00,5,10,10,2,70218.0,74044.0,73543.0,70215.0,70218.0,1,3826.0
41220,154.00,1384.00,5,10,10,2,81954.0,69525.0,69525.0,81954.0,81954.0,4,0.0
41221,154.00,1391.00,5,10,10,2,41817.0,52209.0,52209.0,41817.0,41817.0,1,10392.0
41222,154.00,1384.00,5,10,10,2,77136.0,66281.0,66281.0,77136.0,77136.0,4,0.0
41223,154.00,1542.00,5,10,10,2,63479.0,74495.0,74495.0,63479.0,63477.0,1,11018.0
41224,154.00,1474.00,5,10,10,2,101159.0,80690.0,80690.0,101159.0,101168.0,4,0.0
41225,154.00,1384.00,5,10,10,2,71209.0,71958.0,71958.0,71209.0,71212.0,1,746.0
41226,216.00,1655.00,5,10,10,2,114021.0,117969.0,117470.0,114021.0,114021.0,1,3948.0
41227,154.00,1384.00,5,10,10,2,67352.0,91833.0,91833.0,67352.0,67352.0,1,24481.0
41228,216.00,1655.00,5,10,10,2,95251.0,94733.0,94232.0,95250.0,95250.0,4,0.0
41229,206.00,1681.00,5,10,10,2,90530.0,95768.0,95267.0,90526.0,90530.0,1,5238.0
41230,206.00,1693.00,5,10,10,2,97588.0,103195.0,102699.0,97588.0,97588.0,1,5607.0
41231,216.00,1662.00,5,10,10,2,90734.0,91800.0,91301.0,90734.0,90734.0,1,1066.0
41232,154.00,1394.00,5,10,10,2,57457.0,68093.0,68093.0,57457.0,57449.0,1,10644.0
41233,206.00,1681.00,5,10,10,2,111178.0,116609.0,116108.0,111178.0,111178.0,1,5431.0
41234,154.00,1551.00,5,10,10,2,52144.0,53545.0,53545.0,52129.0,52129.0,1,1416.0
41235,154.00,1384.00,5,10,10,2,87060.0,78070.0,78070.0,87060.0,87060.0,4,0.0
41236,206.00,1603.00,5,10,10,2,105154.0,108038.0,107540.0,105154.0,105144.0,1,2894.0
41237,154.00,1384.00,5,10,10,2,99607.0,97744.0,97744.0,99607.0,99607.0,4,0.0
41238,187.00,1516.00,5,10,10,2,81051.0,82108.0,66934.0,81043.0,81051.0,1,1057.0
41239,187.00,1509.00,5,10,10,2,57303.0,56635.0,69877.0,57303.0,57303.0,2,12574.0
41240,216.00,1662.00,5,10,10,2,111755.0,108996.0,108495.0,111755.0,111755.0,4,0.0
41241,206.00,1603.00,5,10,10,2,69571.0,68533.0,68032.0,69567.0,69571.0,4,0.0
41242,154.00,1560.00,5,10,10,2,55024.0,55830.0,55830.0,55023.0,55023.0,1,807.0
41243,206.00,1622.00,5,10,10,2,73885.0,73468.0,72967.0,73884.0,73884.0,4,0.0
41244,187.00,1509.00,5,10,10,2,86416.0,85917.0,67203.0,86416.0,86416.0,4,0.0
41245,216.00,1665.00,5,10,10,2,118940.0,120988.0,120489.0,118940.0,118954.0,1,2034.0
41246,216.00,1665.00,5,10,10,2,106464.0,105952.0,105451.0,106459.0,106464.0,4,0.0
41247,154.00,1462.00,5,10,10,2,64338.0,62148.0,62401.0,64338.0,64338.0,4,0.0
41248,187.00,1509.00,5,10,10,2,84203.0,84413.0,64254.0,84192.0,84203.0,1,210.0
41249,216.00,1550.00,5,11,10,2,108948.0,108413.0,107872.0,108960.0,108948.0,3,12.0
41250,154.00,1462.00,5,10,10,2,100723.0,106782.0,107004.0,100710.0,100723.0,2,6281.0
41251,187.00,1667.00,5,10,10,2,79654.0,84906.0,84508.0,79648.0,79654.0,1,5252.0
41252,154.00,1545.00,5,10,10,2,77528.0,105985.0,105985.0,77523.0,77528.0,1,28457.0
41253,206.00,1603.00,5,10,10,2,89832.0,90222.0,89724.0,89862.0,89832.0,1,390.0
41254,154.00,1391.00,5,10,10,2,75324.0,63051.0,63051.0,75333.0,75324.0,3,9.0
41255,154.00,1388.00,5,10,10,2,86187.0,100825.0,100825.0,86194.0,86194.0,1,14631.0
41256,187.00,1399.00,4,11,10,2,57072.0,56857.0,56852.0,57072.0,57072.0,4,0.0
41257,187.00,1509.00,5,10,10,2,84555.0,83514.0,66149.0,84555.0,84552.0,0,3.0
41258,187.00,1519.00,5,10,10,2,73795.0,73274.0,104040.0,73795.0,73802.0,2,30238.0
41259,154.00,1384.00,5,10,10,2,60220.0,48052.0,48052.0,60220.0,60220.0,4,0.0
41260,154.00,1462.00,5,10,10,2,69439.0,78959.0,79180.0,69455.0,69439.0,2,9741.0
41261,206.00,1693.00,5,10,10,2,102039.0,106973.0,106475.0,102039.0,102049.0,1,4924.0
41262,187.00,1667.00,5,10,10,2,76688.0,81674.0,87280.0,76688.0,76688.0,2,10592.0
41263,216.00,1655.00,5,10,10,2,95439.0,92654.0,92155.0,95446.0,95439.0,3,7.0
41264,187.00,1509.00,5,10,10,2,60684.0,60420.0,68637.0,60684.0,60681.0,2,7956.0
41265,216.00,1662.00,5,10,10,2,116082.0,118210.0,117711.0,116082.0,116088.0,1,2122.0
41266,187.00,1509.00,5,10,10,2,80547.0,80228.0,77451.0,80534.0,80547.0,4,0.0
41267,154.00,1384.00,5,10,10,2,53423.0,49848.0,49848.0,53423.0,53423.0,4,0.0
41268,216.00,1655.00,5,10,10,2,133468.0,132936.0,132393.0,133478.0,133478.0,4,0.0
41269,154.00,1391.00,5,10,10,2,48122.0,51689.0,51689.0,48125.0,48125.0,1,3564.0
41270,216.00,1545.00,4,11,10,2,76828.0,76287.0,75741.0,76828.0,76828.0,4,0.0
41271,216.00,1558.00,4,11,10,2,94357.0,95563.0,95026.0,94357.0,94357.0,1,1206.0
41272,187.00,1519.00,5,10,10,2,74103.0,71441.0,86372.0,74103.0,74103.0,2,12269.0
41273,206.00,1622.00,5,10,10,2,78410.0,77720.0,77223.0,78410.0,78409.0,4,0.0
41274,216.00,1655.00,5,10,10,2,82237.0,86690.0,86191.0,82237.0,82240.0,1,4450.0
41275,187.00,1509.00,5,10,10,2,61922.0,61427.0,67110.0,61922.0,61919.0,2,5191.0
41276,154.00,1384.00,5,10,10,2,48451.0,44382.0,44382.0,48451.0,48451.0,4,0.0
41277,187.00,1667.00,5,10,10,2,132200.0,137372.0,119124.0,132197.0,132197.0,1,5175.0
41278,206.00,1613.00,5,10,10,2,120269.0,120549.0,120011.0,120269.0,120304.0,1,245.0
41279,154.00,1462.00,5,10,10,2,73715.0,71147.0,71393.0,73704.0,73715.0,4,0.0
41280,154.00,1545.00,5,10,10,2,84313.0,89785.0,89785.0,84313.0,84313.0,1,5472.0
41281,187.00,1519.00,5,10,10,2,81157.0,80840.0,81023.0,81157.0,81152.0,0,5.0
41282,154.00,1398.00,5,10,10,2,44532.0,58271.0,58271.0,44532.0,44528.0,1,13743.0
41283,154.00,1444.00,4,11,10,2,52384.0,49421.0,49454.0,52384.0,52384.0,4,0.0
41284,216.00,1665.00,5,10,10,2,126530.0,127046.0,126548.0,126520.0,126520.0,1,526.0
41285,206.00,1681.00,5,10,10,2,88005.0,93404.0,92903.0,88005.0,88002.0,1,5402.0
41286,206.00,1603.00,5,10,10,2,41102.0,40346.0,39845.0,41094.0,41102.0,4,0.0
41287,154.00,1462.00,5,10,10,2,68829.0,64565.0,64788.0,68823.0,68829.0,4,0.0
41288,187.00,1399.00,4,11,10,2,82018.0,82680.0,82680.0,82018.0,82018.0,1,662.0
41289,154.00,1551.00,5,10,10,2,56700.0,61777.0,61777.0,56700.0,56693.0,1,5084.0
41290,187.00,1516.00,5,10,10,2,115301.0,115999.0,107590.0,115301.0,115299.0,1,700.0
41291,154.00,1403.00,5,10,10,2,36388.0,40547.0,37511.0,36388.0,36388.0,1,4159.0
41292,206.00,1622.00,5,10,10,2,81726.0,84760.0,84259.0,81726.0,81726.0,1,3034.0
41293,154.00,1462.00,5,10,10,2,64112.0,70218.0,70435.0,64112.0,64106.0,2,6329.0
41294,154.00,1387.00,5,10,10,2,76915.0,53916.0,53916.0,76915.0,76915.0,4,0.0
41295,206.00,1603.00,5,10,10,2,37333.0,36703.0,36202.0,37333.0,37333.0,4,0.0
41296,206.00,1693.00,5,10,10,2,111883.0,117024.0,116523.0,111879.0,111883.0,1,5141.0
41297,154.00,1387.00,5,10,10,2,43068.0,31335.0,31335.0,43068.0,43068.0,4,0.0
41298,154.00,1280.00,4,11,10,2,48940.0,31719.0,31719.0,48937.0,48940.0,4,0.0
41299,206.00,1603.00,5,10,10,2,104059.0,102314.0,101815.0,104065.0,104059.0,3,6.0
41300,154.00,1560.00,5,10,10,2,61986.0,67485.0,67485.0,62003.0,61986.0,1,5499.0
41301,154.00,1394.00,5,10,10,2,46352.0,42882.0,42882.0,46352.0,46350.0,0,2.0
41302,216.00,1665.00,5,10,10,2,112112.0,112634.0,112133.0,112112.0,112123.0,1,511.0
41303,187.00,1519.00,5,10,10,2,31863.0,31372.0,47219.0,31874.0,31874.0,2,15345.0
41304,187.00,1528.00,5,10,10,2,67539.0,72894.0,91393.0,67539.0,67539.0,2,23854.0
41305,187.00,1509.00,5,10,10,2,75709.0,75300.0,115066.0,75709.0,75709.0,2,39357.0
41306,154.00,1551.00,5,10,10,2,64434.0,69733.0,69733.0,64434.0,64434.0,1,5299.0
41307,187.00,1676.00,5,10,10,2,84079.0,89652.0,117859.0,84064.0,84064.0,2,33795.0
41308,154.00,1391.00,5,10,10,2,66903.0,77692.0,77692.0,66903.0,66898.0,1,10794.0
41309,154.00,1384.00,5,10,10,2,78344.0,70545.0,70545.0,78344.0,78344.0,4,0.0
41310,154.00,1287.00,4,11,10,2,30361.0,30562.0,30562.0,30361.0,30352.0,1,210.0
41311,154.00,1462.00,5,10,10,2,72720.0,95253.0,95472.0,72720.0,72720.0,2,22752.0
41312,187.00,1516.00,5,10,10,2,43248.0,42918.0,82757.0,43248.0,43248.0,2,39509.0
41313,154.00,1542.00,5,10,10,2,57160.0,92172.0,92172.0,57160.0,57143.0,1,35029.0
41314,154.00,1394.00,5,10,10,2,62751.0,72600.0,72600.0,62751.0,62751.0,1,9849.0
41315,187.00,1667.00,5,10,10,2,63812.0,68779.0,68428.0,63812.0,63812.0,1,4967.0
41316,216.00,1655.00,5,10,10,2,57721.0,57152.0,56653.0,57721.0,57715.0,0,6.0
41317,187.00,1441.00,4,11,10,2,57497.0,47371.0,54117.0,57497.0,57526.0,4,0.0
41318,154.00,1542.00,5,10,10,2,57508.0,64351.0,64351.0,57497.0,57497.0,1,6854.0
41319,154.00,1542.00,5,10,10,2,69867.0,76365.0,76365.0,69867.0,69864.0,1,6501.0
41320,187.00,1516.00,5,10,10,2,41035.0,40390.0,46688.0,41035.0,41035.0,2,5653.0
41321,154.00,1391.00,5,10,10,2,68207.0,76654.0,76654.0,68207.0,68207.0,1,8447.0
41322,154.00,1542.00,5,10,10,2,96280.0,79739.0,79739.0,96280.0,96286.0,4,0.0
41323,206.00,1613.00,5,10,10,2,129463.0,130430.0,129890.0,129463.0,129425.0,1,1005.0
41324,206.00,1606.00,5,10,10,2,80022.0,77910.0,77412.0,80036.0,80022.0,3,14.0
41325,206.00,1569.00,5,11,10,2,62827.0,62294.0,61744.0,62827.0,62843.0,4,0.0
41326,206.00,1617.00,5,10,10,2,120447.0,121646.0,121118.0,120414.0,120447.0,1,1199.0
41327,154.00,1403.00,5,10,10,2,37451.0,40379.0,30689.0,37451.0,37446.0,1,2933.0
41328,154.00,1394.00,5,10,10,2,46237.0,44608.0,44608.0,46238.0,46238.0,4,0.0
41329,187.00,1667.00,5,10,10,2,84295.0,89707.0,85804.0,84296.0,84296.0,1,5411.0
41330,154.00,1384.00,5,10,10,2,73908.0,76971.0,76971.0,73908.0,73908.0,1,3063.0
41331,154.00,1542.00,5,10,10,2,49946.0,59288.0,59288.0,49946.0,49946.0,1,9342.0
41332,154.00,1394.00,5,10,10,2,45784.0,51780.0,51780.0,45784.0,45784.0,1,5996.0
41333,216.00,1662.00,5,10,10,2,105148.0,104490.0,103989.0,105146.0,105148.0,4,0.0
41334,154.00,1384.00,5,10,10,2,94471.0,72250.0,72250.0,94471.0,94471.0,4,0.0
41335,154.00,1462.00,5,10,10,2,95232.0,90005.0,90253.0,95242.0,95232.0,3,10.0
41336,206.00,1603.00,5,10,10,2,77096.0,76676.0,76177.0,77092.0,77096.0,4,0.0
41337,154.00,1384.00,5,10,10,2,74284.0,58067.0,58067.0,74284.0,74284.0,4,0.0
41338,187.00,1516.00,5,10,10,2,104389.0,105365.0,86449.0,104396.0,104389.0,1,976.0
41339,216.00,1674.00,5,10,10,2,121732.0,122305.0,121804.0,121732.0,121733.0,1,572.0
41340,154.00,1384.00,5,10,10,2,48888.0,37033.0,37033.0,48888.0,48888.0,4,0.0
41341,206.00,1693.00,5,10,10,2,87137.0,91697.0,91196.0,87134.0,87137.0,1,4560.0
41342,187.00,1516.00,5,10,10,2,92462.0,93778.0,76600.0,92464.0,92493.0,1,1285.0
41343,154.00,1391.00,5,10,10,2,60126.0,45033.0,45033.0,60116.0,60126.0,4,0.0
41344,206.00,1610.00,5,10,10,2,73159.0,70457.0,69956.0,73159.0,73162.0,4,0.0
41345,154.00,1461.00,5,10,10,2,84039.0,105323.0,105524.0,84036.0,84036.0,2,21488.0
41346,216.00,1674.00,5,10,10,2,125098.0,125706.0,125210.0,125098.0,125098.0,1,608.0
41347,206.00,1610.00,5,10,10,2,66240.0,65688.0,65189.0,66240.0,66240.0,4,0.0
41348,206.00,1622.00,5,10,10,2,85829.0,87161.0,86660.0,85829.0,85841.0,1,1320.0
41349,187.00,1516.00,5,10,10,2,112334.0,112828.0,111901.0,112365.0,112334.0,1,494.0
41350,187.00,1519.00,5,10,10,2,82181.0,81687.0,69893.0,82187.0,82187.0,4,0.0
41351,154.00,1551.00,5,10,10,2,50258.0,62745.0,62745.0,50275.0,50258.0,1,12487.0
41352,187.00,1509.00,5,10,10,2,81726.0,83557.0,96880.0,81726.0,81726.0,2,15154.0
41353,187.00,1676.00,5,10,10,2,103574.0,109718.0,93656.0,103578.0,103574.0,1,6144.0
41354,154.00,1560.00,5,10,10,2,58983.0,71283.0,71283.0,58977.0,58983.0,1,12300.0
41355,206.00,1693.00,5,10,10,2,78806.0,84279.0,83779.0,78803.0,78806.0,1,5473.0
41356,154.00,1384.00,5,10,10,2,38891.0,45691.0,45691.0,38891.0,38891.0,1,6800.0
41357,206.00,1622.00,5,10,10,2,94228.0,94096.0,93600.0,94244.0,94228.0,3,16.0
41358,216.00,1551.00,4,11,10,2,105891.0,106029.0,105490.0,105891.0,105891.0,1,138.0
41359,154.00,1403.00,5,10,10,2,60187.0,56210.0,56203.0,60187.0,60187.0,4,0.0
41360,206.00,1610.00,5,10,10,2,94170.0,91747.0,91246.0,94170.0,94170.0,4,0.0
41361,206.00,1603.00,5,10,10,2,95472.0,94849.0,94350.0,95472.0,95461.0,0,11.0
41362,154.00,1384.00,5,10,10,2,33055.0,30934.0,30934.0,33055.0,33055.0,4,0.0
41363,216.00,1655.00,5,10,10,2,81514.0,81487.0,80992.0,81514.0,81514.0,4,0.0
41364,154.00,1462.00,5,10,10,2,79775.0,62511.0,62730.0,79759.0,79775.0,4,0.0
41365,187.00,1528.00,5,10,10,2,88384.0,90243.0,72915.0,88397.0,88384.0,1,1859.0
41366,154.00,1384.00,5,10,10,2,81340.0,86864.0,86864.0,81340.0,81340.0,1,5524.0
41367,154.00,1384.00,5,10,10,2,49190.0,43808.0,43808.0,49190.0,49190.0,4,0.0
41368,187.00,1516.00,5,10,10,2,97062.0,102450.0,108086.0,97069.0,97069.0,2,11017.0
41369,206.00,1613.00,5,10,10,2,93132.0,90324.0,89823.0,93134.0,93132.0,3,2.0
41370,206.00,1610.00,5,10,10,2,75732.0,75213.0,74714.0,75748.0,75748.0,4,0.0
41371,187.00,1667.00,5,10,10,2,73020.0,78587.0,78186.0,73020.0,73020.0,1,5567.0
41372,206.00,1610.00,4,11,10,2,81373.0,83502.0,83101.0,81373.0,81466.0,1,2036.0
41373,187.00,1528.00,5,10,10,2,72696.0,78034.0,76043.0,72702.0,72702.0,1,5332.0
41374,206.00,1610.00,5,10,10,2,77851.0,77421.0,76926.0,77851.0,77844.0,0,7.0
41375,154.00,1394.00,5,10,10,2,66794.0,62588.0,62588.0,66794.0,66794.0,4,0.0
41376,154.00,1394.00,5,10,10,2,40688.0,66688.0,66688.0,40688.0,40688.0,1,26000.0
41377,154.00,1391.00,5,10,10,2,79785.0,71723.0,71723.0,79785.0,79785.0,4,0.0
41378,187.00,1519.00,5,10,10,2,62241.0,61701.0,74252.0,62241.0,62236.0,2,12016.0
41379,206.00,1622.00,5,10,10,2,101091.0,104992.0,104492.0,101091.0,101092.0,1,3900.0
41380,154.00,1391.00,5,10,10,2,76746.0,61957.0,61957.0,76755.0,76755.0,4,0.0
41381,216.00,1662.00,5,10,10,2,91903.0,91269.0,90768.0,91903.0,91906.0,4,0.0
41382,187.00,1519.00,5,10,10,2,71438.0,73348.0,87673.0,71421.0,71421.0,2,16252.0
41383,187.00,1509.00,5,10,10,2,83463.0,82728.0,86148.0,83459.0,83459.0,2,2689.0
41384,216.00,1662.00,5,10,10,2,101646.0,101231.0,100732.0,101660.0,101646.0,3,14.0
41385,154.00,1542.00,5,10,10,2,88910.0,97692.0,97692.0,88910.0,88910.0,1,8782.0
41386,216.00,1655.00,5,10,10,2,110600.0,110302.0,109758.0,110636.0,110600.0,3,36.0
41387,206.00,1603.00,5,10,10,2,87497.0,84720.0,84221.0,87490.0,87497.0,4,0.0
41388,187.00,1519.00,5,10,10,2,50895.0,50824.0,42930.0,50905.0,50905.0,4,0.0
41389,187.00,1519.00,5,10,10,2,45438.0,44892.0,60342.0,45428.0,45438.0,2,14904.0
41390,154.00,1542.00,5,10,10,2,60231.0,59381.0,59381.0,60237.0,60237.0,4,0.0
41391,154.00,1551.00,5,10,10,2,53014.0,58485.0,58485.0,53000.0,53000.0,1,5485.0
41392,154.00,1403.00,5,10,10,2,41371.0,34233.0,38781.0,41371.0,41371.0,4,0.0
41393,154.00,1462.00,5,10,10,2,71174.0,65250.0,65469.0,71189.0,71174.0,3,15.0
41394,206.00,1603.00,5,10,10,2,109432.0,109737.0,109236.0,109432.0,109432.0,1,305.0
41395,154.00,1403.00,5,10,10,2,29404.0,31856.0,31848.0,29404.0,29364.0,1,2492.0
41396,206.00,1603.00,5,10,10,2,55404.0,54774.0,54275.0,55404.0,55404.0,4,0.0
41397,154.00,1384.00,5,10,10,2,33496.0,34564.0,34564.0,33496.0,33496.0,1,1068.0
41398,154.00,1542.00,5,10,10,2,79244.0,85925.0,85925.0,79246.0,79244.0,1,6681.0
41399,187.00,1667.00,5,10,10,2,66284.0,71747.0,69003.0,66279.0,66284.0,1,5463.0
41400,206.00,1613.00,5,10,10,2,129229.0,130480.0,129981.0,129245.0,129245.0,1,1235.0
41401,206.00,1603.00,5,10,10,2,98901.0,98166.0,97665.0,98901.0,98901.0,4,0.0
41402,206.00,1610.00,5,10,10,2,87553.0,86829.0,86328.0,87558.0,87553.0,3,5.0
41403,154.00,1388.00,5,10,10,2,51351.0,62933.0,62933.0,51351.0,51351.0,1,11582.0
41404,216.00,1665.00,5,10,10,2,105207.0,104424.0,103926.0,105207.0,105229.0,4,0.0
41405,187.00,1509.00,5,10,10,2,109032.0,112418.0,103513.0,109029.0,109029.0,1,3389.0
41406,187.00,1516.00,5,10,10,2,63630.0,63083.0,70356.0,63630.0,63630.0,2,6726.0
41407,187.00,1667.00,5,10,10,2,90599.0,95597.0,88086.0,90599.0,90592.0,1,5005.0
