seed,opp_type,p_milk,cash,cows,sheep,shed_wheat,hands,quads,day,unwatered,mature,opp_cash,opp_cows,opp_sheep,opp_quads,opp_workers,opp_straws,base_hero,base_opp,base_margin,h_a0,h_a1,h_a2,h_a3,h_a4,h_a5,o_a0,o_a1,o_a2,o_a3,o_a4,o_a5,d_m0,d_m1,d_m2,d_m3,d_m4,d_m5,best_a,max_margin_gain
210366,1,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,95486.0,93271.0,2215.0,95486.0,98432.0,109980.0,95486.0,112844.0,95486.0,93271.0,97770.0,119991.0,93271.0,112992.0,93271.0,0.0,-1553.0,-12226.0,0.0,-2363.0,0.0,0,0.0
200367,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,53711.0,51968.0,1743.0,53711.0,96204.0,53666.0,53711.0,53711.0,53711.0,51968.0,96959.0,57492.0,51968.0,51968.0,51968.0,0.0,-2498.0,-5569.0,0.0,0.0,0.0,0,0.0
210367,1,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,106360.0,105533.0,827.0,106360.0,97320.0,107310.0,106360.0,105862.0,106360.0,105533.0,93822.0,116991.0,105533.0,105531.0,105533.0,0.0,2671.0,-10508.0,0.0,-496.0,0.0,1,2671.0
200368,0,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,80575.0,80438.0,137.0,80575.0,127313.0,76502.0,80575.0,80568.0,80575.0,80438.0,127204.0,79667.0,80438.0,80438.0,80438.0,0.0,-28.0,-3302.0,0.0,-7.0,0.0,0,0.0
210368,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,65442.0,62986.0,2456.0,65442.0,86287.0,66584.0,65442.0,65442.0,65442.0,62986.0,85750.0,70588.0,62986.0,62986.0,62986.0,0.0,-1919.0,-6460.0,0.0,0.0,0.0,0,0.0
200369,0,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,103890.0,103834.0,56.0,103890.0,92038.0,94429.0,103890.0,103389.0,103890.0,103834.0,92776.0,103587.0,103834.0,103829.0,103834.0,0.0,-794.0,-9214.0,0.0,-496.0,0.0,0,0.0
210369,1,154.00,1542.00,5,2,10,10,2,8,6,20,1542.00,5,2,2,10,6,100149.0,102612.0,-2463.0,100149.0,118310.0,62553.0,100149.0,100149.0,100149.0,102612.0,125458.0,67770.0,102612.0,102612.0,102612.0,0.0,-4685.0,-2754.0,0.0,0.0,0.0,0,0.0
200370,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,78863.0,76308.0,2555.0,78863.0,75216.0,64362.0,78863.0,78863.0,78863.0,76308.0,76044.0,69057.0,76308.0,76308.0,76308.0,0.0,-3383.0,-7250.0,0.0,0.0,0.0,0,0.0
210370,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,67947.0,69643.0,-1696.0,67947.0,111763.0,55288.0,67947.0,67947.0,67947.0,69643.0,107259.0,59315.0,69643.0,69643.0,69643.0,0.0,6200.0,-2331.0,0.0,0.0,0.0,1,6200.0
200371,0,187.00,1676.00,5,2,10,10,2,8,6,21,1676.00,5,2,2,10,6,118253.0,118135.0,118.0,118253.0,137650.0,117510.0,118253.0,90924.0,118253.0,118135.0,138679.0,122786.0,118135.0,91903.0,118135.0,0.0,-1147.0,-5394.0,0.0,-1097.0,0.0,0,0.0
210371,1,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,120092.0,118955.0,1137.0,120092.0,87846.0,119616.0,120092.0,119493.0,120092.0,118955.0,88040.0,123291.0,118955.0,119535.0,118955.0,0.0,-1331.0,-4812.0,0.0,-1179.0,0.0,0,0.0
200372,0,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,66625.0,66584.0,41.0,66625.0,101554.0,66490.0,66625.0,66625.0,66625.0,66584.0,99074.0,70106.0,66584.0,66584.0,66584.0,0.0,2439.0,-3657.0,0.0,0.0,0.0,1,2439.0
210372,1,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,86215.0,86133.0,82.0,86215.0,86883.0,81037.0,86215.0,85717.0,86215.0,86133.0,82977.0,88604.0,86133.0,86131.0,86133.0,0.0,3824.0,-7649.0,0.0,-496.0,0.0,1,3824.0
200373,0,216.00,1674.00,5,2,10,10,2,8,6,21,1674.00,5,2,2,10,6,136058.0,136339.0,-281.0,136058.0,104855.0,114417.0,136058.0,135562.0,136058.0,136339.0,105173.0,124354.0,136339.0,136336.0,136339.0,0.0,-37.0,-9656.0,0.0,-493.0,0.0,0,0.0
210373,1,187.00,1523.00,5,2,10,10,2,8,6,21,1404.00,5,1,2,10,6,32722.0,31191.0,1531.0,32722.0,72675.0,56191.0,32722.0,41140.0,32722.0,31191.0,70922.0,61518.0,31191.0,40158.0,31191.0,0.0,222.0,-6858.0,0.0,-549.0,0.0,1,222.0
200374,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,78138.0,77715.0,423.0,78138.0,92214.0,62343.0,78138.0,77637.0,78138.0,77715.0,92995.0,65438.0,77715.0,77710.0,77715.0,0.0,-1204.0,-3518.0,0.0,-496.0,0.0,0,0.0
210374,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,109989.0,109159.0,830.0,109989.0,90325.0,56795.0,109989.0,109488.0,109989.0,109159.0,91267.0,60829.0,109159.0,109154.0,109159.0,0.0,-1772.0,-4864.0,0.0,-496.0,0.0,0,0.0
200375,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,73295.0,78777.0,-5482.0,73295.0,81482.0,67936.0,73295.0,69420.0,73295.0,78777.0,89963.0,74947.0,78777.0,78011.0,78777.0,0.0,-2999.0,-1529.0,0.0,-3109.0,0.0,0,0.0
210375,1,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,76838.0,75541.0,1297.0,76838.0,77018.0,76331.0,76838.0,76337.0,76838.0,75541.0,76997.0,84008.0,75541.0,75536.0,75541.0,0.0,-1276.0,-8974.0,0.0,-496.0,0.0,0,0.0
200376,0,187.00,1513.00,5,2,10,10,2,8,6,21,1398.00,5,1,2,10,6,98311.0,94382.0,3929.0,98311.0,70159.0,89277.0,98311.0,99525.0,98311.0,94382.0,70220.0,93796.0,94382.0,99693.0,94382.0,0.0,-3990.0,-8448.0,0.0,-4097.0,0.0,0,0.0
210376,1,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,98687.0,97628.0,1059.0,98687.0,81997.0,79342.0,98687.0,98188.0,98687.0,97628.0,81093.0,86537.0,97628.0,97625.0,97628.0,0.0,-155.0,-8254.0,0.0,-496.0,0.0,0,0.0
200377,0,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,69445.0,69863.0,-418.0,69445.0,106243.0,53040.0,69445.0,69445.0,69445.0,69863.0,107066.0,54153.0,69863.0,69863.0,69863.0,0.0,-405.0,-695.0,0.0,0.0,0.0,0,0.0
210377,1,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,69194.0,67732.0,1462.0,69194.0,104552.0,84187.0,69194.0,68696.0,69194.0,67732.0,105165.0,91200.0,67732.0,67730.0,67732.0,0.0,-2075.0,-8475.0,0.0,-496.0,0.0,0,0.0
200378,0,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,66336.0,62316.0,4020.0,66336.0,80545.0,76566.0,66336.0,65835.0,66336.0,62316.0,81215.0,78516.0,62316.0,62311.0,62316.0,0.0,-4690.0,-5970.0,0.0,-496.0,0.0,0,0.0
210378,1,206.00,1693.00,5,2,10,10,2,8,6,21,1693.00,5,2,2,10,6,156128.0,148633.0,7495.0,156128.0,40956.0,146785.0,156128.0,155634.0,156128.0,148633.0,41556.0,156998.0,148633.0,148634.0,148633.0,0.0,-8095.0,-17708.0,0.0,-495.0,0.0,0,0.0
200379,0,187.00,1667.00,5,2,10,10,2,8,6,20,1667.00,5,2,2,10,6,96245.0,97363.0,-1118.0,96245.0,91978.0,91881.0,96245.0,75830.0,96245.0,97363.0,99761.0,99135.0,97363.0,77252.0,97363.0,0.0,-6665.0,-6136.0,0.0,-304.0,0.0,0,0.0
210379,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,79000.0,78369.0,631.0,79000.0,107028.0,70226.0,79000.0,79000.0,79000.0,78369.0,107721.0,74886.0,78369.0,78369.0,78369.0,0.0,-1324.0,-5291.0,0.0,0.0,0.0,0,0.0
200380,0,216.00,1545.00,4,2,11,10,2,8,6,20,1658.00,5,2,2,10,6,115275.0,126907.0,-11632.0,115275.0,115688.0,105341.0,115275.0,114731.0,115275.0,126907.0,126828.0,126717.0,126907.0,126903.0,126907.0,0.0,492.0,-9744.0,0.0,-540.0,0.0,1,492.0
210380,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,90366.0,91890.0,-1524.0,90366.0,61423.0,92254.0,90366.0,90366.0,90366.0,91890.0,59325.0,98843.0,91890.0,91890.0,91890.0,0.0,3622.0,-5065.0,0.0,0.0,0.0,1,3622.0
200381,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,49586.0,49996.0,-410.0,49586.0,25258.0,58165.0,49586.0,49586.0,49586.0,49996.0,26696.0,60834.0,49996.0,49996.0,49996.0,0.0,-1028.0,-2259.0,0.0,0.0,0.0,0,0.0
210381,1,154.00,1551.00,5,2,10,10,2,8,6,21,1551.00,5,2,2,10,6,58804.0,52084.0,6720.0,58804.0,56676.0,60032.0,58804.0,58804.0,58804.0,52084.0,57539.0,54502.0,52084.0,52084.0,52084.0,0.0,-7583.0,-1190.0,0.0,0.0,0.0,0,0.0
200382,0,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,109499.0,109738.0,-239.0,109499.0,94696.0,88264.0,109499.0,92924.0,109499.0,109738.0,95377.0,91834.0,109738.0,94009.0,109738.0,0.0,-442.0,-3331.0,0.0,-846.0,0.0,0,0.0
210382,1,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,76900.0,74397.0,2503.0,76900.0,60869.0,75899.0,76900.0,78015.0,76900.0,74397.0,60181.0,77841.0,74397.0,80775.0,74397.0,0.0,-1815.0,-4445.0,0.0,-5263.0,0.0,0,0.0
200383,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,84679.0,83750.0,929.0,84679.0,89363.0,70066.0,84679.0,84235.0,84679.0,83750.0,88471.0,71650.0,83750.0,83749.0,83750.0,0.0,-37.0,-2513.0,0.0,-443.0,0.0,0,0.0
210383,1,154.00,1397.00,5,2,10,10,2,8,6,21,1280.00,4,2,2,10,6,70872.0,62399.0,8473.0,70872.0,95031.0,45888.0,70872.0,70872.0,70872.0,62399.0,94053.0,44766.0,62399.0,62399.0,62399.0,0.0,-7495.0,-7351.0,0.0,0.0,0.0,0,0.0
200384,0,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,34406.0,34244.0,162.0,34406.0,40053.0,50636.0,34406.0,34406.0,34406.0,34244.0,41318.0,55048.0,34244.0,34244.0,34244.0,0.0,-1427.0,-4574.0,0.0,0.0,0.0,0,0.0
210384,1,154.00,1551.00,5,2,10,10,2,8,6,21,1551.00,5,2,2,10,6,68608.0,70032.0,-1424.0,68608.0,63736.0,61215.0,68608.0,68608.0,68608.0,70032.0,58770.0,64172.0,70032.0,70032.0,70032.0,0.0,6390.0,-1533.0,0.0,0.0,0.0,1,6390.0
200385,0,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,78198.0,76411.0,1787.0,78198.0,39321.0,90433.0,78198.0,68341.0,78198.0,76411.0,41466.0,97890.0,76411.0,69519.0,76411.0,0.0,-3932.0,-9244.0,0.0,-2965.0,0.0,0,0.0
210385,1,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,84826.0,84101.0,725.0,84826.0,59286.0,83720.0,84826.0,84327.0,84826.0,84101.0,60140.0,86437.0,84101.0,84098.0,84101.0,0.0,-1579.0,-3442.0,0.0,-496.0,0.0,0,0.0
200386,0,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,124733.0,123460.0,1273.0,124733.0,124215.0,100524.0,124733.0,98785.0,124733.0,123460.0,124123.0,106561.0,123460.0,101810.0,123460.0,0.0,-1181.0,-7310.0,0.0,-4298.0,0.0,0,0.0
210386,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,77110.0,76570.0,540.0,77110.0,102816.0,69931.0,77110.0,77110.0,77110.0,76570.0,103995.0,75368.0,76570.0,76570.0,76570.0,0.0,-1719.0,-5977.0,0.0,0.0,0.0,0,0.0
200387,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,79726.0,79448.0,278.0,79726.0,119902.0,116898.0,79726.0,86331.0,79726.0,79448.0,121255.0,125469.0,79448.0,88399.0,79448.0,0.0,-1631.0,-8849.0,0.0,-2346.0,0.0,0,0.0
210387,1,206.00,1693.00,5,2,10,10,2,8,6,21,1693.00,5,2,2,10,6,91276.0,90432.0,844.0,91276.0,118969.0,95041.0,91276.0,90779.0,91276.0,90432.0,120562.0,98625.0,90432.0,90430.0,90432.0,0.0,-2437.0,-4428.0,0.0,-495.0,0.0,0,0.0
200388,0,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,102450.0,103854.0,-1404.0,102450.0,44153.0,81781.0,102450.0,94823.0,102450.0,103854.0,45660.0,89615.0,103854.0,95485.0,103854.0,0.0,-103.0,-6430.0,0.0,742.0,0.0,4,742.0
210388,1,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,85529.0,85435.0,94.0,85529.0,35171.0,91314.0,85529.0,91938.0,85529.0,85435.0,36262.0,97803.0,85435.0,95022.0,85435.0,0.0,-1185.0,-6583.0,0.0,-3178.0,0.0,0,0.0
200389,0,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,100577.0,99897.0,680.0,100577.0,98174.0,114450.0,100577.0,100079.0,100577.0,99897.0,98110.0,123925.0,99897.0,99895.0,99897.0,0.0,-616.0,-10155.0,0.0,-496.0,0.0,0,0.0
210389,1,206.00,1622.00,5,2,10,10,2,8,6,21,1622.00,5,2,2,10,6,77356.0,77287.0,69.0,77356.0,103541.0,45855.0,77356.0,76856.0,77356.0,77287.0,104021.0,48725.0,77287.0,77281.0,77287.0,0.0,-549.0,-2939.0,0.0,-494.0,0.0,0,0.0
200390,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,25513.0,25513.0,0.0,25513.0,120712.0,43267.0,25513.0,25513.0,25513.0,25513.0,122182.0,44779.0,25513.0,25513.0,25513.0,0.0,-1470.0,-1512.0,0.0,0.0,0.0,0,0.0
210390,1,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,115279.0,115318.0,-39.0,115279.0,125816.0,118114.0,115279.0,114780.0,115279.0,115318.0,134506.0,129031.0,115318.0,115314.0,115318.0,0.0,-8651.0,-10878.0,0.0,-495.0,0.0,0,0.0
200391,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,121599.0,122309.0,-710.0,121599.0,98331.0,119572.0,121599.0,121101.0,121599.0,122309.0,99836.0,128313.0,122309.0,122307.0,122309.0,0.0,-795.0,-8031.0,0.0,-496.0,0.0,0,0.0
210391,1,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,83188.0,82613.0,575.0,83188.0,88383.0,82094.0,83188.0,88050.0,83188.0,82613.0,88788.0,84867.0,82613.0,89056.0,82613.0,0.0,-980.0,-3348.0,0.0,-1581.0,0.0,0,0.0
200392,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,86914.0,85728.0,1186.0,86914.0,68420.0,74727.0,86914.0,86914.0,86914.0,85728.0,70758.0,78448.0,85728.0,85728.0,85728.0,0.0,-3524.0,-4907.0,0.0,0.0,0.0,0,0.0
210392,1,187.00,1670.00,5,2,10,10,2,8,6,21,1553.00,4,2,2,10,6,98943.0,94082.0,4861.0,98943.0,84225.0,98975.0,98975.0,103753.0,98943.0,94082.0,92241.0,98327.0,94078.0,101072.0,94082.0,0.0,-12877.0,-4213.0,36.0,-2180.0,0.0,0,0.0
200393,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,119236.0,121230.0,-1994.0,119236.0,70904.0,117668.0,119236.0,118735.0,119236.0,121230.0,76285.0,132615.0,121230.0,121225.0,121230.0,0.0,-3387.0,-12953.0,0.0,-496.0,0.0,0,0.0
210393,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,102512.0,101540.0,972.0,102512.0,111199.0,88044.0,102512.0,102011.0,102512.0,101540.0,111183.0,91944.0,101540.0,101535.0,101540.0,0.0,-956.0,-4872.0,0.0,-496.0,0.0,0,0.0
200394,0,154.00,1551.00,5,2,10,10,2,8,6,21,1551.00,5,2,2,10,6,64415.0,64647.0,-232.0,64415.0,62602.0,70160.0,64415.0,64415.0,64415.0,64647.0,62266.0,73592.0,64647.0,64647.0,64647.0,0.0,568.0,-3200.0,0.0,0.0,0.0,1,568.0
210394,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,82498.0,79725.0,2773.0,82498.0,91342.0,68979.0,82529.0,82031.0,82498.0,79725.0,90996.0,72279.0,79720.0,79718.0,79725.0,0.0,-2427.0,-6073.0,36.0,-460.0,0.0,0,0.0
200395,0,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,124072.0,124072.0,0.0,124072.0,110180.0,109663.0,124072.0,123573.0,124072.0,124072.0,111118.0,116278.0,124072.0,124069.0,124072.0,0.0,-938.0,-6615.0,0.0,-496.0,0.0,0,0.0
210395,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,115260.0,115572.0,-312.0,115260.0,81190.0,83535.0,115260.0,114761.0,115260.0,115572.0,81824.0,91148.0,115572.0,115569.0,115572.0,0.0,-322.0,-7301.0,0.0,-496.0,0.0,0,0.0
200396,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,66214.0,66677.0,-463.0,66214.0,86847.0,61257.0,66214.0,90013.0,66214.0,66677.0,87927.0,63840.0,66677.0,92034.0,66677.0,0.0,-617.0,-2120.0,0.0,-1558.0,0.0,0,0.0
210396,1,187.00,1404.00,5,1,11,10,2,8,6,21,1523.00,5,2,2,10,6,76805.0,81165.0,-4360.0,76805.0,108543.0,48403.0,76805.0,90352.0,76805.0,81165.0,117226.0,52812.0,81165.0,97429.0,81165.0,0.0,-4323.0,-49.0,0.0,-2717.0,0.0,0,0.0
200397,0,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,73792.0,72592.0,1200.0,73792.0,28775.0,101786.0,73792.0,37223.0,73792.0,72592.0,29243.0,112110.0,72592.0,38169.0,72592.0,0.0,-1668.0,-11524.0,0.0,-2146.0,0.0,0,0.0
210397,1,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,118934.0,117869.0,1065.0,118934.0,113861.0,114852.0,118934.0,118433.0,118934.0,117869.0,114498.0,123489.0,117869.0,117863.0,117869.0,0.0,-1702.0,-9702.0,0.0,-495.0,0.0,0,0.0
200398,0,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,102164.0,100701.0,1463.0,102164.0,97398.0,111821.0,102164.0,101666.0,102164.0,100701.0,98180.0,121425.0,100701.0,100699.0,100701.0,0.0,-2245.0,-11067.0,0.0,-496.0,0.0,0,0.0
210398,1,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,78780.0,78408.0,372.0,78780.0,100528.0,105729.0,78780.0,68003.0,78780.0,78408.0,101296.0,109826.0,78408.0,68822.0,78408.0,0.0,-1140.0,-4469.0,0.0,-1191.0,0.0,0,0.0
200399,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,116032.0,117033.0,-1001.0,116032.0,116453.0,79957.0,116032.0,115533.0,116032.0,117033.0,117420.0,84312.0,117033.0,117030.0,117033.0,0.0,34.0,-3354.0,0.0,-496.0,0.0,0,0.0
210399,1,154.00,1428.00,4,2,11,10,2,8,6,21,1545.00,5,2,2,10,6,77466.0,79378.0,-1912.0,77466.0,88214.0,76938.0,77466.0,75448.0,77466.0,79378.0,91699.0,82671.0,79378.0,76820.0,79378.0,0.0,-1573.0,-3821.0,0.0,540.0,0.0,4,540.0
200400,0,206.00,1622.00,5,2,10,10,2,8,6,21,1622.00,5,2,2,10,6,69340.0,67753.0,1587.0,69340.0,27830.0,43559.0,69340.0,68839.0,69340.0,67753.0,29280.0,46818.0,67753.0,67746.0,67753.0,0.0,-3037.0,-4846.0,0.0,-494.0,0.0,0,0.0
210400,1,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,71162.0,70686.0,476.0,71162.0,71488.0,74350.0,71162.0,71162.0,71162.0,70686.0,70719.0,79503.0,70686.0,70686.0,70686.0,0.0,293.0,-5629.0,0.0,0.0,0.0,1,293.0
200401,0,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,86975.0,86701.0,274.0,86975.0,24782.0,81000.0,86975.0,86477.0,86975.0,86701.0,26258.0,88826.0,86701.0,86699.0,86701.0,0.0,-1750.0,-8100.0,0.0,-496.0,0.0,0,0.0
210401,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,36442.0,34440.0,2002.0,36442.0,75234.0,59775.0,36442.0,35941.0,36442.0,34440.0,73700.0,64190.0,34440.0,34435.0,34440.0,0.0,-468.0,-6417.0,0.0,-496.0,0.0,0,0.0
200402,0,154.00,1560.00,5,2,10,10,2,8,6,21,1560.00,5,2,2,10,6,55498.0,56059.0,-561.0,55498.0,45586.0,70948.0,55498.0,55498.0,55498.0,56059.0,45007.0,74819.0,56059.0,56059.0,56059.0,0.0,1140.0,-3310.0,0.0,0.0,0.0,1,1140.0
210402,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,34988.0,35790.0,-802.0,34988.0,76951.0,28479.0,34988.0,34988.0,34988.0,35790.0,74116.0,31648.0,35790.0,35790.0,35790.0,0.0,3637.0,-2367.0,0.0,0.0,0.0,1,3637.0
200403,0,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,72501.0,73043.0,-542.0,72501.0,68919.0,94398.0,72501.0,72003.0,72501.0,73043.0,70220.0,99569.0,73043.0,73041.0,73043.0,0.0,-759.0,-4629.0,0.0,-496.0,0.0,0,0.0
210403,1,187.00,1528.00,5,2,10,10,2,8,6,21,1528.00,5,2,2,10,6,80300.0,78437.0,1863.0,80300.0,55916.0,98316.0,80300.0,83699.0,80300.0,78437.0,55675.0,104682.0,78437.0,86070.0,78437.0,0.0,-1622.0,-8229.0,0.0,-4234.0,0.0,0,0.0
200404,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,63923.0,62984.0,939.0,63923.0,103720.0,57653.0,63923.0,63923.0,63923.0,62984.0,94887.0,61575.0,62984.0,62984.0,62984.0,0.0,7894.0,-4861.0,0.0,0.0,0.0,1,7894.0
210404,1,206.00,1693.00,5,2,10,10,2,8,6,21,1693.00,5,2,2,10,6,129150.0,128746.0,404.0,129150.0,70676.0,112978.0,129150.0,128653.0,129150.0,128746.0,69656.0,118784.0,128746.0,128744.0,128746.0,0.0,616.0,-6210.0,0.0,-495.0,0.0,1,616.0
200405,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,35443.0,35276.0,167.0,35443.0,89984.0,60544.0,35443.0,35443.0,35443.0,35276.0,90642.0,62364.0,35276.0,35276.0,35276.0,0.0,-825.0,-1987.0,0.0,0.0,0.0,0,0.0
210405,1,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,82862.0,83028.0,-166.0,82862.0,88711.0,83997.0,82862.0,82862.0,82862.0,83028.0,89900.0,89429.0,83028.0,83028.0,83028.0,0.0,-1023.0,-5266.0,0.0,0.0,0.0,0,0.0
200406,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,72023.0,68814.0,3209.0,72023.0,59590.0,76561.0,72023.0,77684.0,72023.0,68814.0,61275.0,83338.0,68814.0,78104.0,68814.0,0.0,-4894.0,-9986.0,0.0,-3629.0,0.0,0,0.0
210406,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,66368.0,60741.0,5627.0,66368.0,70607.0,43819.0,66368.0,66368.0,66368.0,60741.0,65422.0,45817.0,60741.0,60741.0,60741.0,0.0,-442.0,-7625.0,0.0,0.0,0.0,0,0.0
200407,0,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,71532.0,69693.0,1839.0,71532.0,68908.0,63147.0,71532.0,71532.0,71532.0,69693.0,66672.0,66227.0,69693.0,69693.0,69693.0,0.0,397.0,-4919.0,0.0,0.0,0.0,1,397.0
210407,1,206.00,1693.00,5,2,10,10,2,8,6,21,1693.00,5,2,2,10,6,114220.0,112982.0,1238.0,114220.0,71533.0,115010.0,114220.0,113719.0,114220.0,112982.0,73234.0,119745.0,112982.0,112975.0,112982.0,0.0,-2939.0,-5973.0,0.0,-494.0,0.0,0,0.0
200408,0,206.00,1683.00,5,2,10,10,2,8,6,21,1570.00,4,2,2,10,6,109233.0,106277.0,2956.0,109233.0,47379.0,88480.0,109207.0,108737.0,109233.0,106277.0,56657.0,89644.0,106287.0,106275.0,106277.0,0.0,-12234.0,-4120.0,-36.0,-494.0,0.0,0,0.0
210408,1,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,56852.0,57079.0,-227.0,56852.0,39846.0,60013.0,56852.0,57105.0,56852.0,57079.0,40972.0,61518.0,57079.0,57078.0,57079.0,0.0,-899.0,-1278.0,0.0,254.0,0.0,4,254.0
200409,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,40104.0,40170.0,-66.0,40104.0,32529.0,77146.0,40104.0,75612.0,40104.0,40170.0,33264.0,81875.0,40170.0,76636.0,40170.0,0.0,-669.0,-4663.0,0.0,-958.0,0.0,0,0.0
210409,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,61327.0,59898.0,1429.0,61327.0,60823.0,90670.0,61327.0,66943.0,61327.0,59898.0,60603.0,100604.0,59898.0,65572.0,59898.0,0.0,-1209.0,-11363.0,0.0,-58.0,0.0,0,0.0
200410,0,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,103970.0,103970.0,0.0,103970.0,108336.0,102503.0,103970.0,103425.0,103970.0,103970.0,110793.0,108699.0,103970.0,103995.0,103970.0,0.0,-2457.0,-6196.0,0.0,-570.0,0.0,0,0.0
210410,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,76615.0,74164.0,2451.0,76615.0,106271.0,76655.0,76615.0,76615.0,76615.0,74164.0,104409.0,80075.0,74164.0,74164.0,74164.0,0.0,-589.0,-5871.0,0.0,0.0,0.0,0,0.0
