seed,opp_type,p_milk,cash,cows,sheep,shed_wheat,hands,quads,day,unwatered,mature,opp_cash,opp_cows,opp_sheep,opp_quads,opp_workers,opp_straws,score_a0,score_a1,score_a2,score_a3,score_a4,score_a5,best_a,gain_vs_a0,alpha_label
171901,0,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,42334.0,56338.0,58018.0,42334.0,42334.0,42334.0,2,15684.0,2
171902,0,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,86375.0,130719.0,105102.0,86375.0,85876.0,86375.0,1,44344.0,2
171903,0,154.00,1474.00,5,2,10,10,2,8,6,21,1474.00,5,2,2,10,6,76174.0,125682.0,60479.0,76174.0,76174.0,76174.0,1,49508.0,2
171904,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,50701.0,50001.0,78941.0,50701.0,50200.0,50701.0,2,28240.0,2
171905,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,99941.0,81737.0,94433.0,99941.0,99440.0,99941.0,0,0.0,0
171906,0,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,66572.0,54823.0,75043.0,66572.0,66572.0,66572.0,2,8471.0,2
171907,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,31190.0,41154.0,37666.0,31190.0,31190.0,31190.0,1,9964.0,2
171908,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,84332.0,35039.0,91021.0,84332.0,84332.0,84332.0,2,6689.0,2
171909,0,154.00,1388.00,5,2,10,10,2,8,6,21,1273.00,5,1,2,10,6,69623.0,134839.0,76216.0,69623.0,69623.0,69623.0,1,65216.0,2
171910,0,154.00,1403.00,5,2,10,10,2,8,6,21,1403.00,5,2,2,10,6,47799.0,57137.0,61095.0,47799.0,46298.0,47799.0,2,13296.0,2
171911,0,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,79741.0,72113.0,74105.0,79741.0,79741.0,79741.0,0,0.0,0
171912,0,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,72265.0,105595.0,107336.0,72265.0,72265.0,72265.0,2,35071.0,2
171913,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,65524.0,85255.0,57798.0,65524.0,65524.0,65524.0,1,19731.0,2
171914,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,52516.0,52495.0,63730.0,52516.0,44463.0,52516.0,2,11214.0,2
171915,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,87505.0,74110.0,86584.0,87505.0,87006.0,87505.0,0,0.0,0
171916,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,121846.0,112373.0,100345.0,121846.0,116389.0,121846.0,0,0.0,0
171917,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,69384.0,63326.0,104580.0,69384.0,68863.0,69384.0,2,35196.0,2
171918,0,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,92026.0,113404.0,101867.0,92026.0,112547.0,92026.0,1,21378.0,2
171919,0,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,77295.0,60515.0,68129.0,77295.0,89425.0,77295.0,4,12130.0,2
171920,0,187.00,1676.00,5,2,10,10,2,8,6,21,1676.00,5,2,2,10,6,113359.0,116543.0,112738.0,113359.0,122440.0,113359.0,4,9081.0,2
171921,0,216.00,1551.00,4,2,11,10,2,8,6,21,1664.00,5,2,2,10,6,61318.0,59405.0,105448.0,61323.0,60777.0,61318.0,2,44130.0,2
171922,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,54945.0,67728.0,60689.0,54945.0,54945.0,54945.0,1,12783.0,2
171923,0,206.00,1498.00,5,1,11,10,2,8,6,21,1617.00,5,2,2,10,6,70080.0,77581.0,59320.0,70080.0,69451.0,70080.0,1,7501.0,2
171924,0,154.00,1551.00,5,2,10,10,2,8,6,21,1551.00,5,2,2,10,6,75653.0,68781.0,84517.0,75653.0,75653.0,75653.0,2,8864.0,2
171925,0,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,138418.0,55207.0,127720.0,138387.0,137917.0,138418.0,0,0.0,0
171926,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,61690.0,78482.0,60186.0,61690.0,61690.0,61690.0,1,16792.0,2
171927,0,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,116423.0,137120.0,85965.0,116423.0,115922.0,116423.0,1,20697.0,2
171928,0,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,92830.0,92243.0,61282.0,92830.0,92329.0,92830.0,0,0.0,0
171929,0,154.00,1403.00,5,2,10,10,2,8,6,21,1403.00,5,2,2,10,6,23896.0,26683.0,33701.0,23896.0,40735.0,23896.0,4,16839.0,2
171930,0,206.00,1622.00,5,2,10,10,2,8,6,21,1622.00,5,2,2,10,6,81435.0,105050.0,100927.0,81435.0,80934.0,81435.0,1,23615.0,2
171931,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,78483.0,115741.0,73962.0,78483.0,78483.0,78483.0,1,37258.0,2
171932,0,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,67798.0,119339.0,72936.0,67798.0,68018.0,67798.0,1,51541.0,2
171933,0,154.00,1387.00,5,2,10,10,2,8,6,21,1274.00,4,2,2,10,6,91504.0,56429.0,96283.0,91504.0,91504.0,91504.0,2,4779.0,2
171934,0,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,64065.0,47639.0,86392.0,64065.0,63564.0,64065.0,2,22327.0,2
171935,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,60841.0,86629.0,76335.0,60841.0,60340.0,60841.0,1,25788.0,2
171936,0,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,85773.0,67607.0,77026.0,85773.0,97014.0,85773.0,4,11241.0,2
171937,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,91532.0,92200.0,88696.0,91532.0,91532.0,91532.0,1,668.0,1
171938,0,154.00,1560.00,5,2,10,10,2,8,6,21,1560.00,5,2,2,10,6,61589.0,67639.0,62424.0,61589.0,61589.0,61589.0,1,6050.0,2
171939,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,48702.0,72937.0,58725.0,48702.0,48702.0,48702.0,1,24235.0,2
171940,0,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,115355.0,96432.0,106692.0,115355.0,114857.0,115355.0,0,0.0,0
171941,0,154.00,1388.00,5,2,10,10,2,8,6,21,1273.00,5,1,2,10,6,85226.0,87513.0,68206.0,85226.0,85226.0,85226.0,1,2287.0,2
171942,0,187.00,1676.00,5,2,10,10,2,8,6,21,1676.00,5,2,2,10,6,101609.0,83191.0,69578.0,101609.0,125634.0,101609.0,4,24025.0,2
171943,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,88284.0,71805.0,97165.0,88284.0,88284.0,88284.0,2,8881.0,2
171944,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,47011.0,93047.0,41805.0,47011.0,47011.0,47011.0,1,46036.0,2
171945,0,187.00,1398.00,5,1,11,10,2,8,6,21,1513.00,5,2,2,10,6,58151.0,84026.0,58352.0,58151.0,58151.0,58151.0,1,25875.0,2
171946,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,62804.0,69054.0,56258.0,62804.0,62804.0,62804.0,1,6250.0,2
171947,0,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,33157.0,36074.0,65323.0,33157.0,32583.0,33157.0,2,32166.0,2
171948,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,47464.0,41730.0,71223.0,47464.0,50106.0,47464.0,2,23759.0,2
171949,0,206.00,1693.00,5,2,10,10,2,8,6,21,1693.00,5,2,2,10,6,141122.0,74103.0,138015.0,141122.0,140621.0,141122.0,0,0.0,0
171950,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,53707.0,79016.0,68029.0,53707.0,73555.0,53707.0,1,25309.0,2
171951,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,84342.0,43140.0,86130.0,84342.0,103227.0,84342.0,4,18885.0,2
171952,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,42431.0,51962.0,39546.0,42431.0,41932.0,42431.0,1,9531.0,2
171953,0,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,90825.0,85770.0,85663.0,90825.0,91044.0,90825.0,4,219.0,0
171954,0,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,89695.0,115941.0,74152.0,89695.0,89197.0,89695.0,1,26246.0,2
171955,0,154.00,1474.00,5,2,10,10,2,8,6,21,1474.00,5,2,2,10,6,55341.0,88798.0,58441.0,55341.0,55341.0,55341.0,1,33457.0,2
171956,0,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,65619.0,64374.0,97325.0,65619.0,98472.0,65619.0,4,32853.0,2
171957,0,154.00,1560.00,5,2,10,10,2,8,6,21,1560.00,5,2,2,10,6,79795.0,98835.0,74808.0,79795.0,79795.0,79795.0,1,19040.0,2
171958,0,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,70452.0,59732.0,75408.0,70452.0,69951.0,70452.0,2,4956.0,2
171959,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,50099.0,55745.0,51416.0,50099.0,50099.0,50099.0,1,5646.0,2
171960,0,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,100318.0,107618.0,95050.0,100318.0,99817.0,100318.0,1,7300.0,2
171961,0,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,73001.0,81540.0,90079.0,73001.0,73228.0,73001.0,2,17078.0,2
171962,0,206.00,1498.00,5,1,11,10,2,8,6,21,1613.00,4,2,2,10,6,44894.0,116140.0,36725.0,44894.0,44307.0,44894.0,1,71246.0,2
171963,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,76854.0,61020.0,87004.0,76854.0,74422.0,76854.0,2,10150.0,2
171964,0,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,72295.0,84065.0,90774.0,72295.0,72537.0,72295.0,2,18479.0,2
171965,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,43736.0,33573.0,49439.0,43736.0,43736.0,43736.0,2,5703.0,2
171966,0,187.00,1676.00,5,2,10,10,2,8,6,21,1676.00,5,2,2,10,6,112874.0,85195.0,109824.0,112874.0,117562.0,112874.0,4,4688.0,2
171967,0,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,38873.0,38345.0,52821.0,38873.0,38374.0,38873.0,2,13948.0,2
171968,0,216.00,1674.00,5,2,10,10,2,8,6,21,1674.00,5,2,2,10,6,126683.0,57432.0,108552.0,126683.0,126182.0,126683.0,0,0.0,0
171969,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,61245.0,34148.0,62412.0,61245.0,80796.0,61245.0,4,19551.0,2
171970,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,58065.0,37375.0,45360.0,58065.0,58065.0,58065.0,0,0.0,0
171971,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,88856.0,87078.0,97448.0,88856.0,88856.0,88856.0,2,8592.0,2
171972,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,68139.0,114004.0,67914.0,68139.0,68139.0,68139.0,1,45865.0,2
171973,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,30731.0,85249.0,39758.0,30731.0,30731.0,30731.0,1,54518.0,2
171974,0,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,69268.0,97385.0,76299.0,69268.0,77687.0,69268.0,1,28117.0,2
171975,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,59240.0,58736.0,69876.0,59240.0,58741.0,59240.0,2,10636.0,2
171976,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,78814.0,35839.0,67773.0,78814.0,78814.0,78814.0,0,0.0,0
171977,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,107399.0,70264.0,105980.0,107399.0,114977.0,107399.0,4,7578.0,2
171978,0,206.00,1693.00,5,2,10,10,2,8,6,21,1693.00,5,2,2,10,6,147870.0,97058.0,141370.0,147870.0,147374.0,147870.0,0,0.0,0
171979,0,187.00,1518.00,5,2,10,10,2,8,6,21,1454.00,4,2,2,10,6,73275.0,55591.0,79973.0,73275.0,81704.0,73275.0,4,8429.0,2
171980,0,216.00,1674.00,5,2,10,10,2,8,6,21,1674.00,5,2,2,10,6,116139.0,75837.0,113038.0,116139.0,115639.0,116139.0,0,0.0,0
171981,0,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,125872.0,99045.0,106361.0,125872.0,125371.0,125872.0,0,0.0,0
171982,0,216.00,1674.00,5,2,10,10,2,8,6,21,1674.00,5,2,2,10,6,113821.0,81502.0,108480.0,113832.0,113293.0,113821.0,0,0.0,0
171983,0,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,59655.0,75479.0,58922.0,59655.0,59647.0,59655.0,1,15824.0,2
171984,0,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,41138.0,52421.0,53099.0,41138.0,48646.0,41138.0,2,11961.0,2
171985,0,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,84508.0,89660.0,71880.0,84508.0,71822.0,84508.0,1,5152.0,2
171986,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,83999.0,92746.0,72998.0,83999.0,83501.0,83999.0,1,8747.0,2
171987,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,4,2,2,10,6,91214.0,49922.0,87043.0,91214.0,91214.0,91214.0,0,0.0,0
171988,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,84737.0,125999.0,100357.0,84737.0,84737.0,84737.0,1,41262.0,2
171989,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,103529.0,70677.0,114390.0,103529.0,103028.0,103529.0,2,10861.0,2
171990,0,154.00,1274.00,4,2,11,10,2,8,6,21,1387.00,5,2,2,10,6,80878.0,75445.0,75020.0,80878.0,80878.0,80878.0,0,0.0,0
171991,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,65334.0,72785.0,67293.0,65334.0,38157.0,65334.0,1,7451.0,2
171992,0,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,91076.0,81200.0,79497.0,91076.0,90577.0,91076.0,0,0.0,0
171993,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,33986.0,96576.0,56088.0,33986.0,33986.0,33986.0,1,62590.0,2
171994,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,81360.0,91727.0,92980.0,81360.0,81360.0,81360.0,2,11620.0,2
171995,0,154.00,1546.00,5,2,10,10,2,8,6,21,1427.00,5,1,2,10,6,77791.0,80667.0,89350.0,77791.0,77791.0,77791.0,2,11559.0,2
171996,0,154.00,1390.00,5,2,10,10,2,8,6,21,1324.00,4,2,2,10,6,43455.0,70096.0,39553.0,43455.0,43455.0,43455.0,1,26641.0,2
171997,0,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,98474.0,74934.0,72082.0,98474.0,97973.0,98474.0,0,0.0,0
171998,0,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,90870.0,102808.0,90008.0,90870.0,90369.0,90870.0,1,11938.0,2
171999,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,62873.0,70627.0,48378.0,62873.0,62873.0,62873.0,1,7754.0,2
172000,0,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,108533.0,123158.0,112655.0,108533.0,108034.0,108533.0,1,14625.0,2
172001,0,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,92740.0,92455.0,68692.0,92740.0,92239.0,92740.0,0,0.0,0
172002,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,53476.0,51982.0,55322.0,53476.0,34728.0,53476.0,2,1846.0,1
172003,0,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,80576.0,56119.0,115467.0,80576.0,92467.0,80576.0,2,34891.0,2
172004,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,81741.0,81237.0,63478.0,81741.0,81240.0,81741.0,0,0.0,0
172005,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,67088.0,58841.0,72782.0,67088.0,67088.0,67088.0,2,5694.0,2
172006,0,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,97495.0,82448.0,78853.0,97495.0,85359.0,97495.0,0,0.0,0
172007,0,154.00,1560.00,5,2,10,10,2,8,6,21,1560.00,5,2,2,10,6,64554.0,50781.0,65379.0,64554.0,64554.0,64554.0,2,825.0,1
172008,0,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,80891.0,56088.0,63077.0,80891.0,80891.0,80891.0,0,0.0,0
172009,0,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,42208.0,41593.0,58097.0,42208.0,48558.0,42208.0,2,15889.0,2
172010,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,71549.0,84119.0,46946.0,71549.0,71549.0,71549.0,1,12570.0,2
172011,0,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,68679.0,61935.0,77313.0,68679.0,94564.0,68679.0,4,25885.0,2
172012,0,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,107030.0,106526.0,125177.0,107030.0,106529.0,107030.0,2,18147.0,2
172013,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,91556.0,80247.0,74655.0,91556.0,91556.0,91556.0,0,0.0,0
172014,0,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,85930.0,85429.0,72190.0,85930.0,85432.0,85930.0,0,0.0,0
172015,0,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,70174.0,63133.0,81773.0,70174.0,69673.0,70174.0,2,11599.0,2
172016,0,206.00,1499.00,4,2,11,10,2,8,6,21,1616.00,5,2,2,10,6,68133.0,97837.0,72056.0,68133.0,67697.0,68133.0,1,29704.0,2
172017,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,59757.0,46288.0,43187.0,59757.0,57895.0,59757.0,0,0.0,0
172018,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,76601.0,73133.0,70553.0,76601.0,76601.0,76601.0,0,0.0,0
172019,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,45409.0,36194.0,40105.0,45409.0,44908.0,45409.0,0,0.0,0
172020,0,206.00,1622.00,5,2,10,10,2,8,6,21,1622.00,5,2,2,10,6,104616.0,78446.0,110892.0,104616.0,104115.0,104616.0,2,6276.0,2
172021,0,187.00,1398.00,5,1,11,10,2,8,6,21,1513.00,5,2,2,10,6,76305.0,67091.0,80356.0,76305.0,76305.0,76305.0,2,4051.0,2
172022,0,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,117790.0,122586.0,117381.0,117790.0,117289.0,117790.0,1,4796.0,2
172023,0,216.00,1674.00,5,2,10,10,2,8,6,21,1674.00,5,2,2,10,6,137310.0,102803.0,121774.0,137310.0,136813.0,137310.0,0,0.0,0
172024,0,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,113908.0,109671.0,85381.0,113908.0,113409.0,113908.0,0,0.0,0
172025,0,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,131188.0,85188.0,116820.0,131188.0,130687.0,131188.0,0,0.0,0
172026,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,105161.0,104657.0,113546.0,105161.0,104660.0,105161.0,2,8385.0,2
172027,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,102407.0,49380.0,112905.0,102407.0,110323.0,102407.0,2,10498.0,2
172028,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,72421.0,60184.0,84054.0,72421.0,72421.0,72421.0,2,11633.0,2
172029,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,65079.0,52435.0,38248.0,65079.0,65079.0,65079.0,0,0.0,0
172030,0,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,63248.0,71949.0,61682.0,63248.0,62747.0,63248.0,1,8701.0,2
172031,0,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,95042.0,78090.0,88742.0,95042.0,94541.0,95042.0,0,0.0,0
172032,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,4,2,2,10,6,87268.0,112060.0,64724.0,87268.0,87268.0,87268.0,1,24792.0,2
172033,0,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,97108.0,95583.0,125917.0,97108.0,95033.0,97108.0,2,28809.0,2
172034,0,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,108298.0,77540.0,94490.0,108298.0,107799.0,108298.0,0,0.0,0
172035,0,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,96180.0,86401.0,110022.0,96180.0,95682.0,96180.0,2,13842.0,2
172036,0,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,96468.0,74341.0,119418.0,96468.0,95969.0,96468.0,2,22950.0,2
172037,0,187.00,1512.00,5,2,10,10,2,8,6,21,1399.00,4,2,2,10,6,72808.0,62485.0,112457.0,72808.0,105898.0,72808.0,2,39649.0,2
172038,0,187.00,1509.00,5,2,10,10,2,8,6,20,1509.00,5,2,2,10,6,68107.0,42391.0,67612.0,68107.0,61700.0,68107.0,0,0.0,0
172039,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,93771.0,89292.0,63458.0,93771.0,92158.0,93771.0,0,0.0,0
172040,0,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,88830.0,72336.0,57943.0,88830.0,88825.0,88830.0,0,0.0,0
172041,0,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,125677.0,88838.0,86695.0,125677.0,125176.0,125677.0,0,0.0,0
172042,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,88794.0,61432.0,71873.0,88794.0,88794.0,88794.0,0,0.0,0
172043,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,72004.0,34900.0,73995.0,72004.0,72004.0,72004.0,2,1991.0,1
172044,0,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,72445.0,100751.0,71706.0,72445.0,71947.0,72445.0,1,28306.0,2
172045,0,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,79312.0,30513.0,59025.0,79312.0,96416.0,79312.0,4,17104.0,2
172046,0,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,41590.0,53073.0,68683.0,41590.0,41089.0,41590.0,2,27093.0,2
172047,0,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,103179.0,132837.0,94680.0,103179.0,102680.0,103179.0,1,29658.0,2
172048,0,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,74411.0,93040.0,67382.0,74411.0,73912.0,74411.0,1,18629.0,2
172049,0,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,67960.0,85832.0,69582.0,67960.0,67508.0,67960.0,1,17872.0,2
172050,0,206.00,1576.00,5,1,11,10,2,8,6,21,1697.00,5,2,2,10,6,78374.0,56731.0,109409.0,78390.0,77842.0,78374.0,2,31035.0,2
172051,0,154.00,1464.00,5,2,10,10,2,8,6,21,1351.00,4,2,2,10,6,67013.0,62594.0,96803.0,67013.0,67005.0,67013.0,2,29790.0,2
172052,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,59634.0,128304.0,59046.0,59634.0,59634.0,59634.0,1,68670.0,2
172053,0,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,113271.0,96241.0,115596.0,113271.0,112770.0,113271.0,2,2325.0,2
172054,0,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,79823.0,103751.0,79676.0,79823.0,98223.0,79823.0,1,23928.0,2
172055,0,206.00,1681.00,5,2,10,10,2,8,6,21,1681.00,5,2,2,10,6,80002.0,106437.0,96117.0,80002.0,79501.0,80002.0,1,26435.0,2
172056,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,63111.0,105601.0,64993.0,63111.0,58826.0,63111.0,1,42490.0,2
172057,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,80077.0,76037.0,77083.0,80077.0,80077.0,80077.0,0,0.0,0
172058,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,77430.0,118065.0,87396.0,77430.0,87096.0,77430.0,1,40635.0,2
172059,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,60260.0,119021.0,55716.0,60260.0,60260.0,60260.0,1,58761.0,2
172060,0,154.00,1387.00,5,2,10,10,2,8,6,21,1274.00,4,2,2,10,6,44093.0,85712.0,37113.0,44093.0,44093.0,44093.0,1,41619.0,2
172061,0,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,59427.0,112846.0,56638.0,59427.0,59427.0,59427.0,1,53419.0,2
172062,0,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,66879.0,59600.0,68340.0,66879.0,66380.0,66879.0,2,1461.0,1
172063,0,154.00,1384.00,4,2,11,10,2,8,6,21,1384.00,5,2,2,10,6,57377.0,95005.0,37584.0,57377.0,57377.0,57377.0,1,37628.0,2
172064,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,49172.0,97060.0,30358.0,49172.0,48674.0,49172.0,1,47888.0,2
172065,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,26733.0,62525.0,41967.0,26733.0,26733.0,26733.0,1,35792.0,2
