seed,opp_type,base_hero,base_opp,base_margin,best_action,max_margin_delta
400597,0,116084.0,116305.0,-221.0,0,0.0
410597,1,67951.0,69180.0,-1229.0,11,672.0
400598,0,80491.0,80470.0,21.0,6,256.0
410598,1,82234.0,81881.0,353.0,7,4652.0
400599,0,81620.0,86264.0,-4644.0,2,4464.0
410599,1,95428.0,91170.0,4258.0,6,292.0
400600,0,59584.0,60752.0,-1168.0,11,1322.0
410600,1,128703.0,129067.0,-364.0,2,1318.0
400601,0,80461.0,80928.0,-467.0,2,5176.0
410601,1,67669.0,72728.0,-5059.0,7,7923.0
400602,0,88623.0,84755.0,3868.0,0,0.0
410602,1,55098.0,53949.0,1149.0,0,0.0
400603,0,58507.0,59358.0,-851.0,2,1300.0
410603,1,130298.0,121971.0,8327.0,0,0.0
400604,0,112462.0,105665.0,6797.0,2,4575.0
410604,1,131579.0,131446.0,133.0,0,0.0
400605,0,43183.0,43649.0,-466.0,2,297.0
410605,1,99740.0,97146.0,2594.0,2,1013.0
400606,0,73766.0,67372.0,6394.0,0,0.0
410606,1,121123.0,121848.0,-725.0,0,0.0
400607,0,88039.0,88039.0,0.0,7,2241.0
410607,1,33122.0,33132.0,-10.0,6,495.0
400608,0,90466.0,90646.0,-180.0,7,2403.0
410608,1,57072.0,55966.0,1106.0,0,0.0
400609,0,104418.0,104279.0,139.0,1,1440.0
410609,1,93283.0,92143.0,1140.0,0,0.0
400610,0,76423.0,84141.0,-7718.0,1,1691.0
410610,1,76325.0,77723.0,-1398.0,1,644.0
400611,0,44748.0,45192.0,-444.0,11,375.0
410611,1,86411.0,83596.0,2815.0,0,0.0
400612,0,95218.0,99144.0,-3926.0,1,6032.0
410612,1,74514.0,74250.0,264.0,7,1884.0
400613,0,52087.0,52721.0,-634.0,2,736.0
410613,1,78975.0,80100.0,-1125.0,1,1123.0
400614,0,45782.0,46198.0,-416.0,11,337.0
410614,1,57354.0,56998.0,356.0,0,0.0
400615,0,88376.0,91692.0,-3316.0,1,3085.0
410615,1,108775.0,108381.0,394.0,1,2033.0
400616,0,56022.0,55292.0,730.0,7,3847.0
410616,1,112010.0,109760.0,2250.0,0,0.0
400617,0,72366.0,72262.0,104.0,2,1323.0
410617,1,30037.0,29747.0,290.0,1,219.0
400618,0,29623.0,29538.0,85.0,0,0.0
410618,1,81268.0,81942.0,-674.0,2,2982.0
400619,0,75878.0,76388.0,-510.0,11,484.0
410619,1,64133.0,63595.0,538.0,4,2099.0
400620,0,47175.0,50695.0,-3520.0,1,6275.0
410620,1,60986.0,61088.0,-102.0,11,501.0
400621,0,74018.0,73245.0,773.0,0,0.0
410621,1,111206.0,106261.0,4945.0,0,0.0
400622,0,91641.0,91085.0,556.0,1,64.0
410622,1,48807.0,46990.0,1817.0,0,0.0
400623,0,65853.0,65613.0,240.0,0,0.0
410623,1,50225.0,47708.0,2517.0,7,375.0
400624,0,110489.0,107264.0,3225.0,11,933.0
410624,1,68403.0,66044.0,2359.0,0,0.0
400625,0,80442.0,79876.0,566.0,0,0.0
410625,1,101081.0,99350.0,1731.0,0,0.0
400626,0,96522.0,102259.0,-5737.0,7,6688.0
410626,1,109418.0,99291.0,10127.0,11,300.0
400627,0,83765.0,83771.0,-6.0,1,2552.0
410627,1,69658.0,69705.0,-47.0,0,0.0
400628,0,76657.0,75897.0,760.0,7,1843.0
410628,1,82092.0,81894.0,198.0,0,0.0
400629,0,81702.0,82028.0,-326.0,0,0.0
410629,1,94107.0,92691.0,1416.0,0,0.0
400630,0,88062.0,89178.0,-1116.0,1,2547.0
410630,1,89110.0,87500.0,1610.0,1,639.0
400631,0,99934.0,97435.0,2499.0,0,0.0
410631,1,82365.0,81094.0,1271.0,0,0.0
400632,0,62888.0,63050.0,-162.0,0,0.0
410632,1,76073.0,69367.0,6706.0,0,0.0
400633,0,75760.0,75753.0,7.0,2,2216.0
410633,1,62560.0,61210.0,1350.0,0,0.0
400634,0,92827.0,84127.0,8700.0,1,30269.0
410634,1,79021.0,78568.0,453.0,1,2223.0
400635,0,76970.0,76648.0,322.0,0,0.0
410635,1,47721.0,45973.0,1748.0,7,326.0
400636,0,124260.0,124260.0,0.0,0,0.0
410636,1,119679.0,119576.0,103.0,11,154.0
400637,0,54516.0,54297.0,219.0,0,0.0
410637,1,80806.0,80519.0,287.0,7,2153.0
400638,0,75479.0,72551.0,2928.0,0,0.0
410638,1,61359.0,60110.0,1249.0,7,1346.0
400639,0,112173.0,111865.0,308.0,1,688.0
410639,1,70538.0,69884.0,654.0,0,0.0
400640,0,41789.0,41970.0,-181.0,0,0.0
410640,1,49551.0,47930.0,1621.0,0,0.0
400641,0,93019.0,93193.0,-174.0,11,151.0
410641,1,84882.0,84366.0,516.0,0,0.0
400642,0,58726.0,56756.0,1970.0,0,0.0
410642,1,120305.0,114960.0,5345.0,0,0.0
400643,0,69840.0,69477.0,363.0,6,4307.0
410643,1,32206.0,34645.0,-2439.0,1,1817.0
400644,0,71309.0,73509.0,-2200.0,2,1603.0
410644,1,79298.0,76586.0,2712.0,0,0.0
400645,0,114035.0,114598.0,-563.0,0,0.0
410645,1,65690.0,69717.0,-4027.0,7,2663.0
400646,0,104955.0,105189.0,-234.0,0,0.0
410646,1,61643.0,61557.0,86.0,1,308.0
400647,0,116625.0,117735.0,-1110.0,0,0.0
410647,1,114822.0,113529.0,1293.0,0,0.0
400648,0,74470.0,74926.0,-456.0,11,249.0
410648,1,52665.0,52862.0,-197.0,2,1043.0
400649,0,146643.0,146536.0,107.0,0,0.0
410649,1,54131.0,52741.0,1390.0,11,289.0
400650,0,114333.0,113929.0,404.0,0,0.0
410650,1,64036.0,63689.0,347.0,1,590.0
400651,0,111718.0,111952.0,-234.0,1,665.0
410651,1,118323.0,116795.0,1528.0,0,0.0
400652,0,84847.0,83865.0,982.0,6,557.0
410652,1,78320.0,76252.0,2068.0,0,0.0
400653,0,69220.0,69120.0,100.0,0,0.0
410653,1,72274.0,71521.0,753.0,0,0.0
400654,0,83075.0,79512.0,3563.0,0,0.0
410654,1,72943.0,72052.0,891.0,6,496.0
400655,0,95622.0,92552.0,3070.0,0,0.0
410655,1,90787.0,90612.0,175.0,0,0.0
400656,0,83176.0,82548.0,628.0,0,0.0
410656,1,99520.0,97039.0,2481.0,0,0.0
400657,0,131113.0,131453.0,-340.0,11,196.0
410657,1,117783.0,117680.0,103.0,11,58.0
400658,0,71377.0,71538.0,-161.0,6,258.0
410658,1,102876.0,101598.0,1278.0,0,0.0
400659,0,130651.0,130630.0,21.0,0,0.0
410659,1,80717.0,78667.0,2050.0,7,2626.0
400660,0,105051.0,105082.0,-31.0,11,125.0
410660,1,47548.0,47492.0,56.0,7,1769.0
400661,0,64395.0,65982.0,-1587.0,1,566.0
410661,1,54233.0,54696.0,-463.0,11,493.0
400662,0,116418.0,115871.0,547.0,0,0.0
410662,1,74666.0,72468.0,2198.0,0,0.0
400663,0,71954.0,71461.0,493.0,0,0.0
410663,1,135298.0,135622.0,-324.0,2,1054.0
400664,0,82467.0,82859.0,-392.0,11,521.0
410664,1,84752.0,84581.0,171.0,7,833.0
400665,0,28005.0,25436.0,2569.0,1,5250.0
410665,1,51074.0,51172.0,-98.0,6,252.0
400666,0,79286.0,78984.0,302.0,1,7157.0
410666,1,60144.0,58592.0,1552.0,2,734.0
400667,0,85305.0,85002.0,303.0,1,1064.0
410667,1,126617.0,127645.0,-1028.0,1,510.0
400668,0,67760.0,67376.0,384.0,0,0.0
410668,1,106955.0,105649.0,1306.0,6,255.0
400669,0,77290.0,79775.0,-2485.0,7,3525.0
410669,1,94777.0,92626.0,2151.0,1,1499.0
400670,0,27528.0,27528.0,0.0,11,148.0
410670,1,156541.0,156973.0,-432.0,0,0.0
400671,0,57130.0,57812.0,-682.0,7,959.0
410671,1,116635.0,115693.0,942.0,0,0.0
400672,0,64925.0,71149.0,-6224.0,2,3961.0
410672,1,40440.0,40133.0,307.0,11,103.0
400673,0,108923.0,109691.0,-768.0,0,0.0
410673,1,109900.0,109863.0,37.0,0,0.0
400674,0,64461.0,64439.0,22.0,0,0.0
410674,1,92621.0,85063.0,7558.0,0,0.0
400675,0,83024.0,92557.0,-9533.0,1,8054.0
410675,1,79731.0,79534.0,197.0,11,335.0
400676,0,82729.0,83054.0,-325.0,0,0.0
410676,1,103921.0,104087.0,-166.0,1,6389.0
400677,0,134266.0,128538.0,5728.0,0,0.0
410677,1,84101.0,84400.0,-299.0,6,256.0
400678,0,113385.0,113499.0,-114.0,11,312.0
410678,1,97672.0,96625.0,1047.0,0,0.0
400679,0,116903.0,114065.0,2838.0,2,3060.0
410679,1,111796.0,109522.0,2274.0,0,0.0
400680,0,78240.0,78360.0,-120.0,0,0.0
410680,1,56595.0,54490.0,2105.0,7,784.0
400681,0,103614.0,110743.0,-7129.0,1,5532.0
410681,1,63685.0,63983.0,-298.0,11,234.0
400682,0,112082.0,113421.0,-1339.0,2,226.0
410682,1,101748.0,101658.0,90.0,11,85.0
400683,0,97537.0,97537.0,0.0,0,0.0
410683,1,47184.0,44729.0,2455.0,1,154.0
400684,0,34326.0,35121.0,-795.0,7,1775.0
410684,1,98676.0,98635.0,41.0,1,201.0
400685,0,111036.0,112121.0,-1085.0,1,2640.0
410685,1,70730.0,72279.0,-1549.0,7,4281.0
400686,0,90773.0,90801.0,-28.0,0,0.0
410686,1,68460.0,71834.0,-3374.0,2,1700.0
400687,0,84380.0,81476.0,2904.0,0,0.0
410687,1,89979.0,90486.0,-507.0,2,82.0
400688,0,66288.0,68196.0,-1908.0,0,0.0
410688,1,77277.0,76347.0,930.0,2,236.0
400689,0,62017.0,62082.0,-65.0,0,0.0
410689,1,69562.0,68569.0,993.0,0,0.0
400690,0,86067.0,85591.0,476.0,0,0.0
410690,1,50360.0,49157.0,1203.0,0,0.0
400691,0,85458.0,82487.0,2971.0,0,0.0
410691,1,91985.0,91119.0,866.0,2,462.0
400692,0,46326.0,46326.0,0.0,0,0.0
410692,1,78964.0,78384.0,580.0,6,255.0
400693,0,96818.0,97418.0,-600.0,1,7520.0
410693,1,124593.0,123504.0,1089.0,0,0.0
400694,0,71633.0,71437.0,196.0,0,0.0
410694,1,129741.0,127393.0,2348.0,2,5025.0
400695,0,106720.0,106720.0,0.0,0,0.0
410695,1,49892.0,49889.0,3.0,0,0.0
400696,0,35003.0,35208.0,-205.0,6,80.0
410696,1,83308.0,81598.0,1710.0,11,316.0
400697,0,124837.0,123978.0,859.0,0,0.0
410697,1,126682.0,123608.0,3074.0,2,104.0
400698,0,95410.0,93522.0,1888.0,0,0.0
410698,1,32045.0,32941.0,-896.0,1,1294.0
400699,0,71329.0,71940.0,-611.0,2,942.0
410699,1,94499.0,93669.0,830.0,0,0.0
400700,0,82316.0,80940.0,1376.0,0,0.0
410700,1,40979.0,41347.0,-368.0,1,171.0
400701,0,103110.0,102973.0,137.0,0,0.0
410701,1,71265.0,67048.0,4217.0,0,0.0
400702,0,88531.0,88272.0,259.0,0,0.0
410702,1,105043.0,104100.0,943.0,1,2429.0
400703,0,65022.0,64922.0,100.0,7,892.0
410703,1,38918.0,39066.0,-148.0,2,2221.0
400704,0,64652.0,64332.0,320.0,0,0.0
410704,1,76212.0,78467.0,-2255.0,1,2151.0
400705,0,124760.0,129481.0,-4721.0,7,578.0
410705,1,47495.0,45443.0,2052.0,0,0.0
400706,0,82284.0,81734.0,550.0,1,5155.0
410706,1,59687.0,59903.0,-216.0,7,3844.0
400707,0,63614.0,63081.0,533.0,0,0.0
410707,1,111808.0,109370.0,2438.0,1,84.0
400708,0,50492.0,50384.0,108.0,0,0.0
410708,1,74909.0,74296.0,613.0,7,1621.0
400709,0,85414.0,84577.0,837.0,1,104.0
410709,1,73166.0,72923.0,243.0,1,1129.0
400710,0,74727.0,74833.0,-106.0,0,0.0
410710,1,76970.0,73012.0,3958.0,0,0.0
400711,0,117462.0,117560.0,-98.0,0,0.0
410711,1,77290.0,68885.0,8405.0,0,0.0
400712,0,76983.0,76659.0,324.0,6,264.0
410712,1,109649.0,107081.0,2568.0,0,0.0
400713,0,84933.0,84791.0,142.0,0,0.0
410713,1,78330.0,77091.0,1239.0,0,0.0
400714,0,90642.0,90559.0,83.0,0,0.0
410714,1,83701.0,83685.0,16.0,1,768.0
400715,0,85800.0,84996.0,804.0,0,0.0
410715,1,64636.0,58109.0,6527.0,0,0.0
400716,0,58968.0,59713.0,-745.0,11,496.0
410716,1,101346.0,98146.0,3200.0,0,0.0
400717,0,82142.0,80290.0,1852.0,0,0.0
410717,1,51968.0,53194.0,-1226.0,1,708.0
400718,0,60635.0,61773.0,-1138.0,11,398.0
410718,1,126607.0,127941.0,-1334.0,1,2463.0
400719,0,83713.0,84005.0,-292.0,1,911.0
410719,1,104474.0,103846.0,628.0,0,0.0
400720,0,63401.0,63237.0,164.0,0,0.0
410720,1,77570.0,75437.0,2133.0,0,0.0
400721,0,138464.0,138470.0,-6.0,0,0.0
410721,1,60294.0,61014.0,-720.0,7,2494.0
400722,0,90249.0,90249.0,0.0,11,586.0
410722,1,108547.0,108078.0,469.0,11,243.0
400723,0,92714.0,93253.0,-539.0,0,0.0
410723,1,60874.0,61573.0,-699.0,7,1462.0
400724,0,77006.0,73244.0,3762.0,7,685.0
410724,1,87094.0,86307.0,787.0,1,598.0
400725,0,59208.0,59850.0,-642.0,11,92.0
410725,1,72612.0,72678.0,-66.0,11,451.0
400726,0,102193.0,101762.0,431.0,7,1580.0
410726,1,98885.0,95565.0,3320.0,0,0.0
400727,0,85318.0,89349.0,-4031.0,1,2508.0
410727,1,73350.0,72990.0,360.0,1,1175.0
400728,0,47018.0,47594.0,-576.0,1,1101.0
410728,1,81638.0,80682.0,956.0,1,948.0
400729,0,79946.0,79306.0,640.0,0,0.0
410729,1,70758.0,70306.0,452.0,1,2749.0
400730,0,83346.0,82795.0,551.0,1,4435.0
410730,1,62081.0,62299.0,-218.0,1,470.0
400731,0,53620.0,54187.0,-567.0,7,451.0
410731,1,39534.0,39786.0,-252.0,7,323.0
400732,0,112897.0,112940.0,-43.0,0,0.0
410732,1,118511.0,119368.0,-857.0,2,1048.0
400733,0,69696.0,68005.0,1691.0,0,0.0
410733,1,130380.0,130455.0,-75.0,2,6952.0
400734,0,32999.0,33045.0,-46.0,4,470.0
410734,1,44885.0,45378.0,-493.0,1,1644.0
400735,0,77730.0,76638.0,1092.0,7,1081.0
410735,1,152206.0,152653.0,-447.0,1,766.0
400736,0,62359.0,62807.0,-448.0,7,1572.0
410736,1,49607.0,50186.0,-579.0,1,5778.0
400737,0,43425.0,43372.0,53.0,7,2866.0
410737,1,71884.0,71466.0,418.0,1,5327.0
400738,0,121289.0,121332.0,-43.0,0,0.0
410738,1,56015.0,53125.0,2890.0,0,0.0
400739,0,117125.0,116903.0,222.0,0,0.0
410739,1,75519.0,74908.0,611.0,0,0.0
400740,0,88766.0,90790.0,-2024.0,1,1258.0
410740,1,85914.0,85547.0,367.0,1,2449.0
400741,0,81020.0,80404.0,616.0,0,0.0
410741,1,52760.0,54379.0,-1619.0,0,0.0
400742,0,93878.0,94523.0,-645.0,11,499.0
410742,1,87854.0,85080.0,2774.0,0,0.0
400743,0,101984.0,102014.0,-30.0,6,252.0
410743,1,73064.0,72885.0,179.0,0,0.0
400744,0,94015.0,93932.0,83.0,0,0.0
410744,1,84712.0,84184.0,528.0,0,0.0
400745,0,69951.0,69924.0,27.0,0,0.0
410745,1,114846.0,112947.0,1899.0,0,0.0
400746,0,118706.0,118649.0,57.0,0,0.0
410746,1,106907.0,103435.0,3472.0,0,0.0
400747,0,85099.0,86681.0,-1582.0,7,209.0
410747,1,122037.0,120832.0,1205.0,2,1167.0
400748,0,78307.0,77654.0,653.0,7,402.0
410748,1,97611.0,96596.0,1015.0,11,287.0
400749,0,90976.0,88890.0,2086.0,0,0.0
410749,1,69236.0,68601.0,635.0,6,259.0
400750,0,99589.0,99589.0,0.0,1,2164.0
410750,1,72724.0,72760.0,-36.0,11,171.0
400751,0,88786.0,87494.0,1292.0,0,0.0
410751,1,35985.0,34495.0,1490.0,11,443.0
400752,0,66385.0,65273.0,1112.0,7,2057.0
410752,1,104982.0,103290.0,1692.0,0,0.0
400753,0,56642.0,56642.0,0.0,0,0.0
410753,1,106659.0,99499.0,7160.0,11,138.0
400754,0,71762.0,71456.0,306.0,0,0.0
410754,1,137600.0,137246.0,354.0,0,0.0
400755,0,127149.0,128380.0,-1231.0,1,1835.0
410755,1,84195.0,83848.0,347.0,2,1554.0
400756,0,59752.0,59893.0,-141.0,1,1893.0
410756,1,70015.0,69350.0,665.0,7,1176.0
400757,0,59970.0,59912.0,58.0,0,0.0
410757,1,68331.0,68075.0,256.0,1,2520.0
400758,0,60276.0,59019.0,1257.0,7,1631.0
410758,1,101838.0,100759.0,1079.0,1,937.0
400759,0,46880.0,43874.0,3006.0,7,1496.0
410759,1,75983.0,76126.0,-143.0,2,870.0
400760,0,61463.0,61229.0,234.0,0,0.0
410760,1,45210.0,47735.0,-2525.0,1,2423.0
400761,0,130624.0,131006.0,-382.0,0,0.0
410761,1,112002.0,112363.0,-361.0,2,836.0
400762,0,112450.0,112138.0,312.0,0,0.0
410762,1,66377.0,67562.0,-1185.0,11,312.0
400763,0,103180.0,103079.0,101.0,0,0.0
410763,1,69930.0,68781.0,1149.0,7,1501.0
400764,0,49957.0,50517.0,-560.0,1,1857.0
410764,1,63155.0,62779.0,376.0,0,0.0
400765,0,74834.0,74699.0,135.0,0,0.0
410765,1,55729.0,55909.0,-180.0,11,197.0
400766,0,97227.0,97169.0,58.0,11,318.0
410766,1,33218.0,31853.0,1365.0,11,163.0
400767,0,95753.0,95866.0,-113.0,1,1137.0
410767,1,49897.0,48767.0,1130.0,7,387.0
400768,0,79863.0,79849.0,14.0,0,0.0
410768,1,95017.0,94790.0,227.0,11,572.0
400769,0,121480.0,120964.0,516.0,1,6515.0
410769,1,82929.0,82611.0,318.0,0,0.0
400770,0,89976.0,87245.0,2731.0,0,0.0
410770,1,77719.0,79334.0,-1615.0,1,1612.0
400771,0,96586.0,89412.0,7174.0,0,0.0
410771,1,106614.0,105015.0,1599.0,0,0.0
400772,0,77315.0,76733.0,582.0,0,0.0
410772,1,62104.0,61944.0,160.0,0,0.0
400773,0,72630.0,72836.0,-206.0,0,0.0
410773,1,94075.0,93509.0,566.0,2,3321.0
400774,0,55943.0,56103.0,-160.0,0,0.0
410774,1,65558.0,65062.0,496.0,0,0.0
400775,0,92399.0,92432.0,-33.0,0,0.0
410775,1,36189.0,35865.0,324.0,0,0.0
400776,0,133479.0,125721.0,7758.0,11,234.0
410776,1,71932.0,71253.0,679.0,0,0.0
400777,0,113368.0,113499.0,-131.0,0,0.0
410777,1,72423.0,72161.0,262.0,1,509.0
400778,0,115743.0,107418.0,8325.0,0,0.0
410778,1,109903.0,109346.0,557.0,0,0.0
400779,0,110303.0,110303.0,0.0,0,0.0
410779,1,60569.0,58066.0,2503.0,0,0.0
400780,0,65910.0,58447.0,7463.0,0,0.0
410780,1,90064.0,89881.0,183.0,0,0.0
400781,0,73805.0,72600.0,1205.0,0,0.0
410781,1,103066.0,101565.0,1501.0,11,642.0
400782,0,64968.0,64352.0,616.0,0,0.0
410782,1,109489.0,109702.0,-213.0,2,2891.0
400783,0,79413.0,79638.0,-225.0,11,54.0
410783,1,40350.0,40175.0,175.0,1,327.0
400784,0,103638.0,103954.0,-316.0,0,0.0
410784,1,129409.0,128459.0,950.0,2,164.0
400785,0,83141.0,82776.0,365.0,0,0.0
410785,1,88303.0,86342.0,1961.0,0,0.0
400786,0,101567.0,101840.0,-273.0,0,0.0
410786,1,117402.0,114700.0,2702.0,2,4629.0
400787,0,46519.0,47033.0,-514.0,1,5386.0
410787,1,59636.0,59057.0,579.0,0,0.0
400788,0,118586.0,118758.0,-172.0,2,525.0
410788,1,98186.0,95123.0,3063.0,0,0.0
400789,0,108237.0,107893.0,344.0,0,0.0
410789,1,86178.0,85769.0,409.0,11,337.0
400790,0,90206.0,89162.0,1044.0,0,0.0
410790,1,114480.0,115251.0,-771.0,0,0.0
400791,0,102538.0,101879.0,659.0,11,122.0
410791,1,78984.0,78155.0,829.0,0,0.0
400792,0,104831.0,104996.0,-165.0,0,0.0
410792,1,76419.0,75896.0,523.0,1,2120.0
400793,0,90373.0,97864.0,-7491.0,0,0.0
410793,1,108768.0,108869.0,-101.0,11,196.0
400794,0,56596.0,55475.0,1121.0,7,1169.0
410794,1,57157.0,57137.0,20.0,2,2070.0
400795,0,129235.0,136859.0,-7624.0,1,6182.0
410795,1,74890.0,75289.0,-399.0,7,1699.0
400796,0,113495.0,114862.0,-1367.0,2,963.0
410796,1,74197.0,74366.0,-169.0,0,0.0
400797,0,82452.0,82452.0,0.0,0,0.0
410797,1,56908.0,57132.0,-224.0,2,596.0
400798,0,111177.0,113765.0,-2588.0,2,883.0
410798,1,58530.0,58076.0,454.0,1,455.0
400799,0,64725.0,64626.0,99.0,0,0.0
410799,1,67650.0,63987.0,3663.0,0,0.0
400800,0,77520.0,85362.0,-7842.0,2,5714.0
410800,1,45927.0,49523.0,-3596.0,7,6493.0
400801,0,51525.0,51621.0,-96.0,0,0.0
410801,1,54217.0,60550.0,-6333.0,7,6232.0
400802,0,54537.0,54731.0,-194.0,0,0.0
410802,1,66994.0,66480.0,514.0,1,1167.0
400803,0,68993.0,68606.0,387.0,1,1834.0
410803,1,112898.0,113442.0,-544.0,2,361.0
400804,0,106560.0,96959.0,9601.0,0,0.0
410804,1,76917.0,76586.0,331.0,7,1778.0
400805,0,100579.0,100682.0,-103.0,1,1608.0
410805,1,97415.0,94272.0,3143.0,11,568.0
400806,0,70782.0,72673.0,-1891.0,1,4798.0
410806,1,102504.0,94362.0,8142.0,0,0.0
400807,0,129185.0,129107.0,78.0,11,291.0
410807,1,28559.0,32343.0,-3784.0,7,3555.0
400808,0,73197.0,73558.0,-361.0,11,74.0
410808,1,83747.0,83638.0,109.0,11,290.0
400809,0,139092.0,139796.0,-704.0,0,0.0
410809,1,73292.0,72219.0,1073.0,0,0.0
400810,0,60721.0,61379.0,-658.0,11,407.0
410810,1,79855.0,79408.0,447.0,1,304.0
400811,0,64569.0,63661.0,908.0,0,0.0
410811,1,90115.0,92851.0,-2736.0,2,1339.0
400812,0,91447.0,91850.0,-403.0,11,358.0
410812,1,66674.0,66770.0,-96.0,0,0.0
400813,0,74084.0,73688.0,396.0,0,0.0
410813,1,114129.0,113919.0,210.0,2,303.0
400814,0,79133.0,78248.0,885.0,1,665.0
410814,1,60028.0,59949.0,79.0,11,277.0
400815,0,82360.0,82840.0,-480.0,0,0.0
410815,1,56851.0,55936.0,915.0,2,630.0
400816,0,94713.0,94565.0,148.0,0,0.0
410816,1,91638.0,90455.0,1183.0,1,420.0
400817,0,115904.0,111057.0,4847.0,1,150.0
410817,1,53841.0,51656.0,2185.0,0,0.0
400818,0,108978.0,108811.0,167.0,0,0.0
410818,1,55218.0,55398.0,-180.0,1,1208.0
400819,0,134845.0,134963.0,-118.0,2,237.0
410819,1,58915.0,55722.0,3193.0,0,0.0
400820,0,86149.0,85434.0,715.0,0,0.0
410820,1,44081.0,43900.0,181.0,2,1427.0
400821,0,117033.0,122569.0,-5536.0,1,4825.0
410821,1,76562.0,74647.0,1915.0,0,0.0
400822,0,77199.0,75839.0,1360.0,4,1789.0
410822,1,51840.0,51095.0,745.0,0,0.0
400823,0,93026.0,89878.0,3148.0,1,747.0
410823,1,69651.0,69271.0,380.0,11,316.0
400824,0,49207.0,45584.0,3623.0,0,0.0
410824,1,113137.0,112762.0,375.0,1,1320.0
400825,0,114134.0,113380.0,754.0,0,0.0
410825,1,58493.0,57632.0,861.0,2,982.0
400826,0,68359.0,68981.0,-622.0,11,289.0
410826,1,71692.0,68767.0,2925.0,0,0.0
400827,0,115384.0,115198.0,186.0,0,0.0
410827,1,75006.0,73157.0,1849.0,0,0.0
400828,0,117618.0,117520.0,98.0,0,0.0
410828,1,105912.0,106510.0,-598.0,1,7312.0
400829,0,91999.0,91739.0,260.0,0,0.0
410829,1,130794.0,132067.0,-1273.0,1,130.0
400830,0,62824.0,61732.0,1092.0,11,521.0
410830,1,125710.0,125712.0,-2.0,0,0.0
400831,0,93122.0,93277.0,-155.0,0,0.0
410831,1,50077.0,49495.0,582.0,1,3852.0
400832,0,59404.0,62428.0,-3024.0,0,0.0
410832,1,63552.0,61370.0,2182.0,0,0.0
400833,0,47926.0,47456.0,470.0,0,0.0
410833,1,108164.0,108812.0,-648.0,0,0.0
400834,0,86643.0,83912.0,2731.0,0,0.0
410834,1,58543.0,58730.0,-187.0,11,214.0
400835,0,67892.0,67872.0,20.0,6,260.0
410835,1,28048.0,27527.0,521.0,11,139.0
400836,0,59039.0,55592.0,3447.0,0,0.0
410836,1,74034.0,71996.0,2038.0,1,3206.0
400837,0,95835.0,96148.0,-313.0,1,666.0
410837,1,60053.0,57929.0,2124.0,1,4077.0
400838,0,109345.0,99774.0,9571.0,2,30220.0
410838,1,68112.0,67642.0,470.0,6,254.0
400839,0,140351.0,135855.0,4496.0,1,759.0
410839,1,97234.0,96257.0,977.0,0,0.0
400840,0,102903.0,103344.0,-441.0,1,3081.0
410840,1,40459.0,40609.0,-150.0,1,2216.0
400841,0,49735.0,49694.0,41.0,1,3085.0
410841,1,90093.0,89235.0,858.0,2,2054.0
400842,0,82356.0,82284.0,72.0,6,581.0
410842,1,71984.0,71464.0,520.0,0,0.0
400843,0,94846.0,92184.0,2662.0,0,0.0
410843,1,60428.0,58519.0,1909.0,0,0.0
400844,0,76480.0,76069.0,411.0,0,0.0
410844,1,93666.0,92652.0,1014.0,6,254.0
400845,0,79508.0,78423.0,1085.0,0,0.0
410845,1,89341.0,88235.0,1106.0,2,6357.0
400846,0,73786.0,74482.0,-696.0,11,718.0
410846,1,100515.0,101327.0,-812.0,1,1782.0
400847,0,59989.0,60067.0,-78.0,11,229.0
410847,1,79711.0,79022.0,689.0,7,3255.0
400848,0,117962.0,119063.0,-1101.0,1,51.0
410848,1,72149.0,69213.0,2936.0,0,0.0
400849,0,55322.0,55012.0,310.0,1,97.0
410849,1,57284.0,57014.0,270.0,1,2171.0
400850,0,96054.0,91007.0,5047.0,1,1387.0
410850,1,92973.0,91695.0,1278.0,0,0.0
400851,0,123828.0,124944.0,-1116.0,0,0.0
410851,1,108689.0,107671.0,1018.0,0,0.0
400852,0,44418.0,44201.0,217.0,7,105.0
410852,1,135935.0,137354.0,-1419.0,1,2108.0
400853,0,60393.0,61225.0,-832.0,11,262.0
410853,1,142695.0,142736.0,-41.0,0,0.0
400854,0,72100.0,68455.0,3645.0,0,0.0
410854,1,79164.0,72843.0,6321.0,0,0.0
400855,0,39685.0,39954.0,-269.0,7,2144.0
410855,1,104029.0,103040.0,989.0,0,0.0
400856,0,62079.0,59287.0,2792.0,1,4890.0
410856,1,86267.0,84923.0,1344.0,0,0.0
400857,0,118074.0,117868.0,206.0,0,0.0
410857,1,83293.0,83557.0,-264.0,6,253.0
400858,0,116551.0,116932.0,-381.0,0,0.0
410858,1,76252.0,77479.0,-1227.0,7,1068.0
400859,0,97603.0,97603.0,0.0,0,0.0
410859,1,95012.0,93920.0,1092.0,11,473.0
400860,0,65624.0,64335.0,1289.0,0,0.0
410860,1,30728.0,30759.0,-31.0,1,1488.0
400861,0,135081.0,135613.0,-532.0,0,0.0
410861,1,68772.0,68225.0,547.0,7,1756.0
400862,0,64517.0,65343.0,-826.0,11,1077.0
410862,1,82630.0,81264.0,1366.0,1,6821.0
400863,0,39933.0,40225.0,-292.0,1,211.0
410863,1,75276.0,75886.0,-610.0,11,297.0
400864,0,80293.0,79279.0,1014.0,0,0.0
410864,1,121973.0,125600.0,-3627.0,2,1532.0
