seed,step,day,hour,money,unlocked_quads,num_hands,num_plants,num_cows,shed_straw,shed_milk,shed_wheat,p_straw,p_milk,p_melon,opp_money,opp_quads,final_baseline_reward,is_stall,rescue_wheat_reward,rescue_hire1_reward,rescue_hire2_reward
2277,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,81150.00,0,81110.00,66808.00,59804.00
2277,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,81150.00,0,80732.00,53990.00,65324.00
2277,144,6,0,635.00,1,0,18,4,0,0,14,141.00,181.00,267.00,635.00,1,81150.00,0,81110.00,80681.00,80572.00
2277,168,7,0,1797.00,1,0,18,4,0,0,17,142.00,191.00,268.00,1797.00,1,81150.00,0,81650.00,61479.00,61518.00
2278,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,79476.00,0,45154.00,62404.00,68133.00
2278,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,79476.00,0,79503.00,79586.00,79531.00
2278,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,79476.00,0,79275.00,81034.00,87343.00
2278,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,79476.00,0,79384.00,71686.00,71953.00
2278,96,4,0,788.00,1,0,19,3,0,0,11,147.00,187.00,264.00,788.00,1,79476.00,0,79462.00,36909.00,78465.00
2278,120,5,0,621.00,1,0,19,3,0,0,35,155.00,196.00,266.00,621.00,1,79476.00,0,79607.00,91975.00,103934.00
2278,144,6,0,652.00,1,0,18,4,0,0,14,161.00,203.00,267.00,652.00,1,79476.00,0,79632.00,72397.00,72784.00
2278,168,7,0,1654.00,1,0,18,4,0,0,17,167.00,208.00,268.00,1654.00,1,79476.00,0,79507.00,71152.00,71202.00
2279,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,132171.00,0,71974.00,47930.00,67767.00
2279,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,132171.00,0,132162.00,132180.00,132180.00
2279,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,132171.00,0,132093.00,128508.00,130405.00
2279,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,132171.00,0,132078.00,122658.00,123135.00
2279,96,4,0,787.00,1,0,19,3,0,0,11,147.00,187.00,264.00,787.00,1,132171.00,0,132068.00,53126.00,108580.00
2279,120,5,0,620.00,1,0,19,3,0,0,35,155.00,196.00,266.00,620.00,1,132171.00,0,132086.00,122219.00,100516.00
2279,144,6,0,635.00,1,0,18,4,0,0,14,161.00,203.00,267.00,635.00,1,132171.00,0,132127.00,115771.00,123392.00
2279,168,7,0,1652.00,1,0,18,4,0,0,17,171.00,213.00,268.00,1652.00,1,132171.00,0,132148.00,129113.00,129125.00
2280,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,64194.00,0,31602.00,14094.00,53553.00
2280,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,64194.00,0,64404.00,64069.00,64067.00
2280,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,64194.00,0,63912.00,80889.00,53058.00
2280,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,64194.00,0,64246.00,58056.00,29881.00
2280,96,4,0,788.00,1,0,19,3,0,0,11,137.00,177.00,264.00,788.00,1,64194.00,0,64122.00,41917.00,73510.00
2280,120,5,0,621.00,1,0,19,3,0,0,35,139.00,179.00,266.00,621.00,1,64194.00,0,64025.00,43861.00,57616.00
2280,144,6,0,652.00,1,0,18,4,0,0,14,141.00,181.00,267.00,652.00,1,64194.00,0,64135.00,71044.00,62418.00
2280,168,7,0,1654.00,1,0,18,4,0,0,17,150.00,191.00,268.00,1654.00,1,64194.00,0,64015.00,40870.00,40824.00
2281,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,43860.00,1,39244.00,24178.00,60930.00
2281,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,43860.00,1,51686.00,43697.00,43623.00
2281,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,43860.00,1,51293.00,46996.00,67707.00
2281,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,43860.00,1,51957.00,62162.00,58456.00
2281,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,43860.00,1,51963.00,11414.00,59217.00
2281,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,43860.00,1,51954.00,43296.00,33077.00
2281,144,6,0,635.00,1,0,18,4,0,0,14,141.00,181.00,267.00,635.00,1,43860.00,1,51955.00,61735.00,37429.00
2281,168,7,0,1649.00,1,0,18,4,0,0,17,150.00,183.00,268.00,1649.00,1,43860.00,1,51415.00,52920.00,52953.00
2282,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,108673.00,0,76701.00,65904.00,68841.00
2282,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,108673.00,0,109057.00,108571.00,108458.00
2282,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,108673.00,0,108564.00,112946.00,124967.00
2282,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,108673.00,0,108310.00,65936.00,66087.00
2282,96,4,0,787.00,1,0,19,3,0,0,11,147.00,187.00,264.00,787.00,1,108673.00,0,108822.00,54925.00,82834.00
2282,120,5,0,620.00,1,0,19,3,0,0,35,155.00,196.00,266.00,620.00,1,108673.00,0,108531.00,107112.00,113519.00
2282,144,6,0,635.00,1,0,18,4,0,0,14,161.00,203.00,267.00,635.00,1,108673.00,0,108783.00,103027.00,112908.00
2282,168,7,0,1649.00,1,0,18,4,0,0,17,171.00,208.00,268.00,1557.00,1,108673.00,0,108579.00,105518.00,105925.00
2283,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,75308.00,0,58901.00,45195.00,57598.00
2283,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,75308.00,0,74864.00,74868.00,74934.00
2283,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,75308.00,0,74902.00,47379.00,68621.00
2283,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,75308.00,0,74930.00,42137.00,57248.00
2283,96,4,0,788.00,1,0,19,3,0,0,11,137.00,177.00,264.00,788.00,1,75308.00,0,74772.00,40777.00,65271.00
2283,120,5,0,621.00,1,0,19,3,0,0,35,139.00,179.00,266.00,621.00,1,75308.00,0,74943.00,67994.00,69761.00
2283,144,6,0,652.00,1,0,18,4,0,0,14,141.00,181.00,267.00,652.00,1,75308.00,0,74753.00,81863.00,81881.00
2283,168,7,0,1654.00,1,0,18,4,0,0,17,150.00,191.00,268.00,1654.00,1,75308.00,0,74918.00,72086.00,72623.00
2284,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,63916.00,0,56536.00,42504.00,59531.00
2284,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,63916.00,0,63550.00,63916.00,63952.00
2284,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,63916.00,0,63874.00,69141.00,66748.00
2284,72,3,0,216.00,1,0,18,3,0,0,12,135.00,175.00,262.00,216.00,1,63916.00,0,63797.00,54126.00,57236.00
2284,96,4,0,788.00,1,0,18,3,0,0,11,137.00,177.00,264.00,788.00,1,63916.00,0,63911.00,44216.00,73367.00
2284,120,5,0,621.00,1,0,18,3,0,0,35,139.00,179.00,266.00,621.00,1,63916.00,0,63791.00,37637.00,38421.00
2284,144,6,0,652.00,1,0,17,4,0,0,14,141.00,181.00,267.00,652.00,1,63916.00,0,63699.00,63766.00,55623.00
2284,168,7,0,1725.00,1,0,17,4,0,0,17,142.00,183.00,268.00,1725.00,1,63916.00,0,63886.00,69331.00,88898.00
2285,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,107124.00,0,102652.00,98533.00,48260.00
2285,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,107124.00,0,107145.00,107138.00,107089.00
2285,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,107124.00,0,107021.00,120373.00,113383.00
2285,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,107124.00,0,107069.00,92784.00,121365.00
2285,96,4,0,788.00,1,0,19,3,0,0,11,147.00,187.00,264.00,788.00,1,107124.00,0,107087.00,101161.00,101584.00
2285,120,5,0,621.00,1,0,19,3,0,0,35,155.00,196.00,266.00,621.00,1,107124.00,0,107208.00,121004.00,97482.00
2285,144,6,0,652.00,1,0,18,4,0,0,14,161.00,203.00,267.00,652.00,1,107124.00,0,107099.00,105501.00,105023.00
2285,168,7,0,1725.00,1,0,18,4,0,0,17,167.00,208.00,268.00,1725.00,1,107124.00,0,107102.00,106924.00,107593.00
2286,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,47655.00,1,72794.00,40165.00,91616.00
2286,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,47655.00,1,47582.00,47706.00,47556.00
2286,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,47655.00,1,47574.00,56044.00,41095.00
2286,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,47655.00,1,47649.00,63721.00,56936.00
2286,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,47655.00,1,47656.00,27420.00,49965.00
2286,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,47655.00,1,47580.00,64218.00,41851.00
2286,144,6,0,635.00,1,0,18,4,0,0,14,141.00,181.00,267.00,635.00,1,47655.00,1,47677.00,70689.00,44884.00
2286,168,7,0,1649.00,1,0,18,4,0,0,17,142.00,191.00,268.00,1649.00,1,47655.00,1,47631.00,69312.00,69400.00
2287,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,67876.00,0,92937.00,45744.00,59769.00
2287,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,67876.00,0,67904.00,67982.00,67866.00
2287,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,67876.00,0,67839.00,80376.00,50056.00
2287,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,67876.00,0,67836.00,64898.00,64947.00
2287,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,67876.00,0,67827.00,35032.00,68085.00
2287,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,67876.00,0,67948.00,48464.00,86960.00
2287,144,6,0,635.00,1,0,18,3,0,0,15,141.00,181.00,267.00,635.00,1,67876.00,0,68025.00,89193.00,78346.00
2287,168,7,0,1649.00,1,0,18,3,0,0,19,150.00,191.00,268.00,1649.00,1,67876.00,0,67846.00,69588.00,89249.00
2288,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,103430.00,0,43409.00,37746.00,40307.00
2288,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,103430.00,0,103420.00,103438.00,103439.00
2288,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,103430.00,0,103397.00,86585.00,107215.00
2288,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,103430.00,0,103340.00,62260.00,71140.00
2288,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,103430.00,0,103399.00,45221.00,86139.00
2288,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,103430.00,0,103400.00,51532.00,78896.00
2288,144,6,0,652.00,1,0,18,4,0,0,14,161.00,181.00,267.00,652.00,1,103430.00,0,103389.00,102860.00,103707.00
2288,168,7,0,1655.00,1,0,18,4,0,0,17,171.00,191.00,268.00,1655.00,1,103430.00,0,103385.00,101386.00,101559.00
2289,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,95554.00,0,117079.00,59200.00,81491.00
2289,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,95554.00,0,95593.00,95611.00,95611.00
2289,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,95554.00,0,95790.00,118235.00,119062.00
2289,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,95554.00,0,95571.00,76856.00,83150.00
2289,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,95554.00,0,95348.00,45325.00,99949.00
2289,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,95554.00,0,95482.00,69202.00,104532.00
2289,144,6,0,652.00,1,0,18,4,0,0,14,161.00,181.00,267.00,652.00,1,95554.00,0,95561.00,98774.00,99936.00
2289,168,7,0,1655.00,1,0,18,4,0,0,17,171.00,191.00,268.00,1655.00,1,95554.00,0,95717.00,122004.00,122168.00
2290,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,90426.00,0,83637.00,49363.00,48391.00
2290,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,90426.00,0,90324.00,90184.00,90378.00
2290,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,90426.00,0,89953.00,69394.00,64903.00
2290,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,90426.00,0,89869.00,73257.00,76559.00
2290,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,90426.00,0,90553.00,61703.00,71151.00
2290,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,90426.00,0,90205.00,93542.00,84982.00
2290,144,6,0,635.00,1,0,18,4,0,0,14,141.00,181.00,267.00,635.00,1,90426.00,0,89460.00,77432.00,83401.00
2290,168,7,0,1797.00,1,0,18,4,0,0,17,150.00,183.00,268.00,1797.00,1,90426.00,0,90171.00,69529.00,75643.00
2291,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,73678.00,0,51778.00,57324.00,92643.00
2291,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,73678.00,0,74063.00,73659.00,74327.00
2291,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,73678.00,0,73602.00,114534.00,84921.00
2291,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,73678.00,0,73915.00,89248.00,63005.00
2291,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,73678.00,0,73624.00,47646.00,95088.00
2291,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,73678.00,0,72964.00,71735.00,87343.00
2291,144,6,0,652.00,1,0,18,4,0,0,14,161.00,181.00,267.00,652.00,1,73678.00,0,73889.00,53406.00,68760.00
2291,168,7,0,1654.00,1,0,18,4,0,0,17,171.00,191.00,268.00,1654.00,1,73678.00,0,73290.00,67306.00,68454.00
2292,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,77239.00,0,113811.00,60067.00,90867.00
2292,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,77239.00,0,77220.00,77239.00,77252.00
2292,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,77239.00,0,77294.00,80312.00,93539.00
2292,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,77239.00,0,77171.00,76251.00,78635.00
2292,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,77239.00,0,77202.00,87114.00,88467.00
2292,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,77239.00,0,76956.00,69282.00,93944.00
2292,144,6,0,652.00,1,0,18,4,0,0,14,161.00,181.00,267.00,652.00,1,77239.00,0,77199.00,113730.00,106140.00
2292,168,7,0,1725.00,1,0,18,4,0,0,17,167.00,183.00,268.00,1725.00,1,77239.00,0,76904.00,114297.00,102414.00
2293,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,64025.00,0,95363.00,52759.00,77309.00
2293,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,64025.00,0,64007.00,64183.00,63919.00
2293,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,64025.00,0,63952.00,77815.00,58832.00
2293,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,64025.00,0,63989.00,81802.00,68461.00
2293,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,64025.00,0,63327.00,58786.00,88833.00
2293,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,64025.00,0,63971.00,81738.00,61426.00
2293,144,6,0,635.00,1,0,18,4,0,0,14,141.00,181.00,267.00,635.00,1,64025.00,0,63985.00,56778.00,61901.00
2293,168,7,0,1723.00,1,0,18,4,0,0,17,142.00,183.00,268.00,1723.00,1,64025.00,0,63985.00,64330.00,64252.00
2294,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,61522.00,0,76916.00,97843.00,106017.00
2294,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,61522.00,0,61949.00,61976.00,61876.00
2294,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,61522.00,0,63265.00,54291.00,71602.00
2294,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,61522.00,0,63244.00,36844.00,78670.00
2294,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,61522.00,0,63244.00,31776.00,51708.00
2294,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,61522.00,0,63397.00,41841.00,81343.00
2294,144,6,0,652.00,1,0,18,4,0,0,14,161.00,181.00,267.00,652.00,1,61522.00,0,63235.00,54362.00,53437.00
2294,168,7,0,1654.00,1,0,18,4,0,0,17,167.00,183.00,268.00,1654.00,1,61522.00,0,63247.00,54004.00,41601.00
2295,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,84623.00,0,65823.00,59479.00,65198.00
2295,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,84623.00,0,84367.00,84386.00,84408.00
2295,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,84623.00,0,84096.00,94919.00,106552.00
2295,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,84623.00,0,84237.00,60126.00,65331.00
2295,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,84623.00,0,84084.00,66636.00,66274.00
2295,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,84623.00,0,84015.00,52818.00,80071.00
2295,144,6,0,635.00,1,0,18,4,0,0,14,141.00,181.00,267.00,635.00,1,84623.00,0,84084.00,94138.00,74607.00
2295,168,7,0,1797.00,1,0,18,4,0,0,17,150.00,183.00,268.00,1797.00,1,84623.00,0,84106.00,93218.00,77701.00
2296,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,125720.00,0,90845.00,52490.00,52095.00
2296,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,125720.00,0,125507.00,125555.00,125511.00
2296,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,125720.00,0,125498.00,125553.00,133942.00
2296,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,125720.00,0,125665.00,102631.00,97416.00
2296,96,4,0,788.00,1,0,19,3,0,0,11,147.00,187.00,264.00,788.00,1,125720.00,0,125497.00,47504.00,84935.00
2296,120,5,0,621.00,1,0,19,3,0,0,35,155.00,196.00,266.00,621.00,1,125720.00,0,124425.00,56768.00,113077.00
2296,144,6,0,652.00,1,0,18,4,0,0,14,161.00,203.00,267.00,652.00,1,125720.00,0,124973.00,91802.00,91968.00
2296,168,7,0,1655.00,1,0,18,4,0,0,17,171.00,208.00,268.00,1655.00,1,125720.00,0,125479.00,51381.00,51314.00
2297,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,120545.00,0,118625.00,27172.00,106679.00
2297,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,120545.00,0,120502.00,120546.00,120684.00
2297,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,120545.00,0,120463.00,82166.00,82569.00
2297,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,120545.00,0,120725.00,79571.00,68659.00
2297,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,120545.00,0,120509.00,90529.00,79588.00
2297,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,120545.00,0,120505.00,66859.00,82541.00
2297,144,6,0,652.00,1,0,18,4,0,0,14,161.00,181.00,267.00,652.00,1,120545.00,0,120505.00,117932.00,86450.00
2297,168,7,0,1725.00,1,0,18,4,0,0,17,167.00,183.00,268.00,1725.00,1,120545.00,0,120500.00,75797.00,75808.00
2298,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,83140.00,0,66518.00,44448.00,81770.00
2298,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,83140.00,0,83126.00,83472.00,83235.00
2298,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,83140.00,0,83439.00,74152.00,68967.00
2298,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,83140.00,0,82660.00,82675.00,92235.00
2298,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,83140.00,0,82964.00,84942.00,83672.00
2298,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,83140.00,0,82842.00,78686.00,74724.00
2298,144,6,0,635.00,1,0,18,4,0,0,14,141.00,181.00,267.00,635.00,1,83140.00,0,82870.00,81032.00,93461.00
2298,168,7,0,1797.00,1,0,18,4,0,0,17,150.00,183.00,268.00,1797.00,1,83140.00,0,82859.00,78389.00,94917.00
2299,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,98585.00,0,86356.00,53686.00,75801.00
2299,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,98585.00,0,98552.00,98571.00,98525.00
2299,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,98585.00,0,98517.00,80342.00,74884.00
2299,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,98585.00,0,98274.00,67610.00,68356.00
2299,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,98585.00,0,98531.00,72882.00,84236.00
2299,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,98585.00,0,98531.00,45601.00,98590.00
2299,144,6,0,652.00,1,0,18,4,0,0,14,161.00,181.00,267.00,652.00,1,98585.00,0,98428.00,95717.00,80472.00
2299,168,7,0,1725.00,1,0,18,4,0,0,17,167.00,183.00,268.00,1725.00,1,98585.00,0,98703.00,73828.00,87860.00
2300,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,70864.00,0,73553.00,51134.00,39102.00
2300,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,70864.00,0,70838.00,70861.00,70490.00
2300,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,70864.00,0,70667.00,69848.00,91182.00
2300,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,70864.00,0,70821.00,44509.00,64193.00
2300,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,70864.00,0,70859.00,6250.00,46832.00
2300,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,70864.00,0,70821.00,68981.00,97194.00
2300,144,6,0,652.00,1,0,18,4,0,0,14,161.00,181.00,267.00,652.00,1,70864.00,0,70810.00,91177.00,75050.00
2300,168,7,0,1655.00,1,0,18,4,0,0,17,167.00,183.00,268.00,1655.00,1,70864.00,0,70855.00,75839.00,55550.00
2301,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,52504.00,0,57330.00,38366.00,58969.00
2301,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,52504.00,0,52441.00,52050.00,52502.00
2301,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,52504.00,0,52738.00,82396.00,41951.00
2301,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,52504.00,0,52462.00,54914.00,25864.00
2301,96,4,0,788.00,1,0,19,3,0,0,11,137.00,177.00,264.00,788.00,1,52504.00,0,52466.00,33062.00,73520.00
2301,120,5,0,621.00,1,0,19,3,0,0,35,139.00,179.00,266.00,621.00,1,52504.00,0,52462.00,32150.00,64526.00
2301,144,6,0,652.00,1,0,18,4,0,0,14,141.00,181.00,267.00,652.00,1,52504.00,0,52259.00,31832.00,31244.00
2301,168,7,0,1655.00,1,0,18,4,0,0,17,142.00,191.00,268.00,1655.00,1,52504.00,0,52456.00,47454.00,47509.00
2302,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,118128.00,0,116711.00,22115.00,51994.00
2302,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,118128.00,0,118238.00,118153.00,118143.00
2302,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,118128.00,0,118033.00,130939.00,115530.00
2302,72,3,0,216.00,1,0,18,3,0,0,12,135.00,175.00,262.00,216.00,1,118128.00,0,118219.00,122172.00,122776.00
2302,96,4,0,788.00,1,0,18,3,0,0,11,147.00,187.00,264.00,788.00,1,118128.00,0,118121.00,39575.00,101063.00
2302,120,5,0,621.00,1,0,18,3,0,0,35,155.00,196.00,266.00,621.00,1,118128.00,0,118063.00,54328.00,123561.00
2302,144,6,0,652.00,1,0,17,4,0,0,14,161.00,203.00,267.00,652.00,1,118128.00,0,118222.00,108975.00,108969.00
2302,168,7,0,1655.00,1,0,17,4,0,0,17,171.00,208.00,268.00,1655.00,1,118128.00,0,118114.00,108260.00,108297.00
2303,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,53990.00,0,61619.00,26603.00,56793.00
