seed,opp_type,t0_cash,t0_p_milk,t0_p_straw,t0_shed_wheat,t0_shed_milk,t0_cows,t0_sheep,t0_hands,t0_quads,t0_unwatered,t0_opp_cash,t0_opp_straws,t1_cash,t1_p_milk,t1_p_straw,t1_shed_wheat,t1_shed_milk,t1_cows,t1_sheep,t1_hands,t1_quads,t1_unwatered,t1_opp_cash,t1_opp_straws,t2_cash,t2_p_milk,t2_p_straw,t2_shed_wheat,t2_shed_milk,t2_cows,t2_sheep,t2_hands,t2_quads,t2_unwatered,t2_opp_cash,t2_opp_straws,t3_cash,t3_p_milk,t3_p_straw,t3_shed_wheat,t3_shed_milk,t3_cows,t3_sheep,t3_hands,t3_quads,t3_unwatered,t3_opp_cash,t3_opp_straws,t4_cash,t4_p_milk,t4_p_straw,t4_shed_wheat,t4_shed_milk,t4_cows,t4_sheep,t4_hands,t4_quads,t4_unwatered,t4_opp_cash,t4_opp_straws,score_a0,score_a1,score_a2,score_a3,score_a4,score_a5,best_a,gain_vs_a0
120060,0,895.0,185.0,171.0,1,0,5,2,8,2,1,895.0,6,928.0,185.0,172.0,5,0,5,2,0,2,6,928.0,6,1155.0,186.0,173.0,4,0,5,2,3,2,6,1155.0,6,739.0,186.0,173.0,10,0,5,2,6,2,6,739.0,6,637.0,186.0,173.0,7,0,5,2,9,2,6,637.0,6,72123.0,61549.0,70958.0,72123.0,72115.0,72123.0,0,0.0
120060,1,895.0,185.0,171.0,1,0,5,2,8,2,1,895.0,6,928.0,185.0,172.0,5,0,5,2,0,2,6,928.0,6,1155.0,186.0,173.0,4,0,5,2,3,2,6,1155.0,6,739.0,186.0,173.0,10,0,5,2,6,2,6,739.0,6,637.0,186.0,173.0,7,0,5,2,9,2,6,637.0,6,72226.0,61686.0,71127.0,72226.0,72218.0,72226.0,0,0.0
120060,2,883.0,185.0,171.0,1,0,5,2,8,2,1,895.0,6,916.0,185.0,172.0,5,0,5,2,0,2,6,895.0,6,1143.0,186.0,173.0,4,0,5,2,3,2,6,1122.0,6,727.0,186.0,173.0,10,0,5,2,6,2,6,706.0,6,625.0,186.0,173.0,7,0,5,2,9,2,6,604.0,6,71937.0,61996.0,71229.0,71937.0,72206.0,71937.0,4,269.0
120060,3,883.0,185.0,171.0,1,0,5,2,8,2,1,895.0,6,916.0,185.0,172.0,5,0,5,2,0,2,6,895.0,6,1143.0,186.0,173.0,4,0,5,2,3,2,6,1122.0,6,727.0,186.0,173.0,10,0,5,2,6,2,6,706.0,6,625.0,186.0,173.0,7,0,5,2,9,2,6,604.0,6,71937.0,61996.0,71229.0,71937.0,72206.0,71937.0,4,269.0
120061,0,895.0,185.0,144.0,1,0,5,2,8,2,1,895.0,6,928.0,185.0,144.0,5,0,5,2,0,2,6,928.0,6,1155.0,186.0,145.0,4,0,5,2,3,2,6,1155.0,6,739.0,186.0,145.0,10,0,5,2,6,2,6,739.0,6,637.0,186.0,145.0,7,0,5,2,9,2,6,637.0,6,58289.0,54314.0,57588.0,58289.0,58281.0,58289.0,0,0.0
120061,1,895.0,185.0,144.0,1,0,5,2,8,2,1,895.0,6,928.0,185.0,144.0,5,0,5,2,0,2,6,928.0,6,1155.0,186.0,145.0,4,0,5,2,3,2,6,1155.0,6,739.0,186.0,145.0,10,0,5,2,6,2,6,739.0,6,637.0,186.0,145.0,7,0,5,2,9,2,6,637.0,6,58475.0,54354.0,57686.0,58475.0,58467.0,58475.0,0,0.0
120061,2,883.0,185.0,144.0,1,0,5,2,8,2,1,895.0,6,916.0,185.0,144.0,5,0,5,2,0,2,6,895.0,6,1143.0,186.0,145.0,4,0,5,2,3,2,6,1122.0,6,727.0,186.0,145.0,10,0,5,2,6,2,6,706.0,6,625.0,186.0,145.0,7,0,5,2,9,2,6,604.0,6,57934.0,54028.0,57414.0,57934.0,58196.0,57934.0,4,262.0
120061,3,883.0,185.0,144.0,1,0,5,2,8,2,1,895.0,6,916.0,185.0,144.0,5,0,5,2,0,2,6,895.0,6,1143.0,186.0,145.0,4,0,5,2,3,2,6,1122.0,6,727.0,186.0,145.0,10,0,5,2,6,2,6,706.0,6,625.0,186.0,145.0,7,0,5,2,9,2,6,604.0,6,57934.0,54028.0,57414.0,57934.0,58196.0,57934.0,4,262.0
120062,0,826.0,185.0,171.0,1,0,5,2,8,2,1,826.0,6,860.0,185.0,172.0,5,0,5,2,0,2,6,860.0,6,1086.0,186.0,173.0,4,0,5,2,3,2,6,1086.0,6,666.0,186.0,173.0,10,0,5,2,6,2,6,666.0,6,564.0,186.0,173.0,7,0,5,2,9,2,6,564.0,6,74060.0,72762.0,63720.0,74060.0,74060.0,74060.0,0,0.0
120062,1,826.0,185.0,171.0,1,0,5,2,8,2,1,826.0,6,860.0,185.0,172.0,5,0,5,2,0,2,6,860.0,6,1086.0,186.0,173.0,4,0,5,2,3,2,6,1086.0,6,666.0,186.0,173.0,10,0,5,2,6,2,6,666.0,6,564.0,186.0,173.0,7,0,5,2,9,2,6,564.0,6,74377.0,74179.0,64153.0,74377.0,74377.0,74377.0,0,0.0
120062,2,818.0,185.0,171.0,1,0,5,2,8,2,1,823.0,6,851.0,185.0,172.0,5,0,5,2,0,2,6,822.0,6,1077.0,186.0,173.0,4,0,5,2,3,2,6,1048.0,6,657.0,186.0,173.0,10,0,5,2,6,2,6,628.0,6,554.0,186.0,173.0,7,0,5,2,9,2,6,525.0,6,74371.0,53720.0,59093.0,74371.0,74371.0,74371.0,0,0.0
120062,3,818.0,185.0,171.0,1,0,5,2,8,2,1,823.0,6,851.0,185.0,172.0,5,0,5,2,0,2,6,822.0,6,1077.0,186.0,173.0,4,0,5,2,3,2,6,1048.0,6,657.0,186.0,173.0,10,0,5,2,6,2,6,628.0,6,554.0,186.0,173.0,7,0,5,2,9,2,6,525.0,6,74371.0,74674.0,59093.0,74371.0,74371.0,74371.0,1,303.0
120063,0,826.0,220.0,171.0,1,0,5,2,8,2,1,826.0,6,860.0,221.0,172.0,5,0,5,2,0,2,6,860.0,6,1086.0,223.0,173.0,4,0,5,2,3,2,6,1086.0,6,666.0,223.0,173.0,10,0,5,2,6,2,6,666.0,6,564.0,223.0,173.0,7,0,5,2,9,2,6,564.0,6,100865.0,98129.0,100036.0,100865.0,100367.0,100865.0,0,0.0
120063,1,826.0,220.0,171.0,1,0,5,2,8,2,1,826.0,6,860.0,221.0,172.0,5,0,5,2,0,2,6,860.0,6,1086.0,223.0,173.0,4,0,5,2,3,2,6,1086.0,6,666.0,223.0,173.0,10,0,5,2,6,2,6,666.0,6,564.0,223.0,173.0,7,0,5,2,9,2,6,564.0,6,102208.0,99674.0,101362.0,102208.0,101710.0,102208.0,0,0.0
120063,2,818.0,220.0,171.0,1,0,5,2,8,2,1,823.0,6,851.0,221.0,172.0,5,0,5,2,0,2,6,822.0,6,1077.0,223.0,173.0,4,0,5,2,3,2,6,1048.0,6,657.0,223.0,173.0,10,0,5,2,6,2,6,628.0,6,554.0,223.0,173.0,7,0,5,2,9,2,6,525.0,6,102590.0,99946.0,92748.0,102590.0,102093.0,102590.0,0,0.0
120063,3,818.0,220.0,171.0,1,0,5,2,8,2,1,823.0,6,851.0,221.0,172.0,5,0,5,2,0,2,6,822.0,6,1077.0,223.0,173.0,4,0,5,2,3,2,6,1048.0,6,657.0,223.0,173.0,10,0,5,2,6,2,6,628.0,6,554.0,223.0,173.0,7,0,5,2,9,2,6,525.0,6,102577.0,99942.0,101632.0,102577.0,102107.0,102577.0,0,0.0
120064,0,814.0,185.0,157.0,1,0,5,2,8,2,1,814.0,6,846.0,185.0,158.0,5,0,5,2,0,2,6,846.0,6,1074.0,186.0,159.0,4,0,5,2,3,2,6,1074.0,6,665.0,186.0,159.0,10,0,5,2,6,2,6,665.0,6,564.0,186.0,159.0,7,0,5,2,9,2,6,564.0,6,69931.0,78875.0,36527.0,69931.0,69931.0,69931.0,1,8944.0
120064,1,814.0,185.0,157.0,1,0,5,2,8,2,1,814.0,6,846.0,185.0,158.0,5,0,5,2,0,2,6,846.0,6,1074.0,186.0,159.0,4,0,5,2,3,2,6,1074.0,6,665.0,186.0,159.0,10,0,5,2,6,2,6,665.0,6,564.0,186.0,159.0,7,0,5,2,9,2,6,564.0,6,70417.0,80336.0,36675.0,70417.0,70417.0,70417.0,1,9919.0
120064,2,803.0,185.0,157.0,1,0,5,2,8,2,1,815.0,6,835.0,185.0,158.0,5,0,5,2,0,2,6,815.0,6,1063.0,186.0,159.0,4,0,5,2,3,2,6,1043.0,6,654.0,186.0,159.0,10,0,5,2,6,2,6,634.0,6,553.0,186.0,159.0,7,0,5,2,9,2,6,533.0,6,60588.0,74764.0,64569.0,60588.0,60588.0,60588.0,1,14176.0
120064,3,803.0,185.0,157.0,1,0,5,2,8,2,1,815.0,6,835.0,185.0,158.0,5,0,5,2,0,2,6,815.0,6,1063.0,186.0,159.0,4,0,5,2,3,2,6,1043.0,6,654.0,186.0,159.0,10,0,5,2,6,2,6,634.0,6,553.0,186.0,159.0,7,0,5,2,9,2,6,533.0,6,60588.0,80444.0,64569.0,60588.0,60588.0,60588.0,1,19856.0
120065,0,826.0,198.0,171.0,1,0,5,2,8,2,1,826.0,6,860.0,199.0,172.0,5,0,5,2,0,2,6,860.0,6,1086.0,201.0,173.0,4,0,5,2,3,2,6,1086.0,6,666.0,201.0,173.0,10,0,5,2,6,2,6,666.0,6,564.0,201.0,173.0,7,0,5,2,9,2,6,564.0,6,68622.0,95866.0,67750.0,68622.0,66479.0,68622.0,1,27244.0
120065,1,826.0,198.0,171.0,1,0,5,2,8,2,1,826.0,6,860.0,199.0,172.0,5,0,5,2,0,2,6,860.0,6,1086.0,201.0,173.0,4,0,5,2,3,2,6,1086.0,6,666.0,201.0,173.0,10,0,5,2,6,2,6,666.0,6,564.0,201.0,173.0,7,0,5,2,9,2,6,564.0,6,70305.0,97680.0,69137.0,70305.0,68665.0,70305.0,1,27375.0
120065,2,818.0,198.0,171.0,1,0,5,2,8,2,1,823.0,6,851.0,199.0,172.0,5,0,5,2,0,2,6,822.0,6,1077.0,201.0,173.0,4,0,5,2,3,2,6,1048.0,6,657.0,201.0,173.0,10,0,5,2,6,2,6,628.0,6,554.0,201.0,173.0,7,0,5,2,9,2,6,525.0,6,70900.0,98547.0,69778.0,70900.0,45327.0,70900.0,1,27647.0
120065,3,818.0,198.0,171.0,1,0,5,2,8,2,1,823.0,6,851.0,199.0,172.0,5,0,5,2,0,2,6,822.0,6,1077.0,201.0,173.0,4,0,5,2,3,2,6,1048.0,6,657.0,201.0,173.0,10,0,5,2,6,2,6,628.0,6,554.0,201.0,173.0,7,0,5,2,9,2,6,525.0,6,70900.0,98547.0,69778.0,70900.0,45327.0,70900.0,1,27647.0
120066,0,826.0,213.0,144.0,1,0,5,2,8,2,1,826.0,6,860.0,214.0,144.0,5,0,5,2,0,2,6,860.0,6,1086.0,215.0,145.0,4,0,5,2,3,2,6,1086.0,6,666.0,215.0,145.0,10,0,5,2,6,2,6,666.0,6,564.0,215.0,145.0,7,0,5,2,9,2,6,564.0,6,68594.0,116877.0,68752.0,68594.0,68093.0,68594.0,1,48283.0
120066,1,826.0,213.0,144.0,1,0,5,2,8,2,1,826.0,6,860.0,214.0,144.0,5,0,5,2,0,2,6,860.0,6,1086.0,215.0,145.0,4,0,5,2,3,2,6,1086.0,6,666.0,215.0,145.0,10,0,5,2,6,2,6,666.0,6,564.0,215.0,145.0,7,0,5,2,9,2,6,564.0,6,70709.0,119002.0,70569.0,70709.0,70208.0,70709.0,1,48293.0
120066,2,818.0,213.0,144.0,1,0,5,2,8,2,1,823.0,6,851.0,214.0,144.0,5,0,5,2,0,2,6,822.0,6,1077.0,215.0,145.0,4,0,5,2,3,2,6,1048.0,6,657.0,215.0,145.0,10,0,5,2,6,2,6,628.0,6,554.0,215.0,145.0,7,0,5,2,9,2,6,525.0,6,70789.0,119500.0,71614.0,70789.0,70292.0,70789.0,1,48711.0
120066,3,818.0,213.0,144.0,1,0,5,2,8,2,1,823.0,6,851.0,214.0,144.0,5,0,5,2,0,2,6,822.0,6,1077.0,215.0,145.0,4,0,5,2,3,2,6,1048.0,6,657.0,215.0,145.0,10,0,5,2,6,2,6,628.0,6,554.0,215.0,145.0,7,0,5,2,9,2,6,525.0,6,70649.0,119524.0,70820.0,70649.0,70148.0,70649.0,1,48875.0
120067,0,826.0,185.0,144.0,1,0,5,2,8,2,1,647.0,6,860.0,185.0,144.0,5,0,5,2,0,2,6,747.0,6,1088.0,186.0,145.0,4,0,5,2,3,2,6,975.0,6,668.0,186.0,145.0,10,0,5,2,6,2,6,555.0,6,566.0,186.0,145.0,7,0,5,2,9,2,6,453.0,6,51637.0,52414.0,38082.0,51637.0,51637.0,51637.0,1,777.0
120067,1,826.0,185.0,144.0,1,0,5,2,8,2,1,647.0,6,860.0,185.0,144.0,5,0,5,2,0,2,6,747.0,6,1088.0,186.0,145.0,4,0,5,2,3,2,6,975.0,6,668.0,186.0,145.0,10,0,5,2,6,2,6,555.0,6,566.0,186.0,145.0,7,0,5,2,9,2,6,453.0,6,51898.0,52535.0,38169.0,51898.0,51898.0,51898.0,1,637.0
120067,2,818.0,185.0,144.0,1,0,5,2,8,2,1,644.0,6,850.0,185.0,144.0,5,0,5,2,0,2,6,711.0,6,1078.0,186.0,145.0,4,0,5,2,3,2,6,939.0,6,658.0,186.0,145.0,10,0,5,2,6,2,6,519.0,6,556.0,186.0,145.0,7,0,5,2,9,2,6,417.0,6,35923.0,52297.0,47350.0,35923.0,35923.0,35923.0,1,16374.0
120067,3,818.0,185.0,144.0,1,0,5,2,8,2,1,644.0,6,850.0,185.0,144.0,5,0,5,2,0,2,6,711.0,6,1078.0,186.0,145.0,4,0,5,2,3,2,6,939.0,6,658.0,186.0,145.0,10,0,5,2,6,2,6,519.0,6,556.0,186.0,145.0,7,0,5,2,9,2,6,417.0,6,35923.0,52297.0,47350.0,35923.0,35923.0,35923.0,1,16374.0
120068,0,826.0,185.0,157.0,1,0,5,2,8,2,1,826.0,6,860.0,185.0,158.0,5,0,5,2,0,2,6,860.0,6,1086.0,186.0,159.0,4,0,5,2,3,2,6,1086.0,6,666.0,186.0,159.0,10,0,5,2,6,2,6,666.0,6,564.0,186.0,159.0,7,0,5,2,9,2,6,564.0,6,69793.0,64073.0,62961.0,69793.0,69793.0,69793.0,0,0.0
120068,1,826.0,185.0,157.0,1,0,5,2,8,2,1,826.0,6,860.0,185.0,158.0,5,0,5,2,0,2,6,860.0,6,1086.0,186.0,159.0,4,0,5,2,3,2,6,1086.0,6,666.0,186.0,159.0,10,0,5,2,6,2,6,666.0,6,564.0,186.0,159.0,7,0,5,2,9,2,6,564.0,6,70291.0,64318.0,63863.0,70291.0,70291.0,70291.0,0,0.0
120068,2,818.0,185.0,157.0,1,0,5,2,8,2,1,823.0,6,851.0,185.0,158.0,5,0,5,2,0,2,6,822.0,6,1077.0,186.0,159.0,4,0,5,2,3,2,6,1048.0,6,657.0,186.0,159.0,10,0,5,2,6,2,6,628.0,6,554.0,186.0,159.0,7,0,5,2,9,2,6,525.0,6,71029.0,64735.0,64494.0,71029.0,71029.0,71029.0,0,0.0
120068,3,818.0,185.0,157.0,1,0,5,2,8,2,1,823.0,6,851.0,185.0,158.0,5,0,5,2,0,2,6,822.0,6,1077.0,186.0,159.0,4,0,5,2,3,2,6,1048.0,6,657.0,186.0,159.0,10,0,5,2,6,2,6,628.0,6,554.0,186.0,159.0,7,0,5,2,9,2,6,525.0,6,71029.0,64735.0,64494.0,71029.0,71029.0,71029.0,0,0.0
120069,0,826.0,185.0,178.0,1,0,5,2,8,2,1,826.0,6,860.0,185.0,179.0,5,0,5,2,0,2,6,860.0,6,1086.0,186.0,181.0,4,0,5,2,3,2,6,1086.0,6,666.0,186.0,181.0,10,0,5,2,6,2,6,666.0,6,564.0,186.0,181.0,7,0,5,2,9,2,6,564.0,6,87223.0,79159.0,73883.0,87223.0,87223.0,87223.0,0,0.0
120069,1,826.0,185.0,178.0,1,0,5,2,8,2,1,826.0,6,860.0,185.0,179.0,5,0,5,2,0,2,6,860.0,6,1086.0,186.0,181.0,4,0,5,2,3,2,6,1086.0,6,666.0,186.0,181.0,10,0,5,2,6,2,6,666.0,6,564.0,186.0,181.0,7,0,5,2,9,2,6,564.0,6,88172.0,79483.0,73959.0,88172.0,88172.0,88172.0,0,0.0
120069,2,818.0,185.0,178.0,1,0,5,2,8,2,1,823.0,6,851.0,185.0,179.0,5,0,5,2,0,2,6,822.0,6,1077.0,186.0,181.0,4,0,5,2,3,2,6,1048.0,6,657.0,186.0,181.0,10,0,5,2,6,2,6,628.0,6,554.0,186.0,181.0,7,0,5,2,9,2,6,525.0,6,88708.0,93464.0,69599.0,88708.0,88708.0,88708.0,1,4756.0
120069,3,818.0,185.0,178.0,1,0,5,2,8,2,1,823.0,6,851.0,185.0,179.0,5,0,5,2,0,2,6,822.0,6,1077.0,186.0,181.0,4,0,5,2,3,2,6,1048.0,6,657.0,186.0,181.0,10,0,5,2,6,2,6,628.0,6,554.0,186.0,181.0,7,0,5,2,9,2,6,525.0,6,88708.0,93464.0,69599.0,88708.0,88708.0,88708.0,1,4756.0
120070,0,811.0,185.0,144.0,1,0,5,2,8,2,1,811.0,6,842.0,185.0,144.0,5,0,5,2,0,2,6,842.0,6,1071.0,186.0,145.0,4,0,5,2,3,2,6,1071.0,6,668.0,186.0,145.0,10,0,5,2,6,2,6,668.0,6,568.0,186.0,145.0,7,0,5,2,9,2,6,568.0,6,39763.0,44109.0,50280.0,39763.0,28233.0,39763.0,2,10517.0
120070,1,811.0,185.0,144.0,1,0,5,2,8,2,1,811.0,6,842.0,185.0,144.0,5,0,5,2,0,2,6,842.0,6,1071.0,186.0,145.0,4,0,5,2,3,2,6,1071.0,6,668.0,186.0,145.0,10,0,5,2,6,2,6,668.0,6,568.0,186.0,145.0,7,0,5,2,9,2,6,568.0,6,39987.0,44244.0,50393.0,39987.0,28440.0,39987.0,2,10406.0
120070,2,802.0,185.0,144.0,1,0,5,2,8,2,1,811.0,6,833.0,185.0,144.0,5,0,5,2,0,2,6,811.0,6,1062.0,186.0,145.0,4,0,5,2,3,2,6,1040.0,6,658.0,186.0,145.0,10,0,5,2,6,2,6,636.0,6,558.0,186.0,145.0,7,0,5,2,9,2,6,536.0,6,42337.0,45025.0,37382.0,42337.0,42337.0,42337.0,1,2688.0
120070,3,802.0,185.0,144.0,1,0,5,2,8,2,1,811.0,6,833.0,185.0,144.0,5,0,5,2,0,2,6,811.0,6,1062.0,186.0,145.0,4,0,5,2,3,2,6,1040.0,6,658.0,186.0,145.0,10,0,5,2,6,2,6,636.0,6,558.0,186.0,145.0,7,0,5,2,9,2,6,536.0,6,42337.0,45025.0,37382.0,42337.0,42337.0,42337.0,1,2688.0
120071,0,826.0,185.0,178.0,1,0,5,2,8,2,1,826.0,6,860.0,185.0,179.0,5,0,5,2,0,2,6,860.0,6,1086.0,186.0,181.0,4,0,5,2,3,2,6,1086.0,6,666.0,186.0,181.0,10,0,5,2,6,2,6,666.0,6,564.0,186.0,181.0,7,0,5,2,9,2,6,564.0,6,89786.0,100076.0,76193.0,89786.0,89786.0,89786.0,1,10290.0
120071,1,826.0,185.0,178.0,1,0,5,2,8,2,1,826.0,6,860.0,185.0,179.0,5,0,5,2,0,2,6,860.0,6,1086.0,186.0,181.0,4,0,5,2,3,2,6,1086.0,6,666.0,186.0,181.0,10,0,5,2,6,2,6,666.0,6,564.0,186.0,181.0,7,0,5,2,9,2,6,564.0,6,90153.0,100732.0,76467.0,90153.0,90153.0,90153.0,1,10579.0
120071,2,818.0,185.0,178.0,1,0,5,2,8,2,1,823.0,6,851.0,185.0,179.0,5,0,5,2,0,2,6,822.0,6,1077.0,186.0,181.0,4,0,5,2,3,2,6,1048.0,6,657.0,186.0,181.0,10,0,5,2,6,2,6,628.0,6,554.0,186.0,181.0,7,0,5,2,9,2,6,525.0,6,90411.0,100898.0,91307.0,90411.0,90411.0,90411.0,1,10487.0
120071,3,818.0,185.0,178.0,1,0,5,2,8,2,1,823.0,6,851.0,185.0,179.0,5,0,5,2,0,2,6,822.0,6,1077.0,186.0,181.0,4,0,5,2,3,2,6,1048.0,6,657.0,186.0,181.0,10,0,5,2,6,2,6,628.0,6,554.0,186.0,181.0,7,0,5,2,9,2,6,525.0,6,90411.0,100898.0,91307.0,90411.0,90411.0,90411.0,1,10487.0
120072,0,814.0,185.0,157.0,1,0,5,2,8,2,1,814.0,6,846.0,185.0,158.0,5,0,5,2,0,2,6,846.0,6,1074.0,186.0,159.0,4,0,5,2,3,2,6,1074.0,6,665.0,186.0,159.0,10,0,5,2,6,2,6,665.0,6,564.0,186.0,159.0,7,0,5,2,9,2,6,564.0,6,45013.0,69316.0,71919.0,45013.0,45013.0,45013.0,2,26906.0
120072,1,814.0,185.0,157.0,1,0,5,2,8,2,1,814.0,6,846.0,185.0,158.0,5,0,5,2,0,2,6,846.0,6,1074.0,186.0,159.0,4,0,5,2,3,2,6,1074.0,6,665.0,186.0,159.0,10,0,5,2,6,2,6,665.0,6,564.0,186.0,159.0,7,0,5,2,9,2,6,564.0,6,45231.0,70408.0,72351.0,45231.0,45231.0,45231.0,2,27120.0
120072,2,803.0,185.0,157.0,1,0,5,2,8,2,1,815.0,6,835.0,185.0,158.0,5,0,5,2,0,2,6,815.0,6,1063.0,186.0,159.0,4,0,5,2,3,2,6,1043.0,6,654.0,186.0,159.0,10,0,5,2,6,2,6,634.0,6,553.0,186.0,159.0,7,0,5,2,9,2,6,533.0,6,46253.0,74246.0,38649.0,46253.0,46253.0,46253.0,1,27993.0
120072,3,803.0,185.0,157.0,1,0,5,2,8,2,1,815.0,6,835.0,185.0,158.0,5,0,5,2,0,2,6,815.0,6,1063.0,186.0,159.0,4,0,5,2,3,2,6,1043.0,6,654.0,186.0,159.0,10,0,5,2,6,2,6,634.0,6,553.0,186.0,159.0,7,0,5,2,9,2,6,533.0,6,46253.0,70343.0,38649.0,46253.0,46253.0,46253.0,1,24090.0
120073,0,895.0,185.0,171.0,1,0,5,2,8,2,1,895.0,6,928.0,185.0,172.0,5,0,5,2,0,2,6,928.0,6,1155.0,186.0,173.0,4,0,5,2,3,2,6,1155.0,6,739.0,186.0,173.0,10,0,5,2,6,2,6,739.0,6,637.0,186.0,173.0,7,0,5,2,9,2,6,637.0,6,108059.0,107364.0,117541.0,108059.0,108275.0,108059.0,2,9482.0
120073,1,895.0,185.0,171.0,1,0,5,2,8,2,1,895.0,6,928.0,185.0,172.0,5,0,5,2,0,2,6,928.0,6,1155.0,186.0,173.0,4,0,5,2,3,2,6,1155.0,6,739.0,186.0,173.0,10,0,5,2,6,2,6,739.0,6,637.0,186.0,173.0,7,0,5,2,9,2,6,637.0,6,108398.0,109422.0,118142.0,108398.0,108614.0,108398.0,2,9744.0
120073,2,883.0,185.0,171.0,1,0,5,2,8,2,1,895.0,6,916.0,185.0,172.0,5,0,5,2,0,2,6,895.0,6,1143.0,186.0,173.0,4,0,5,2,3,2,6,1122.0,6,727.0,186.0,173.0,10,0,5,2,6,2,6,706.0,6,625.0,186.0,173.0,7,0,5,2,9,2,6,604.0,6,108833.0,109734.0,118486.0,108833.0,109053.0,108833.0,2,9653.0
120073,3,883.0,185.0,171.0,1,0,5,2,8,2,1,895.0,6,916.0,185.0,172.0,5,0,5,2,0,2,6,895.0,6,1143.0,186.0,173.0,4,0,5,2,3,2,6,1122.0,6,727.0,186.0,173.0,10,0,5,2,6,2,6,706.0,6,625.0,186.0,173.0,7,0,5,2,9,2,6,604.0,6,108833.0,109734.0,118486.0,108833.0,109053.0,108833.0,2,9653.0
120074,0,826.0,198.0,144.0,1,0,5,2,8,2,1,826.0,6,860.0,199.0,144.0,5,0,5,2,0,2,6,860.0,6,1086.0,201.0,145.0,4,0,5,2,3,2,6,1086.0,6,666.0,201.0,145.0,10,0,5,2,6,2,6,666.0,6,564.0,201.0,145.0,7,0,5,2,9,2,6,564.0,6,70732.0,72100.0,73074.0,70732.0,70855.0,70732.0,2,2342.0
120074,1,826.0,198.0,144.0,1,0,5,2,8,2,1,826.0,6,860.0,199.0,144.0,5,0,5,2,0,2,6,860.0,6,1086.0,201.0,145.0,4,0,5,2,3,2,6,1086.0,6,666.0,201.0,145.0,10,0,5,2,6,2,6,666.0,6,564.0,201.0,145.0,7,0,5,2,9,2,6,564.0,6,71580.0,72946.0,73601.0,71580.0,71609.0,71580.0,2,2021.0
120074,2,818.0,198.0,144.0,1,0,5,2,8,2,1,823.0,6,851.0,199.0,144.0,5,0,5,2,0,2,6,822.0,6,1077.0,201.0,145.0,4,0,5,2,3,2,6,1048.0,6,657.0,201.0,145.0,10,0,5,2,6,2,6,628.0,6,554.0,201.0,145.0,7,0,5,2,9,2,6,525.0,6,71775.0,71977.0,74004.0,71775.0,64141.0,71775.0,2,2229.0
120074,3,818.0,198.0,144.0,1,0,5,2,8,2,1,823.0,6,851.0,199.0,144.0,5,0,5,2,0,2,6,822.0,6,1077.0,201.0,145.0,4,0,5,2,3,2,6,1048.0,6,657.0,201.0,145.0,10,0,5,2,6,2,6,628.0,6,554.0,201.0,145.0,7,0,5,2,9,2,6,525.0,6,71775.0,73134.0,74004.0,71775.0,64141.0,71775.0,2,2229.0
120075,0,824.0,198.0,157.0,1,0,5,2,8,2,1,824.0,6,857.0,199.0,158.0,5,0,5,2,0,2,6,857.0,6,1084.0,201.0,159.0,4,0,5,2,3,2,6,1084.0,6,668.0,201.0,159.0,10,0,5,2,6,2,6,668.0,6,566.0,201.0,159.0,7,0,5,2,9,2,6,566.0,6,80895.0,56992.0,68503.0,80895.0,84552.0,80895.0,4,3657.0
120075,1,824.0,198.0,157.0,1,0,5,2,8,2,1,824.0,6,857.0,199.0,158.0,5,0,5,2,0,2,6,857.0,6,1084.0,201.0,159.0,4,0,5,2,3,2,6,1084.0,6,668.0,201.0,159.0,10,0,5,2,6,2,6,668.0,6,566.0,201.0,159.0,7,0,5,2,9,2,6,566.0,6,81329.0,57939.0,68599.0,81329.0,84752.0,81329.0,4,3423.0
120075,2,812.0,198.0,157.0,1,0,5,2,8,2,1,824.0,6,845.0,199.0,158.0,5,0,5,2,0,2,6,824.0,6,1072.0,201.0,159.0,4,0,5,2,3,2,6,1051.0,6,656.0,201.0,159.0,10,0,5,2,6,2,6,635.0,6,554.0,201.0,159.0,7,0,5,2,9,2,6,533.0,6,73495.0,58495.0,101048.0,73495.0,87163.0,73495.0,2,27553.0
120075,3,812.0,198.0,157.0,1,0,5,2,8,2,1,824.0,6,845.0,199.0,158.0,5,0,5,2,0,2,6,824.0,6,1072.0,201.0,159.0,4,0,5,2,3,2,6,1051.0,6,656.0,201.0,159.0,10,0,5,2,6,2,6,635.0,6,554.0,201.0,159.0,7,0,5,2,9,2,6,533.0,6,81812.0,58495.0,68428.0,81812.0,85319.0,81812.0,4,3507.0
120076,0,632.0,213.0,171.0,3,0,4,2,8,2,1,811.0,6,723.0,214.0,172.0,6,0,4,2,0,2,6,842.0,6,954.0,215.0,173.0,5,0,4,2,3,2,6,1073.0,6,552.0,215.0,173.0,11,0,4,2,6,2,6,671.0,6,452.0,215.0,173.0,8,0,4,2,9,2,6,571.0,6,70736.0,88564.0,96175.0,70736.0,70302.0,70736.0,2,25439.0
120076,1,632.0,213.0,171.0,3,0,4,2,8,2,1,811.0,6,723.0,214.0,172.0,6,0,4,2,0,2,6,842.0,6,954.0,215.0,173.0,5,0,4,2,3,2,6,1073.0,6,552.0,215.0,173.0,11,0,4,2,6,2,6,671.0,6,452.0,215.0,173.0,8,0,4,2,9,2,6,571.0,6,72042.0,88704.0,96862.0,72042.0,71606.0,72042.0,2,24820.0
